gene,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj
ENSMUSG00000000632,2.745965373688987,0.16180493935388063,
ENSMUSG00000000673,-2.2169083717676785,0.413088596283969,
ENSMUSG00000000682,-1.635728447266005,0.03576339104954971,0.3552988948945366
ENSMUSG00000000686,-2.1368528500460173,0.06135275314329408,
ENSMUSG00000000690,,,
ENSMUSG00000000693,-0.5329283504915863,0.08832683008646226,0.5287054387360612
ENSMUSG00000000701,,,
ENSMUSG00000000702,,,
ENSMUSG00000000706,-0.7263847876965988,0.8843568514279219,
ENSMUSG00000000708,-0.022687551848806883,0.9206700434684912,0.988333936653731
ENSMUSG00000000711,0.5030652950340035,0.049937011461501445,0.4129743165452462
ENSMUSG00000000724,-0.03776328321592642,0.9271380155949343,0.988333936653731
ENSMUSG00000000730,,,
ENSMUSG00000000731,-1.5209961526854516,0.7567914633791787,
ENSMUSG00000000732,-0.39776080342227665,0.15190687012963905,0.642983362840509
ENSMUSG00000000738,0.04457998852958616,0.8484805098986294,0.9780205522825788
ENSMUSG00000000739,0.5639101100071873,0.4211559550088708,0.8572593085505877
ENSMUSG00000000740,0.08740587035676693,0.7124543585951597,0.9470980151074578
ENSMUSG00000000743,0.05002552725239773,0.8271624273606363,0.9723779826110144
ENSMUSG00000000751,0.14109704069283158,0.5327419242769132,0.8977780206363128
ENSMUSG00000000753,-0.9396630344646075,0.0026258190863979593,0.07103813154294035
ENSMUSG00000000759,0.10275138106666601,0.6137361416479609,0.9200688859245829
ENSMUSG00000000766,2.0546261050684955,0.38094959907456294,
ENSMUSG00000000776,0.16303891432420678,0.5723689149753701,0.9095525600588109
ENSMUSG00000000782,-0.21193479046635447,0.3552078482148041,0.8224842974157247
ENSMUSG00000000787,-0.12994966960145424,0.47749779643628476,0.8792481818755008
ENSMUSG00000000791,-4.057593196400229,0.19523367040093242,
ENSMUSG00000000792,0.177530971272727,0.5766765726509402,0.9099879077400719
ENSMUSG00000000794,-0.6687196572610868,0.6626420055628286,
ENSMUSG00000000804,-0.09672110220672496,0.6633415656081993,0.9382655752983493
ENSMUSG00000000805,0.7102505367486894,0.00011731883307592307,0.007231691275975359
ENSMUSG00000000811,-0.003276041241443858,0.9896943789627395,0.9971341505011491
ENSMUSG00000000817,-1.8939026302654867,0.33771862417400633,
ENSMUSG00000000823,-0.3315698765175301,0.12795264563731054,0.604547283349117
ENSMUSG00000000826,-0.2960224974501214,0.13416760854771204,0.6183137518213013
ENSMUSG00000000827,-0.00014473986374912654,0.9993861776637325,0.9998032523777685
ENSMUSG00000000838,0.009611628513257437,0.9611532917737862,0.993747346839568
ENSMUSG00000000861,-1.1112807284784632,0.37772085201186734,
ENSMUSG00000000869,-2.0175395427978007,0.4418961401841448,
ENSMUSG00000000876,0.07308735810430385,0.755371629682588,0.9597550996109103
ENSMUSG00000000881,0.20487569279944703,0.6046613782199421,0.9197657824264511
ENSMUSG00000000884,0.2363280638797873,0.6506412111723474,0.933714877604796
ENSMUSG00000000889,7.1657355601506305,6.749044784251152e-10,2.2408362557528426e-07
ENSMUSG00000000901,-1.814887507256196,0.023688965701532484,0.2834333332790238
ENSMUSG00000000902,0.03208529069723592,0.8741290317369768,0.9801974614893278
ENSMUSG00000000903,-1.282184015208991,0.4242575294893953,
ENSMUSG00000000915,0.12780584015609944,0.5620637845685201,0.9068228427409757
ENSMUSG00000000916,0.4299572684111028,0.16270146929038398,0.6559541971776134
ENSMUSG00000000934,-0.3338550152335821,0.45251663145502563,0.867674953265057
ENSMUSG00000000938,3.998896901773334,0.29820862828276584,
ENSMUSG00000000942,,,
ENSMUSG00000000948,0.5569756156125295,0.0425140424819707,0.38624853645467033
ENSMUSG00000000957,-1.1595924158273982,0.00026015503136639037,0.013316249902728528
ENSMUSG00000000958,-1.1647512859959257,2.7818256702372365e-05,0.0023090733645736244
ENSMUSG00000000959,-0.2680212625560639,0.21297985619327764,0.7068587343489933
ENSMUSG00000000976,0.017731632160672774,0.9359567321385479,0.9886847615665925
ENSMUSG00000000982,-1.368750037166925,0.37732496330906007,0.8393718713168392
ENSMUSG00000000983,,,
ENSMUSG00000001014,,,
ENSMUSG00000001016,0.3877268513291225,0.08153439116729023,0.5095663579286901
ENSMUSG00000001017,0.23717207229511006,0.2229254973650977,0.7171809273302604
ENSMUSG00000001018,0.1414852042438825,0.47776283368054884,0.8792481818755008
ENSMUSG00000001020,0.2788238122196747,0.601982845305635,0.91866367774679
ENSMUSG00000001021,-0.7263847876965988,0.8843568514279219,
ENSMUSG00000001023,,,
ENSMUSG00000001025,-2.3542029682833587,3.2581610136850445e-15,2.799910249936754e-12
ENSMUSG00000001027,0.014748460005855337,0.9873172823515933,0.9967153122889169
ENSMUSG00000001029,0.6211408381006652,0.0021790463453058005,0.06294576292264387
ENSMUSG00000001034,-0.17051583949865623,0.4866242974749022,0.8833076518173302
ENSMUSG00000001036,-0.09984780049637942,0.5935611460883283,0.9149617844155865
ENSMUSG00000001039,-0.25086085848173845,0.37703180221781896,0.8388756622906057
ENSMUSG00000001052,-0.3262264406885499,0.1217273966637605,0.5944341749854224
ENSMUSG00000001053,0.05266796749123577,0.8509052375844735,0.9782895910926337
ENSMUSG00000001054,-0.09166331983653302,0.6822613081330721,0.9406169317288223
ENSMUSG00000001056,-0.10609285289501719,0.7472914799631887,0.9579289649394486
ENSMUSG00000001062,-0.20793305967445375,0.4646349475484195,0.8742396505452832
ENSMUSG00000001065,0.061300282590456154,0.8221931760463452,0.9720617263547705
ENSMUSG00000001076,3.2619255766375557,0.480015552908712,
ENSMUSG00000001082,0.11758098974377297,0.6505398151450543,0.933714877604796
ENSMUSG00000001089,-0.015060759759159837,0.9393873473219189,0.989581032378563
ENSMUSG00000001095,,,
ENSMUSG00000001098,0.4696739075708918,0.029390225200798713,0.32186041975897184
ENSMUSG00000001100,-0.11778857408810853,0.598228670389521,0.9168243792276078
ENSMUSG00000001103,0.8233063050063001,0.18273053297694397,0.6755450361311605
ENSMUSG00000001105,0.2456828177920406,0.2758024076435669,0.7724688215615162
ENSMUSG00000001119,-1.4664921024482447,0.00016511099946179246,0.009422291371630179
ENSMUSG00000001120,0.12189654422445817,0.6611083772283293,0.9382655752983493
ENSMUSG00000001123,0.15489184116142085,0.47287967025387734,0.8766353917773323
ENSMUSG00000001127,0.036455075505821895,0.8602333119067499,0.9790814964946136
ENSMUSG00000001128,-0.7296491733773536,0.2008028795083071,0.6956734420800263
ENSMUSG00000001131,-2.7449739217282354,3.531441519188403e-10,1.258312906190814e-07
ENSMUSG00000001134,0.17059475562617954,0.6098011958116187,0.9197657824264511
ENSMUSG00000001138,0.0101849144496158,0.9652155070230688,0.9941813806418582
ENSMUSG00000001143,-0.21019309757832788,0.4465326370025108,0.8655562827851485
ENSMUSG00000001150,-0.06099924873101347,0.7945859144591776,0.9681643047643224
ENSMUSG00000001151,-0.35375935885793325,0.14184054567784865,0.6293508127197875
ENSMUSG00000001155,,,
ENSMUSG00000001156,-0.47412651146424195,0.05262446033151065,0.4233429190435237
ENSMUSG00000001157,0.06006345964315023,0.7973373640007646,0.9681643047643224
ENSMUSG00000001158,0.3455497297306411,0.15301232896737188,0.643451113736661
ENSMUSG00000001166,-0.07900835639612414,0.8095118228658582,0.9690765140746962
ENSMUSG00000001168,-0.7263847876965988,0.8843568514279219,
ENSMUSG00000001173,-0.13536569540316845,0.5265085791278883,0.8940607558821393
ENSMUSG00000001175,0.3598597432219278,0.03880411088522884,0.369068525991086
ENSMUSG00000001211,0.11971984300551335,0.5579181276695209,0.9055244891816498
ENSMUSG00000001225,-0.547004322349071,0.728519184405175,
ENSMUSG00000001227,-0.19960108850475358,0.4435307406298904,0.8647458414336139
ENSMUSG00000001228,-0.6910007457269808,0.10497288854340514,0.5599229880330424
ENSMUSG00000001229,-0.5143589395542764,0.019872944101218346,0.2594493658397666
ENSMUSG00000001240,-0.11760011555831543,0.5648848334676693,0.9076232241454554
ENSMUSG00000001247,0.5440248943246996,0.023731321047185235,0.28347577201825763
ENSMUSG00000001248,-0.28682270643284913,0.18757416869730248,0.6792516710149314
ENSMUSG00000001249,-0.8650185354383595,0.44572416604084497,
ENSMUSG00000001260,-3.0674404822555528,0.46760576509919427,
ENSMUSG00000001270,0.20357640120241857,0.4178050042118626,0.8563607265350869
ENSMUSG00000001280,-0.11277208824951357,0.6053618303371258,0.9197657824264511
ENSMUSG00000001281,-1.475260916910507,0.04067103028811152,0.3771413686461689
ENSMUSG00000001285,0.3577102405231374,0.12907242067272115,0.6078720159921931
ENSMUSG00000001288,0.4933103294786206,0.0498756369828116,0.4128233318311018
ENSMUSG00000001289,0.22096725101190778,0.2944924799236339,0.7863718953033025
ENSMUSG00000001300,-0.11590235817195547,0.5955593810563908,0.9158449471424015
ENSMUSG00000001305,-0.14136175085935646,0.6537187400574751,0.9346555543728361
ENSMUSG00000001313,0.5129693631713195,0.03947786691243414,0.371127514622748
ENSMUSG00000001323,-0.05083896892142012,0.8360327649843913,0.9743288835693699
ENSMUSG00000001333,-0.7364547191851648,0.45750756202663867,
ENSMUSG00000001334,-0.98955846201731,0.3194358906911231,0.8013749900558249
ENSMUSG00000001348,-0.4414188153623033,0.3973987157368194,0.843986383077378
ENSMUSG00000001349,-0.5757948461008825,0.6219895264013229,
ENSMUSG00000001366,0.04537270829318013,0.8318550581695325,0.9736518069639538
ENSMUSG00000001376,0.2822413457366009,0.1584343281909485,0.6505247612539534
ENSMUSG00000001379,0.368367706866566,0.1961185232899193,0.6909431662002123
ENSMUSG00000001380,0.10929704561251968,0.6265877994468172,0.9241616519049523
ENSMUSG00000001383,0.4162882056871815,0.057278490450348996,0.439486064595141
ENSMUSG00000001403,0.028855381546744753,0.9183057838990775,0.988333936653731
ENSMUSG00000001415,-0.03636736856842608,0.861959736743905,0.9790814964946136
ENSMUSG00000001416,-0.011647316242893129,0.9611255642483887,0.993747346839568
ENSMUSG00000001417,-2.1011551405180704,0.6663616297530992,
ENSMUSG00000001418,0.2933262820330353,0.20436139497299566,0.6985473596609926
ENSMUSG00000001419,0.04491628592988212,0.8319671363239638,0.9736518069639538
ENSMUSG00000001420,0.1960321552262828,0.6555879529245852,0.9352661663975251
ENSMUSG00000001424,-0.025262936078678133,0.8931297057788818,0.9848622044377071
ENSMUSG00000001435,-1.040999428810748,1.0787529068138813e-06,0.00013824123873371923
ENSMUSG00000001436,0.34131521938218967,0.24782779830052204,0.7440949898973448
ENSMUSG00000001440,-0.18915676320322602,0.3319780293666099,0.8076492128559276
ENSMUSG00000001441,-0.17930206181627203,0.4188947806535467,0.8563607265350869
ENSMUSG00000001444,,,
ENSMUSG00000001445,0.3389547286213756,0.20774435339591413,0.7024733163471556
ENSMUSG00000001467,0.8060195432943389,0.0008403842055870736,0.033181548268706916
ENSMUSG00000001472,0.09707651319991936,0.5956663206536522,0.9159129858361441
ENSMUSG00000001473,-0.9844339803302953,6.328115117781683e-05,0.004487739502702553
ENSMUSG00000001482,0.2477083097675905,0.3171433028570082,0.8007009929971722
ENSMUSG00000001493,0.2890840873147493,0.2849566248708032,0.7811845041450154
ENSMUSG00000001494,0.3276821406491338,0.8960332211157389,
ENSMUSG00000001496,,,
ENSMUSG00000001497,,,
ENSMUSG00000001504,,,
ENSMUSG00000001506,-2.217767798511142,0.00043111846456499853,0.019805690719591394
ENSMUSG00000001507,-0.3379591164158675,0.13983413598695335,0.6259081690952407
ENSMUSG00000001508,0.9944430436983226,0.2039972765746626,0.6985473596609926
ENSMUSG00000001510,-1.7391801314717474,0.7223800871312533,
ENSMUSG00000001517,-1.2159013992481966,0.00032414588361611763,0.015476754307711421
ENSMUSG00000001518,0.09494626891002056,0.7145342939047683,0.94741618257894
ENSMUSG00000001520,0.4147991761195848,0.1264115334567634,0.6011543269107607
ENSMUSG00000001521,-0.13206695970566526,0.5871854350446071,0.9148239283193913
ENSMUSG00000001524,0.13183971247832113,0.7246601722369126,0.9499003516659029
ENSMUSG00000001525,0.342635170994408,0.059436751362376854,0.4455049756769621
ENSMUSG00000001542,0.16205102924302253,0.5330996127117249,0.8978423921913449
ENSMUSG00000001552,0.31561731899500894,0.09918583829743308,0.5495829140167786
ENSMUSG00000001555,-0.7656811137005437,0.00047469379206896564,0.020994878354672383
ENSMUSG00000001558,-0.14485781872972447,0.5427919744219896,0.902224138619962
ENSMUSG00000001566,3.676966650850188,0.37600789380436983,
ENSMUSG00000001569,-0.10896023337165751,0.661459591642032,0.9382655752983493
ENSMUSG00000001576,0.027979000522168188,0.8979928501873331,0.985654001341581
ENSMUSG00000001583,1.5289770324324747,0.18844324889093023,
ENSMUSG00000001588,0.6774178013857817,0.19407649950575223,0.6880893047064353
ENSMUSG00000001604,-0.8805034327231753,0.09185104217984713,0.5358232138412063
ENSMUSG00000001622,-3.2562114744057453,0.38875974891914433,
ENSMUSG00000001627,0.34781180081266816,0.17331995455476934,0.6652700274850307
ENSMUSG00000001630,0.07323801752944425,0.7491425619472216,0.9587308165132111
ENSMUSG00000001632,-0.24369994161273867,0.23508083771934374,0.7301208095991397
ENSMUSG00000001642,0.06542973066656683,0.8132622798252631,0.9693985514007236
ENSMUSG00000001655,,,
ENSMUSG00000001656,,,
ENSMUSG00000001657,,,
ENSMUSG00000001661,,,
ENSMUSG00000001663,-0.06157152581519645,0.8837399142898679,0.9838506994200212
ENSMUSG00000001665,0.19017890531042356,0.5497370073979002,0.9027812940740693
ENSMUSG00000001666,0.34754187689744925,0.4915657514853624,0.8851576560396474
ENSMUSG00000001670,,,
ENSMUSG00000001672,-0.7263847876965988,0.8843568514279219,
ENSMUSG00000001674,0.06085437555601398,0.7929038114291316,0.9680493505172717
ENSMUSG00000001687,0.3146940160795974,0.1254898951945414,0.5987204046038718
ENSMUSG00000001700,-0.45312438049423104,0.09815704488675435,0.5476998354892187
ENSMUSG00000001707,0.3790472142616604,0.2608264422700205,0.758053151613529
ENSMUSG00000001729,-0.0026881765856174482,0.9885626140745964,0.9967153122889169
ENSMUSG00000001739,0.05381087294040813,0.9341208399059076,0.9886847615665925
ENSMUSG00000001741,-0.8407528539515559,0.12290985783249211,0.5953450682637468
ENSMUSG00000001750,-0.3245477894100002,0.13507583886035743,0.6203467242725437
ENSMUSG00000001751,-0.06484649496244126,0.8049735108086125,0.9690765140746962
ENSMUSG00000001755,0.14247032663625203,0.6113173934496271,0.9197657824264511
ENSMUSG00000001761,-0.07685569079239503,0.7168396864324653,0.9474662053756748
ENSMUSG00000001763,0.5484318110195221,0.547013891040171,
ENSMUSG00000001767,0.03274113776479883,0.8666367448669987,0.9791690633485822
ENSMUSG00000001768,-0.006700004979751626,0.9730273533352417,0.9948877802963708
ENSMUSG00000001773,-2.1011551405180704,0.6663616297530992,
ENSMUSG00000001774,0.23539633492383746,0.23199522186834587,0.7271440026334831
ENSMUSG00000001783,0.12492210919508155,0.5928578657623473,0.9149617844155865
ENSMUSG00000001785,0.07660665422523577,0.764237764811383,0.9624880618785754
ENSMUSG00000001786,0.3012830358332278,0.2163657233208386,0.7102996537969024
ENSMUSG00000001794,0.2819429563729848,0.1317871772070191,0.6134428695854919
ENSMUSG00000001802,-0.4399284483257717,0.4256287002251019,0.8597587704382618
ENSMUSG00000001804,,,
ENSMUSG00000001815,,,
ENSMUSG00000001819,,,
ENSMUSG00000001823,,,
ENSMUSG00000001827,2.3218681413044275,0.5832976983868634,
ENSMUSG00000001829,-0.07983457550314128,0.7308934915297397,0.951273868858937
ENSMUSG00000001833,0.31620306365486306,0.16786917610934438,0.6622979463214179
ENSMUSG00000001844,0.06968805411539306,0.7838232504639457,0.9652350014512701
ENSMUSG00000001847,0.18459646391223,0.3687957701726666,0.8314032710274474
ENSMUSG00000001855,-0.16596754619247742,0.44051075481758684,0.8640386463389237
ENSMUSG00000001864,0.5835840279702093,0.0026101015456639577,0.07086151318623746
ENSMUSG00000001865,,,
ENSMUSG00000001870,0.08455510359101835,0.7857899366618835,0.9652350014512701
ENSMUSG00000001891,0.06822422123734206,0.7184715526928,0.9477020343974314
ENSMUSG00000001901,-0.4232281833810814,0.5172231407459287,0.8927700470113186
ENSMUSG00000001909,-0.43449605796962987,0.07797473628397526,0.5022815284670018
ENSMUSG00000001910,-0.29812160114719605,0.12085265137268532,0.5938559887674183
ENSMUSG00000001911,-0.05537108647171188,0.7977823912950911,0.9681643047643224
ENSMUSG00000001918,-0.0032400789003992183,0.9915081850230343,0.9979980070967003
ENSMUSG00000001924,0.11162267973917232,0.5645533986085834,0.9076232241454554
ENSMUSG00000001930,-0.9572062615362337,1.0486306683594238e-05,0.0010350976644637041
ENSMUSG00000001942,-0.16233019267774795,0.4862598167083416,0.8832238794345596
ENSMUSG00000001943,0.011210559757795783,0.9637915529166462,0.9940893117541146
ENSMUSG00000001946,0.3017243942744008,0.1514897430835144,0.642983362840509
ENSMUSG00000001948,0.11709253281763661,0.8039215168497704,0.9690765140746962
ENSMUSG00000001962,0.05756465235313913,0.7955813731916597,0.9681643047643224
ENSMUSG00000001964,0.2928420253324945,0.16254009750017506,0.6558157551812481
ENSMUSG00000001983,0.2575590334626407,0.5223123161772039,0.8935377290693771
ENSMUSG00000001985,4.847405931738523,0.10231501510887506,
ENSMUSG00000001986,-0.4952428980651253,0.26620780217653917,0.7627044090992471
ENSMUSG00000001988,0.06325196299617,0.9773843441701461,
ENSMUSG00000001995,0.09380199460720985,0.7115718766166155,0.9470980151074578
ENSMUSG00000001998,-0.022531996356804022,0.9275938600600755,0.988333936653731
ENSMUSG00000001999,0.10395985032187201,0.7279158603413558,0.9502848334811439
ENSMUSG00000002006,0.2303594623855738,0.6805369953103226,0.9406169317288223
ENSMUSG00000002007,0.14423117777533714,0.6878239212993047,0.9430708274295206
ENSMUSG00000002010,0.23643253548597695,0.23058126629505749,0.7261579650367164
ENSMUSG00000002012,1.1401954899253501,0.27333039901122236,
ENSMUSG00000002014,0.10685750429939045,0.6455676190195578,0.9323342976237122
ENSMUSG00000002015,0.35572180736355324,0.07978652850399576,0.5051988795234291
ENSMUSG00000002017,0.22149186637068446,0.2912236758035196,0.7841797518817735
ENSMUSG00000002020,-0.9924882971870091,0.14964644028620055,0.6407341284118124
ENSMUSG00000002028,-0.6544914048936794,0.00261444011276487,0.07086151318623746
ENSMUSG00000002031,0.21266834287014905,0.312975653350238,0.798688658166042
ENSMUSG00000002032,0.49979476235316134,0.5912725381463528,0.9149617844155865
ENSMUSG00000002033,0.5063120078321178,0.7493391788019732,
ENSMUSG00000002043,0.1619831104504311,0.6645813519973305,0.9384176465618598
ENSMUSG00000002052,-0.3986606603328557,0.0633334826875899,0.4596134869245875
ENSMUSG00000002055,-2.639220104723801,0.000408457551700603,0.018943353564425745
ENSMUSG00000002057,,,
ENSMUSG00000002058,1.05431615429383,0.1767128269215834,0.6696944471210738
ENSMUSG00000002059,-0.1561089956652641,0.6586960972805376,0.9374467886187406
ENSMUSG00000002064,0.18317156778863106,0.41441104931070916,0.8541381235017143
ENSMUSG00000002068,-0.603849727061801,0.3916518881457892,0.8422395254929594
ENSMUSG00000002076,-0.39231745636538373,0.5640255109112133,0.9072724828123668
ENSMUSG00000002083,0.13565175669498836,0.766398869513777,0.9624880618785754
ENSMUSG00000002100,-5.0446873910678365,0.0713843233614047,
ENSMUSG00000002102,0.2884342415331368,0.1604245197694245,0.6531583725539062
ENSMUSG00000002103,0.1657257162578358,0.5145296759924423,0.8924971877436397
ENSMUSG00000002104,-4.307797466493926,0.17805909465209568,
ENSMUSG00000002105,-0.19912829785240604,0.3431148190799822,0.8153869463368607
ENSMUSG00000002107,-0.3089412892974014,0.24089300749372855,0.7366979163650575
ENSMUSG00000002108,0.13309449494768352,0.7111434542172778,0.9470980151074578
