ensembl ID,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj
ENSMUSG00000000489,0.07798527295785665,0.7161723619928476,0.9665950774164787
ENSMUSG00000000530,0.42600276802630194,0.023341968435409432,0.3376176676871204
ENSMUSG00000000531,0.4007795691206847,0.07637484847256723,0.5850552297705505
ENSMUSG00000000532,-0.4940105243599259,0.3573374232246256,0.8726988631862335
ENSMUSG00000000538,0.03665795787110669,0.852286295657516,0.9869236346465531
ENSMUSG00000000544,,,
ENSMUSG00000000552,-0.11833645336764713,0.7978660650865265,0.9770756335753612
ENSMUSG00000000555,-0.05490550003172774,0.7892569838372896,0.9752816895684556
ENSMUSG00000000560,0.11775019783059039,0.9709486467442469,
ENSMUSG00000000561,0.10612468094776224,0.7025704600960099,0.9629348394028007
ENSMUSG00000000562,-0.4293576994923573,0.799299182896078,
ENSMUSG00000000563,0.23112534396370765,0.3016487678272485,0.8476297835169581
ENSMUSG00000000567,0.2587893713542333,0.41870099820502304,0.8959635707038881
ENSMUSG00000000568,-0.26416441785659045,0.25471731426833877,0.8229969457361358
ENSMUSG00000000579,,,
ENSMUSG00000000581,0.12125256035511604,0.604891020171346,0.9491594739318182
ENSMUSG00000000594,0.14057466229505888,0.503596236339567,0.9204727260775486
ENSMUSG00000000600,-0.1690829390829678,0.46396610126491944,0.9070165221605158
ENSMUSG00000000605,0.05182074541001986,0.831155595402854,0.9822662090549199
ENSMUSG00000000606,,,
ENSMUSG00000000617,-3.3310034445496335,0.3648374963284855,
ENSMUSG00000000627,2.486944719632095,0.35825378236804306,
ENSMUSG00000000628,-2.182530661528941,0.0015381976756975158,0.06810218127459651
ENSMUSG00000000631,-0.1518548700213065,0.48255731203153596,0.9121340338090966
ENSMUSG00000000632,3.064154123708769,0.1700676872199881,
ENSMUSG00000000673,-2.0185994445963202,0.4587632687031139,
ENSMUSG00000000682,-1.6968498233464337,0.03342932823281383,0.4083943421942238
ENSMUSG00000000686,-1.9066515969713562,0.07554266869616359,0.5815227143786699
ENSMUSG00000000690,,,
ENSMUSG00000000693,-0.3898106690156416,0.28426210339904767,0.8377235816878633
ENSMUSG00000000701,,,
ENSMUSG00000000702,,,
ENSMUSG00000000706,-0.7194675749410498,0.8854514165749542,
ENSMUSG00000000708,-0.04612289394369049,0.8679233189230422,0.9880203775175228
ENSMUSG00000000711,0.44765030938100453,0.12015921211476753,0.6797859708919255
ENSMUSG00000000724,-0.019295905568763597,0.9626864949288497,0.9965718817124075
ENSMUSG00000000730,,,
ENSMUSG00000000731,-0.7194675749410498,0.8854514165749542,
ENSMUSG00000000732,-0.4115769208731194,0.16478416638735915,0.7396994185063389
ENSMUSG00000000738,0.16801556552230157,0.5393765267752952,0.9298695383960105
ENSMUSG00000000739,0.6057640328169036,0.4825265615704797,0.9121340338090966
ENSMUSG00000000740,-0.07084778236721184,0.8642222152853775,0.9880203775175228
ENSMUSG00000000743,-0.008881659859143942,0.9699700134197351,0.9980891202700849
ENSMUSG00000000751,0.22979499537547943,0.38016020434732634,0.8804550231341977
ENSMUSG00000000753,-0.9841452705463171,0.007529801738778468,0.1928342853788806
ENSMUSG00000000759,0.03188337759408237,0.8864863296122312,0.989260141421634
ENSMUSG00000000766,2.0744407775794786,0.3618820159108245,
ENSMUSG00000000776,0.13385995758338648,0.6536274944243983,0.9578524677212378
ENSMUSG00000000782,-0.21182764054820427,0.3977764295620593,0.8861904734223389
ENSMUSG00000000787,0.029611835180084117,0.868128203030251,0.9880203775175228
ENSMUSG00000000791,-4.075652009970251,0.18405200559599943,
ENSMUSG00000000792,0.12229719506680364,0.7104669488842161,0.965303071111525
ENSMUSG00000000794,-0.185436618615002,0.9190457237718376,
ENSMUSG00000000804,-0.10083939742590749,0.6548755718201806,0.9578524677212378
ENSMUSG00000000805,0.7134616819731449,0.00022517475230869973,0.017645819464671253
ENSMUSG00000000811,-0.03603161651978962,0.9009848029350594,0.9902870533280372
ENSMUSG00000000817,-1.7723821125056587,0.365992793484348,
ENSMUSG00000000823,-0.43175741440144655,0.06910694663811599,0.5606175852273251
ENSMUSG00000000826,-0.31172046033783085,0.11275170579482507,0.6678910086812662
ENSMUSG00000000827,0.032497708490347714,0.867130290371726,0.9880203775175228
ENSMUSG00000000838,0.032766787989844594,0.8779482700032054,0.9885117267069136
ENSMUSG00000000861,-0.9988405747771751,0.42430266340632905,
ENSMUSG00000000869,-1.8092597259492553,0.5225044388928928,
ENSMUSG00000000876,-0.003242142983979896,0.9899088605491188,0.9998391924665905
ENSMUSG00000000881,0.29431885303812233,0.5161664882457211,0.92205694809592
ENSMUSG00000000884,0.2642060350067523,0.6474180431091358,0.9563403943354554
ENSMUSG00000000889,5.8946323844819934,4.691404561135999e-06,0.0008451538354791323
ENSMUSG00000000901,-1.7643121173365737,0.02527207427038467,0.3510878513708043
ENSMUSG00000000902,0.09202128516402151,0.6838242890418975,0.9606347599030124
ENSMUSG00000000903,-1.1370131241435861,0.5071439873244579,
ENSMUSG00000000915,0.06242798375659155,0.7930454222268534,0.9758428056998991
ENSMUSG00000000916,0.36214489396982086,0.3345257281008406,0.8617148102775606
ENSMUSG00000000934,-0.2828275820865959,0.6434025999168516,0.9558187748139013
ENSMUSG00000000938,4.009231640226469,0.281614106441219,
ENSMUSG00000000942,,,
ENSMUSG00000000948,0.8159388138022425,0.14654748323882802,0.7208549100354118
ENSMUSG00000000957,-1.0566904150702152,0.0017222557316609374,0.07236706188290046
ENSMUSG00000000958,-1.0522495674790164,0.0016216974874875094,0.06982655143239487
ENSMUSG00000000959,-0.2311956164382479,0.3450605005621953,0.8673002554686421
ENSMUSG00000000976,-0.08987583168537437,0.7213707692113038,0.9674283248720285
ENSMUSG00000000982,-1.3140752344123927,0.3984981316690549,0.8864872055840433
ENSMUSG00000000983,,,
ENSMUSG00000001014,,,
ENSMUSG00000001016,0.2258068314173296,0.4444498041166589,0.9008696265942449
ENSMUSG00000001017,0.2638849511148913,0.17829911182375213,0.7510029507158472
ENSMUSG00000001018,0.09115437672195087,0.6576475546787142,0.9579038440292721
ENSMUSG00000001020,0.4075940636633736,0.5440576155919531,0.9311424660159373
ENSMUSG00000001021,-0.7194675749410498,0.8854514165749542,
ENSMUSG00000001023,,,
ENSMUSG00000001025,-2.2439272816179683,3.4320689064758213e-11,2.1516326388478218e-08
ENSMUSG00000001027,0.3000220469477704,0.7424122436109686,0.9699612514878772
ENSMUSG00000001029,0.601700487134137,0.00312660991986024,0.10962719748091619
ENSMUSG00000001034,-0.09602599987965743,0.7087625747958373,0.9645251224081928
ENSMUSG00000001036,-0.09245151757787544,0.6247891109522408,0.9530770619465522
ENSMUSG00000001039,-0.6906037899426075,0.07278989230060554,0.5729964751518787
ENSMUSG00000001052,-0.3469257742570039,0.08610677592853055,0.608454237659089
ENSMUSG00000001053,0.05957697245497231,0.83466811865192,0.9835165343682085
ENSMUSG00000001054,-0.09624752343432859,0.6627032462683935,0.9579038440292721
ENSMUSG00000001056,-0.019249477662614305,0.9581938592125061,0.9961155499866151
ENSMUSG00000001062,-0.36879063574593235,0.22620829079729576,0.7998149951771885
ENSMUSG00000001065,0.08881255377117132,0.7772748811405191,0.9747861496753919
ENSMUSG00000001076,4.009231640226469,0.281614106441219,
ENSMUSG00000001082,-0.07369437692073416,0.8319707022303683,0.9822662090549199
ENSMUSG00000001089,-0.010602930324819043,0.9568434908984333,0.9961155499866151
ENSMUSG00000001095,,,
ENSMUSG00000001098,0.34773735058171423,0.12488866610186802,0.6854816956601287
ENSMUSG00000001100,-0.22293769372811173,0.32579825638461357,0.8586656370648623
ENSMUSG00000001103,0.5542402399068009,0.4197039698094408,0.8959635707038881
ENSMUSG00000001105,0.14569900754159879,0.5925003618990723,0.9471673856822954
ENSMUSG00000001119,-1.5038602927875684,0.00044105583075080694,0.028100276566493484
ENSMUSG00000001120,0.2142640918843682,0.5346667203098641,0.9283818460016623
ENSMUSG00000001123,0.16939959498567006,0.4183413165766944,0.8959635707038881
ENSMUSG00000001127,-0.02218127221964872,0.9208672675875949,0.9915306140522955
ENSMUSG00000001128,-0.6732879218419341,0.2983041686543396,0.8460156915742855
ENSMUSG00000001131,-2.412350659339923,3.7170211350940856e-05,0.004660549780026368
ENSMUSG00000001134,0.40440318439921896,0.43730830965023937,0.9008696265942449
ENSMUSG00000001138,0.03367667136411971,0.8858228270508197,0.989260141421634
ENSMUSG00000001143,-0.2230283141016287,0.43173002044234854,0.9008382388120837
ENSMUSG00000001150,0.0632188255107054,0.8071800262916671,0.9792515128424961
ENSMUSG00000001151,-0.28662284531349685,0.26142894002861694,0.8242807776056934
ENSMUSG00000001155,,,
ENSMUSG00000001156,-0.4651975001386413,0.05867481208871968,0.5250626788393314
ENSMUSG00000001157,-0.054047939638057346,0.853901738755343,0.9869236346465531
ENSMUSG00000001158,0.3103644731444171,0.25400272379609456,0.8228575217147974
ENSMUSG00000001166,-0.21431945583190434,0.5498990436061872,0.934635464880082
ENSMUSG00000001168,-0.7194675749410498,0.8854514165749542,
ENSMUSG00000001173,-0.10259247639741188,0.6561886160270765,0.9579038440292721
ENSMUSG00000001175,0.3219085487161413,0.0677621895597192,0.5574742174236471
ENSMUSG00000001211,0.06961174046220692,0.7385094805320953,0.9692829631737252
ENSMUSG00000001225,-0.5419798302017061,0.7233042317437444,
ENSMUSG00000001227,-0.16562225203838365,0.5748928117380204,0.9432106337230004
ENSMUSG00000001228,-0.9483444667188721,0.06082998124151343,0.5341110901950925
ENSMUSG00000001229,-0.5364063527446346,0.030989110958262726,0.39022482213474086
ENSMUSG00000001240,-0.10618811733388399,0.6060205873440062,0.9492604421652175
ENSMUSG00000001247,0.44362740063446315,0.060644592464177874,0.5336941050629748
ENSMUSG00000001248,-0.321018832118266,0.19620014720197576,0.7703018304350115
ENSMUSG00000001249,-1.3089855628696876,0.2921167575672273,
ENSMUSG00000001260,-3.075140980369556,0.45331714804217893,
ENSMUSG00000001270,0.14135152207982848,0.6189298194207882,0.951806290209393
ENSMUSG00000001280,-0.11671769615868492,0.5869772476991886,0.9457802647735546
ENSMUSG00000001281,-1.4835506452478069,0.05142233418077976,0.49383715907803993
ENSMUSG00000001285,0.3181010234333946,0.2708102595034684,0.8310963769723634
ENSMUSG00000001288,0.5044463386544955,0.09510215719752262,0.6303443899275779
ENSMUSG00000001289,0.23545964050933665,0.41387186485065297,0.8945819525312764
ENSMUSG00000001300,-0.13680837036931814,0.5267025503064662,0.9252771251341393
ENSMUSG00000001305,-0.19252030807074905,0.5906427859731391,0.9466627998849001
ENSMUSG00000001313,0.5030031458654664,0.05035897214728715,0.4914561109391427
ENSMUSG00000001323,-0.07731916461198472,0.7810013223465883,0.9747861496753919
ENSMUSG00000001333,-0.7306439879816766,0.46259115270993767,0.9070165221605158
ENSMUSG00000001334,-1.0577754285148981,0.29294883986675835,0.844315404051435
ENSMUSG00000001348,-0.5360858014747315,0.3829048471279992,0.8806419066626046
ENSMUSG00000001349,0.19409077377233694,0.8843535390205186,
ENSMUSG00000001366,0.016663832751500407,0.94431977398178,0.9945117469168417
ENSMUSG00000001376,0.29083978534412774,0.23843560803379849,0.8106225288120966
ENSMUSG00000001379,0.3161287036242917,0.2767309391631725,0.8334365890669491
ENSMUSG00000001380,0.07562929513391614,0.7771685163401912,0.9747861496753919
ENSMUSG00000001383,0.3792546514817123,0.11081079596827488,0.6629127283096242
ENSMUSG00000001403,0.0016039241532983977,0.9967146146812651,0.9999260987320197
ENSMUSG00000001415,0.005681003286100355,0.9803316459681366,0.9984847337103957
ENSMUSG00000001416,0.021906167220755373,0.931935938624669,0.9924941511403473
ENSMUSG00000001417,-2.098983145561602,0.666671084554372,
ENSMUSG00000001418,0.3093858699211129,0.16549569286203736,0.7396994185063389
ENSMUSG00000001419,0.024872307704663123,0.9092507372064448,0.9915306140522955
ENSMUSG00000001420,0.19934225927939675,0.6438460176445047,0.9558375612691011
ENSMUSG00000001424,-0.05649519292983194,0.7827516031108916,0.9747861496753919
ENSMUSG00000001435,-1.01117046800398,6.6180159238459134e-06,0.0010804600372337186
ENSMUSG00000001436,0.33313159546207166,0.2649240123552472,0.8248891352040463
ENSMUSG00000001440,-0.19685588084544833,0.3273292433552961,0.8586998066101963
ENSMUSG00000001441,-0.06988051357522104,0.7757395764579192,0.9747861496753919
ENSMUSG00000001444,,,
ENSMUSG00000001445,0.3567529419922705,0.24040285050016308,0.8106355154666643
ENSMUSG00000001467,0.8366142151150365,0.0005928831913900613,0.034730024323949275
ENSMUSG00000001472,0.06318430658475828,0.7488189814128263,0.971519677633322
ENSMUSG00000001473,-0.9838746831969263,5.8895299727221616e-05,0.006546567607267691
ENSMUSG00000001482,0.1409066978226636,0.5884837746551301,0.9461703229626518
ENSMUSG00000001493,0.2869621218379243,0.29763274170954,0.8460156915742855
ENSMUSG00000001494,0.3287931670430319,0.8924108613814377,
ENSMUSG00000001496,,,
ENSMUSG00000001497,,,
ENSMUSG00000001504,,,
ENSMUSG00000001506,-2.174308423869772,3.090622930953082e-09,1.562559135381537e-06
ENSMUSG00000001507,-0.21662975096486214,0.3890508137784341,0.8837091890361446
ENSMUSG00000001508,0.31205097549609123,0.780560393062735,0.9747861496753919
ENSMUSG00000001510,-1.7471004270001902,0.7211152046820907,
ENSMUSG00000001517,-1.1442885086361358,0.0008285125729481657,0.04398415276300506
ENSMUSG00000001518,0.09479918125609305,0.7432902737811158,0.9699612514878772
ENSMUSG00000001520,0.4094921268721151,0.14275029890230245,0.7162986190381991
ENSMUSG00000001521,-0.08501386096679421,0.7333849270979613,0.9688701290351567
ENSMUSG00000001524,0.3898921012192377,0.5711950714042184,0.9425153887405862
ENSMUSG00000001525,0.34121609993231444,0.05709208995762421,0.5182923477753851
ENSMUSG00000001542,0.13070540602317318,0.625674453148169,0.9530770619465522
ENSMUSG00000001552,0.3041841380848309,0.13987932427691482,0.7097121499117018
ENSMUSG00000001555,-0.7434699360022755,0.0013649307583749003,0.0634794058635306
ENSMUSG00000001558,-0.14281281058811232,0.5462026634151388,0.9323401573621535
ENSMUSG00000001566,3.6872968706687153,0.35858422818538815,
ENSMUSG00000001569,0.02115397901703234,0.9365624663204796,0.9936458469094739
ENSMUSG00000001576,-0.01795131037354902,0.9425053309035084,0.9942618053708324
ENSMUSG00000001583,2.2556632864371293,0.1040107554414415,
ENSMUSG00000001588,0.27436195077466763,0.6863950678831698,0.9606347599030124
ENSMUSG00000001604,-1.6483916551793882,0.09757999352201058,0.634583721805949
ENSMUSG00000001622,-2.2603606492178816,0.6168902315637814,
ENSMUSG00000001627,0.31415419967594055,0.1972476609629774,0.7711824204871602
ENSMUSG00000001630,0.0999497158781987,0.6845780856807618,0.9606347599030124
ENSMUSG00000001632,-0.2845227874253862,0.17712037336476483,0.7493670739142578
ENSMUSG00000001642,0.1561697102078282,0.8403052971571883,0.9850785834485394
ENSMUSG00000001655,,,
ENSMUSG00000001656,,,
ENSMUSG00000001657,,,
ENSMUSG00000001661,,,
ENSMUSG00000001663,-0.06255698352005551,0.9076137905962431,0.9915306140522955
ENSMUSG00000001665,0.17684115794838853,0.5686113575923298,0.941301563899864
ENSMUSG00000001666,0.22598167599974509,0.6549742656737247,0.9578524677212378
ENSMUSG00000001670,,,
ENSMUSG00000001672,-0.7194675749410498,0.8854514165749542,
ENSMUSG00000001674,0.47288737576606266,0.2566775339030256,0.8237730454919812
ENSMUSG00000001687,0.33933987499485,0.10776735310170561,0.655748589728357
ENSMUSG00000001700,-0.45132061971380616,0.17143363489930674,0.7450407934909401
ENSMUSG00000001707,0.4838591926453815,0.176961965635289,0.7493670739142578
ENSMUSG00000001729,0.0327762929062367,0.8659884700317662,0.9880203775175228
ENSMUSG00000001739,-0.026062068215097704,0.9705001698877013,0.9980891202700849
ENSMUSG00000001741,-0.7559242615735834,0.16023413328530944,0.7367109395110032
ENSMUSG00000001750,-0.22737515022780005,0.4373664809024097,0.9008696265942449
ENSMUSG00000001751,-0.05227684496729272,0.8456127116840669,0.9858143432181182
ENSMUSG00000001755,0.29265829623978334,0.3402559026933272,0.8644358372146165
ENSMUSG00000001761,-0.025684067494226234,0.9186559009397618,0.9915306140522955
ENSMUSG00000001763,0.031891282006188196,0.9766379314400535,0.9984847337103957
ENSMUSG00000001767,0.014647424977749497,0.9482354346563422,0.9954299782546345
ENSMUSG00000001768,-0.05579184485835504,0.7737398650220593,0.9747861496753919
ENSMUSG00000001773,-0.7194675749410498,0.8854514165749542,
ENSMUSG00000001774,0.25614255797169605,0.2184046075246473,0.7920072683326694
ENSMUSG00000001783,-0.02404108770874861,0.9249360838557218,0.9918406829628681
ENSMUSG00000001785,0.17140000524929402,0.5175220270299588,0.92205694809592
ENSMUSG00000001786,0.3415336686626001,0.19331020348681116,0.7676085176713431
ENSMUSG00000001794,0.2858555334775265,0.15574063173979036,0.7317730057340964
ENSMUSG00000001802,-0.20026397270678858,0.7250820967488951,0.9687334159360185
ENSMUSG00000001804,,,
ENSMUSG00000001815,,,
ENSMUSG00000001819,,,
ENSMUSG00000001823,,,
ENSMUSG00000001827,2.0752740213793586,0.40144210205122166,
ENSMUSG00000001829,-0.08380515330460044,0.7565246743428047,0.9728575747555943
ENSMUSG00000001833,0.599211112732017,0.004637188558093648,0.14037179634185407
ENSMUSG00000001844,0.10515797332535043,0.7042798957774993,0.9630372404291094
ENSMUSG00000001847,0.18116806125450488,0.39093098283291006,0.8838145282328077
ENSMUSG00000001855,-0.2011790111361435,0.3686179248959741,0.8788116726540293
ENSMUSG00000001864,0.5611284355335843,0.004155651403359881,0.13078619366437633
ENSMUSG00000001865,,,
ENSMUSG00000001870,0.11608737068849163,0.760033115517173,0.9735788561023709
ENSMUSG00000001891,0.08909114299754174,0.6601392198217759,0.9579038440292721
ENSMUSG00000001901,-0.3503569704285135,0.5883310964738862,0.9461703229626518
ENSMUSG00000001909,-0.23578268385555493,0.4484506440995978,0.9008696265942449
ENSMUSG00000001910,-0.13595277554332313,0.4964635282765777,0.9182290392587682
ENSMUSG00000001911,0.02232418413941449,0.9278742168051453,0.9920576164804585
ENSMUSG00000001918,-0.036144580675427904,0.9103498359369425,0.9915306140522955
ENSMUSG00000001924,0.12233345413272532,0.5248791739445979,0.9243393972040216
ENSMUSG00000001930,-0.9870131204930348,6.1876565456131395e-06,0.0010427864627891906
ENSMUSG00000001942,-0.2870189993098964,0.21992798330845986,0.7933332075115619
ENSMUSG00000001943,-0.06073068648144526,0.8322892350864108,0.9822662090549199
ENSMUSG00000001946,0.25940575141225924,0.19160778888469931,0.7643341499592498
ENSMUSG00000001948,0.44750266544396805,0.5070835241883754,0.9207204738697895
ENSMUSG00000001962,-0.1294521721234078,0.7006189657818331,0.9628157749252689
ENSMUSG00000001964,0.43171786510003335,0.05866852405161345,0.5250626788393314
ENSMUSG00000001983,0.3514951264188631,0.4366519638826448,0.9008696265942449
ENSMUSG00000001985,4.85619535388808,0.09365711558500826,
ENSMUSG00000001986,-0.34526374555252815,0.5149189991074636,0.9217961705324131
ENSMUSG00000001988,0.0700370028467717,0.9742365131196737,
ENSMUSG00000001995,0.0571593694987035,0.8188753607782381,0.9818707526194739
ENSMUSG00000001998,-0.060696777860008926,0.8179956836603282,0.9818707526194739
ENSMUSG00000001999,0.19688111997688043,0.5643363082696494,0.9401064155967522
ENSMUSG00000002006,0.29505811599991705,0.6055457739373269,0.9492604421652175
ENSMUSG00000002007,0.09483633217275382,0.7938206790031659,0.9758428056998991
ENSMUSG00000002010,0.07191040930364863,0.7528608547184404,0.972359965059919
ENSMUSG00000002012,0.6930693774764219,0.6925851839858388,
ENSMUSG00000002014,0.021280822750626042,0.9383998356187794,0.9936458469094739
ENSMUSG00000002015,0.3423246047665085,0.0982783488917175,0.6353921413200732
ENSMUSG00000002017,0.14159706355003512,0.5198896676436101,0.9229024621243563
ENSMUSG00000002020,-1.4053081863163328,0.09318467188008686,0.6265742731867086
ENSMUSG00000002028,-0.6562605306648992,0.0022006796106369803,0.086661436023903
ENSMUSG00000002031,0.026235687492447833,0.9180260881333465,0.9915306140522955
ENSMUSG00000002032,0.7348614295738063,0.4482672029892144,0.9008696265942449
ENSMUSG00000002033,1.3961210018480688,0.6154825803765861,
ENSMUSG00000002043,0.024154616646052344,0.9584452977096013,0.9961155499866151
ENSMUSG00000002052,-0.30615063627616174,0.1521981754599102,0.7275822548381827
ENSMUSG00000002055,-3.1895598755655263,0.01232340019601979,0.2486564540306064
ENSMUSG00000002057,,,
ENSMUSG00000002058,1.3323473060872735,0.1464840568483143,0.7208303368865401
ENSMUSG00000002059,-0.22387530798944835,0.6087383226519878,0.9497069212546889
ENSMUSG00000002064,0.2610799840213085,0.24818591811011392,0.818292078294568
ENSMUSG00000002068,0.11436994314962404,0.8912949386246316,0.989290740087755
ENSMUSG00000002076,-0.24767814238412236,0.7269220597468546,0.9688701290351567
ENSMUSG00000002083,0.141311268683391,0.7517476551875161,0.9720163906372477
ENSMUSG00000002100,-4.762357896884825,0.09221676406595303,
ENSMUSG00000002102,0.24732434416196805,0.28348598802577873,0.8377235816878633
ENSMUSG00000002103,0.10697489985813803,0.6780778368529806,0.9594510040033251
ENSMUSG00000002104,-4.064063193153625,0.21037627173431306,
ENSMUSG00000002105,-0.18237309394544016,0.4188472347116792,0.8959635707038881
ENSMUSG00000002107,-0.3390547932720517,0.19679709422054714,0.7704295155086723
ENSMUSG00000002108,0.17644300764940946,0.6737448927747953,0.9585399810386106
