Geneid,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj
ENSMUSG00000082193,-0.2108041367487166,0.3284208655310452,0.8144448271017545
ENSMUSG00000032769,-0.16402953703041429,0.8910445421547559,
ENSMUSG00000088159,,,
ENSMUSG00000073737,-0.11169622120367725,0.675659947124367,0.9464777747604364
ENSMUSG00000092083,-4.735755337943085,0.1542405810079793,
ENSMUSG00000088829,,,
ENSMUSG00000090498,-2.1107627192353555,0.42764963103297815,
ENSMUSG00000077377,,,
ENSMUSG00000025925,0.10239216187362206,0.6591257009183654,0.9424196350501567
ENSMUSG00000032719,0.38365177599398625,0.3972049982956303,0.8518673233887417
ENSMUSG00000088943,,,
ENSMUSG00000067795,-3.0725928001065346,0.521158369874035,
ENSMUSG00000043716,0.011112250967967042,0.9635690775583614,0.9960934525593644
ENSMUSG00000025921,-0.5618975326309446,0.02867709372828256,0.317999298214934
ENSMUSG00000025920,0.4289094188388006,0.06197119366304301,0.46076999956989356
ENSMUSG00000089982,-3.658912401723406,0.3496869496243037,
ENSMUSG00000025939,0.33887974528545906,0.13968730249258404,0.6293528180436604
ENSMUSG00000079658,0.4877308006880739,0.07127837160513527,0.48756350600477644
ENSMUSG00000087414,-0.744969088917523,0.6692909225693648,
ENSMUSG00000025940,0.06111765340893923,0.8104895270926933,0.9729085507696649
ENSMUSG00000025779,-0.14648965264622854,0.7260463616634849,0.9555377388292754
ENSMUSG00000091020,0.10214311055406489,0.6773839604656329,0.9467449242729806
ENSMUSG00000042686,-0.4067886018254461,0.4967014502103545,0.8905165100364352
ENSMUSG00000025777,0.8474755491266744,0.6888858307184429,
ENSMUSG00000089534,,,
ENSMUSG00000067780,-1.7690598359500698,0.08341861597732954,0.5253752283208682
ENSMUSG00000085125,0.8185188940219451,0.1424934878781582,0.6329768193330905
ENSMUSG00000025776,0.7457104780031175,0.02168855560388769,0.2741174931011707
ENSMUSG00000025774,,,
ENSMUSG00000070977,,,
ENSMUSG00000073735,,,
ENSMUSG00000067773,,,
ENSMUSG00000089923,,,
ENSMUSG00000088800,,,
ENSMUSG00000089787,,,
ENSMUSG00000042596,,,
ENSMUSG00000060128,-0.298447795541051,0.4085659423655946,0.8601792913826679
ENSMUSG00000025927,-1.4019543973296464,0.010933619086252165,0.18680077188112934
ENSMUSG00000084668,,,
ENSMUSG00000080585,,,
ENSMUSG00000043760,2.6981004678207094,0.49341599311774453,
ENSMUSG00000089914,,,
ENSMUSG00000090142,-0.5175800665095723,0.5660119168768346,0.9163302922647892
ENSMUSG00000070175,,,
ENSMUSG00000065559,,,
ENSMUSG00000065480,,,
ENSMUSG00000025929,,,
ENSMUSG00000041872,,,
ENSMUSG00000041859,-0.43032527229179257,0.07802230629338212,0.5079164767699177
ENSMUSG00000088858,,,
ENSMUSG00000087078,0.17139612593834525,0.8983154002439127,
ENSMUSG00000025931,-0.3891249956267607,0.1539112657724879,0.6487769760056756
ENSMUSG00000077314,,,
ENSMUSG00000041809,-0.5519201980044628,0.10541519935945838,0.5742574576080292
ENSMUSG00000041779,-0.8179116508016395,0.0003126711993025256,0.015848800590455337
ENSMUSG00000025933,0.4690573096790085,0.1860056090510953,0.6913493368257316
ENSMUSG00000025934,-0.308474252453665,0.7953837510035988,
ENSMUSG00000046847,-0.449072317590671,0.5969899478480039,0.9275352551755094
ENSMUSG00000025936,3.6707412876307135,0.4300269808127045,
ENSMUSG00000067750,,,
ENSMUSG00000086194,,,
ENSMUSG00000087453,,,
ENSMUSG00000041722,,,
ENSMUSG00000085507,,,
ENSMUSG00000087427,,,
ENSMUSG00000085079,1.470630199559376,0.515151753835643,
ENSMUSG00000085679,,,
ENSMUSG00000028033,-0.40223485223700095,0.7244933077595846,0.9555377388292754
ENSMUSG00000082935,0.01075776159170926,0.9567235409069547,0.9955947283337032
ENSMUSG00000085163,,,
ENSMUSG00000041670,2.9813243700301375,0.14251253977702855,
ENSMUSG00000073730,,,
ENSMUSG00000089553,,,
ENSMUSG00000073729,-0.01452073293795712,0.9947632701081636,
ENSMUSG00000065405,0.5850457052666731,0.3786927407429074,0.8426448624609165
ENSMUSG00000065567,0.5237596243725603,0.7047938307271843,
ENSMUSG00000026158,-0.14935709606152112,0.5169136876235721,0.8986267307078353
ENSMUSG00000026156,0.25584898684007473,0.5417641168095632,0.90742750220891
ENSMUSG00000026155,-0.22140458115104644,0.35046668534609804,0.8276188932473969
ENSMUSG00000026154,0.39545554993612286,0.17742825211594193,0.6836303703195383
ENSMUSG00000026153,-0.07807494679986982,0.6923934230279809,0.9496571801866871
ENSMUSG00000026147,,,
ENSMUSG00000026141,,,
ENSMUSG00000077463,,,
ENSMUSG00000067736,0.6852136789386188,0.020099276701317385,0.26163661759925944
ENSMUSG00000090378,0.317856559359514,0.1712168066219285,0.673695160189529
ENSMUSG00000073725,0.11180102131768827,0.646314504659778,0.9396629009059012
ENSMUSG00000033569,-0.7736712658838681,0.6162010311199697,
ENSMUSG00000080849,0.7894355446289346,0.6031671497079041,
ENSMUSG00000064910,,,
ENSMUSG00000084740,,,
ENSMUSG00000052558,,,
ENSMUSG00000088111,,,
ENSMUSG00000073722,-2.5296015529390874,0.6022819740984398,
ENSMUSG00000065125,,,
ENSMUSG00000079640,,,
ENSMUSG00000084715,-2.7492992588190797,0.5704859936100481,
ENSMUSG00000086240,0.34905607623172047,0.2281112848343383,0.7372390549254743
ENSMUSG00000048411,,,
ENSMUSG00000081557,-0.5123575771721436,0.04238872560932841,0.38521566920367695
ENSMUSG00000090766,,,
ENSMUSG00000058590,,,
ENSMUSG00000064433,,,
ENSMUSG00000080625,,,
ENSMUSG00000080391,,,
ENSMUSG00000077073,,,
ENSMUSG00000053185,,,
ENSMUSG00000048874,-0.23187473262265898,0.20272333176562718,0.7098470148894807
ENSMUSG00000026064,0.08965431921425622,0.6693340999201587,0.9449858072174179
ENSMUSG00000086151,,,
ENSMUSG00000086726,,,
ENSMUSG00000087346,-0.8742103910428398,0.5386531872150049,
ENSMUSG00000086727,,,
ENSMUSG00000050217,,,
ENSMUSG00000026063,,,
ENSMUSG00000077664,,,
ENSMUSG00000070960,0.4812157946939391,0.29713009502824705,0.7941277827933371
ENSMUSG00000088620,,,
ENSMUSG00000082159,-0.6416192215523271,0.2840248842827735,0.7849155598053911
ENSMUSG00000026058,,,
ENSMUSG00000064688,,,
ENSMUSG00000049830,,,
ENSMUSG00000091318,,,
ENSMUSG00000089489,,,
ENSMUSG00000089395,,,
ENSMUSG00000088750,,,
ENSMUSG00000065223,,,
ENSMUSG00000065260,-2.3317926370347966,0.6315591260318889,
ENSMUSG00000026134,-0.14967721684433127,0.6339433197813453,0.9374406528483978
ENSMUSG00000044744,2.2050252404133057,0.020559311254318723,0.26524256826695614
ENSMUSG00000004768,0.39493899314348163,0.08296953474319095,0.5251687424101669
ENSMUSG00000042215,0.2482677435839889,0.38468297577816,0.8451746631936512
ENSMUSG00000042197,-0.01659758224958053,0.9418515437826308,0.9931426387781601
ENSMUSG00000081402,0.10142083646263751,0.6871305540490322,0.9484156415407557
ENSMUSG00000042182,-0.24783089683978396,0.6332474890758715,0.9371553486992411
ENSMUSG00000026131,-0.766840523066675,5.893885846235442e-05,0.004476007369077755
ENSMUSG00000084506,,,
ENSMUSG00000085306,-0.557015905548243,0.5129162908468985,0.8979391196012092
ENSMUSG00000079617,,,
ENSMUSG00000092852,-0.7716961683213001,0.863427795606039,
ENSMUSG00000042111,-0.0015514040373123068,0.9942745353950074,0.9985493854767536
ENSMUSG00000026127,0.32182126532130906,0.13704700990797905,0.6251411708573577
ENSMUSG00000026126,-0.12240058395737696,0.8055889438213545,0.9724883169677249
ENSMUSG00000026125,,,
ENSMUSG00000026124,,,
ENSMUSG00000037529,,,
ENSMUSG00000045815,,,
ENSMUSG00000045174,-1.3008201091333127,0.7471008512633708,
ENSMUSG00000089955,,,
ENSMUSG00000037509,-0.07597844566070473,0.8684184963000935,0.9826112499959894
ENSMUSG00000046858,,,
ENSMUSG00000037503,-0.3488740855433255,0.11353191037649497,0.5896073706784555
ENSMUSG00000026123,0.14076224245313976,0.5507723813820464,0.9114425005179515
ENSMUSG00000077231,,,
ENSMUSG00000064601,,,
ENSMUSG00000045216,-0.02356165957942478,0.9261392637476215,0.9902360892251824
ENSMUSG00000037470,-0.19771537013276602,0.4036931895936757,0.8565827709133702
ENSMUSG00000047180,-1.0096338049053708,0.00171696351254626,0.05588129395852759
ENSMUSG00000037447,0.036050145551772814,0.902168171678895,0.9854339089520695
ENSMUSG00000010453,-0.07247742031660322,0.7291799487935389,0.9559730691444629
ENSMUSG00000037432,-0.6806404595460862,0.07320691437258224,0.49311361126526787
ENSMUSG00000001143,-0.24066618070764917,0.3789104398233556,0.8429872660826375
ENSMUSG00000037408,0.04465363587062272,0.8966638686400523,0.9848773958980975
ENSMUSG00000001138,0.004787239966660706,0.9831826746367702,0.9978133691998173
ENSMUSG00000067653,-0.3146791406834317,0.4368389453170809,0.8697387651299744
ENSMUSG00000079610,0.22658406462658448,0.5535562716297934,0.9125885979631944
ENSMUSG00000026121,2.9145868235102543e-05,0.9998907059067065,0.9999482039346482
ENSMUSG00000087589,-1.4183119831109061,0.0819355232857377,0.5218771729035436
ENSMUSG00000046337,0.048842098764406205,0.9481460260361764,0.9949287759816482
ENSMUSG00000089906,-0.5034872808730173,0.7644335561276666,
ENSMUSG00000077939,,,
ENSMUSG00000061518,0.33101285795212243,0.2566117182184833,0.765477597176268
ENSMUSG00000037351,0.24664489870713868,0.2023971701873012,0.7096931465487001
ENSMUSG00000026117,-0.0023586372267455848,0.9930789965109402,0.9983425882237504
ENSMUSG00000026116,-0.6166879607702461,0.00627438551494691,0.13388691839318
ENSMUSG00000080054,-0.42239490933937374,0.4318268869613481,0.867332698728765
ENSMUSG00000070201,,,
ENSMUSG00000050122,0.4027215197186121,0.8293246121596195,
ENSMUSG00000026115,-3.1527387398606397,0.4690721773795892,
ENSMUSG00000026114,,,
ENSMUSG00000026113,-0.3655942484763724,0.12852395156986368,0.6139043627035561
ENSMUSG00000086064,0.6291145606147646,0.5891828454200134,0.924271952435455
ENSMUSG00000026112,0.021703050888337207,0.9208777912528443,0.9891288782458288
ENSMUSG00000026111,0.19830312738531486,0.3161157027093656,0.8063894350356449
ENSMUSG00000026110,-0.9019253296188554,0.0011825029340791187,0.042843559430354075
ENSMUSG00000087233,-0.39509274109502723,0.07612265452132068,0.5017271800728949
ENSMUSG00000026090,-0.5117198834806989,0.2252563655126929,0.7338571237583529
ENSMUSG00000089767,-4.0336150235932005,0.2673839303813279,
ENSMUSG00000060771,0.2509572885484514,0.30767954088399196,0.8004541078846151
ENSMUSG00000092106,-0.6384469292434699,0.6151556053809509,
ENSMUSG00000037216,0.02353028815929159,0.9647883319123867,0.9960934525593644
ENSMUSG00000026088,-0.1045363246019868,0.6596527559165419,0.9424196350501567
ENSMUSG00000026087,0.10127653541725413,0.6991402184725095,0.9507569671727496
ENSMUSG00000061584,-0.4025812756397662,0.8679897326940393,
ENSMUSG00000087374,-3.334438540238116,0.4613662989822781,
ENSMUSG00000026085,,,
ENSMUSG00000089141,,,
ENSMUSG00000058407,0.20319846138539613,0.37272439532329826,0.8399869035910817
ENSMUSG00000026083,-0.17770376576693295,0.351797087101703,0.8282184765343852
ENSMUSG00000026082,0.03259688124949889,0.9018807482566944,0.9854339089520695
ENSMUSG00000037138,-0.1972334199467079,0.7585767854980981,0.9619640961854248
ENSMUSG00000085391,,,
ENSMUSG00000085280,,,
ENSMUSG00000087131,-1.6281357007936395,0.7398885360682379,
ENSMUSG00000048814,-1.5951787472938006,0.17150611726138176,
ENSMUSG00000026080,-1.2490130585624553,0.36494843232450935,
ENSMUSG00000067604,,,
ENSMUSG00000026078,0.2714315780021962,0.1701967851974573,0.6730043760762928
ENSMUSG00000026077,-0.7035502471614623,0.2531405864389117,0.7611458675624447
ENSMUSG00000092553,-3.0725928001065346,0.521158369874035,
ENSMUSG00000092563,-0.14439120600212485,0.9517633249838704,
ENSMUSG00000073702,0.05176576821598873,0.8500555766674642,0.9806542090926061
ENSMUSG00000003134,-0.21875666290607998,0.4166241218071859,0.8622527790490028
ENSMUSG00000065629,2.6600511558445827,0.5720487840061979,
ENSMUSG00000003135,0.08795360816088779,0.7089811331500575,0.954023052443672
ENSMUSG00000085894,-0.2324916037066574,0.6943643671938484,0.950093682916461
ENSMUSG00000077704,-1.0808516972583424,0.5504815063245774,
ENSMUSG00000048234,-0.0022825530852684664,0.9940786474695574,0.9985493854767536
ENSMUSG00000064936,-0.5238964783486403,0.7219791466580874,
ENSMUSG00000050967,1.1501095742802037,0.5270469763869576,
ENSMUSG00000090677,,,
ENSMUSG00000057173,-2.939255294990797,0.11553162993886967,
ENSMUSG00000091937,-2.1495277357156257,0.6590367267740637,
ENSMUSG00000026074,-0.4718639360509418,0.025930667881951513,0.30303343126752985
ENSMUSG00000086705,3.65979308406403,0.43144577937105166,
ENSMUSG00000026073,-1.281569275303304,0.2723871054743664,0.7758080824278916
ENSMUSG00000026072,-0.8283180112575489,5.931971386348944e-05,0.004485344103478021
ENSMUSG00000070942,-0.667115534383958,0.29969211663239304,0.7957168855502209
ENSMUSG00000026069,-5.1668435388262015,0.07968509788841886,
ENSMUSG00000026070,-0.7391803697121648,0.8823336947124102,
ENSMUSG00000026068,-1.7030337711273857,0.0013325797109967285,0.04653593123281949
ENSMUSG00000026065,0.1811451271965157,0.7230642269723266,0.9555377388292754
ENSMUSG00000088965,-1.6281357007936395,0.7398885360682379,
ENSMUSG00000026062,0.40951169040304536,0.10617147814593694,0.5759289383767902
ENSMUSG00000041945,-0.5382666627022591,0.11518696487421154,0.5940736969535626
ENSMUSG00000079588,1.5722521902880942,0.047631442760954615,0.4074372695805988
ENSMUSG00000053640,,,
ENSMUSG00000060424,-3.9077906619426215,0.2679152245176252,
ENSMUSG00000045515,2.174929897087876,0.30222298587050955,
ENSMUSG00000060679,-0.11106216143348509,0.756991653872191,0.9619640961854248
ENSMUSG00000077448,0.10840928203852278,0.9778794031803042,
ENSMUSG00000079587,0.3304875726348707,0.7935190014748061,
ENSMUSG00000041907,-3.526969836941048,0.41726912808231975,
ENSMUSG00000089088,-0.7510172016027672,0.8552484902775535,
ENSMUSG00000070939,-0.08401511134576796,0.6909828689331153,0.9492155792769508
ENSMUSG00000041878,0.2801883389384196,0.7242664686208636,0.9555377388292754
ENSMUSG00000010290,0.05758766261716758,0.7923195098232717,0.9688672911529318
ENSMUSG00000008136,-0.35914851852007207,0.3889145439702377,0.8467295162250771
ENSMUSG00000067579,0.2891429594348792,0.18238599345083795,0.6888467700384797
ENSMUSG00000066877,-0.30913861139387383,0.27984873883694605,0.7821320534177653
ENSMUSG00000026051,-1.0662231389258274,0.08547353372420961,0.5316746724791336
ENSMUSG00000057363,0.023972686841666556,0.9284316626615572,0.9902360892251824
ENSMUSG00000090243,0.27608646136242915,0.8887526850792596,
ENSMUSG00000088848,,,
ENSMUSG00000077132,,,
ENSMUSG00000041763,-0.1158106813158422,0.6009764444350081,0.9284701476075407
ENSMUSG00000047343,-0.4157314446437391,0.3006301973239657,0.7969908173263852
ENSMUSG00000090106,-0.28029234204599945,0.7522345779425776,0.9609579355402104
ENSMUSG00000091844,-0.049960469719940996,0.9372291981664366,0.991927586051374
ENSMUSG00000026049,-0.2551013435342748,0.3836580130999925,0.8449026853009964
ENSMUSG00000026047,-0.08208907822266831,0.708255078890381,0.9538804027035711
ENSMUSG00000041684,0.09647426252756855,0.6699482771011112,0.9450134225862133
ENSMUSG00000026048,-0.0115188539900464,0.9579217097164202,0.9960137465141619
ENSMUSG00000046828,-3.6273582667188458,0.3241809449452251,
ENSMUSG00000089703,-0.8340265801809902,0.16815273892077376,0.6705673658727761
ENSMUSG00000078019,,,
ENSMUSG00000056870,0.39525591824975614,0.11479535834554874,0.5925812042111719
ENSMUSG00000089877,-0.8186218364131395,0.0661178366535303,0.4745076016860513
ENSMUSG00000026043,-1.9381116643713456,3.5506354353681716e-11,1.5437275214121968e-08
ENSMUSG00000026042,-1.0864120100038681,4.2192999086505894e-05,0.003350586516499653
ENSMUSG00000065010,,,
ENSMUSG00000065255,,,
ENSMUSG00000087764,,,
ENSMUSG00000025995,0.25955915896471327,0.2684004780770509,0.7727142922612145
ENSMUSG00000084817,0.42285959836705733,0.04755519425141744,0.40720452152949316
ENSMUSG00000091090,-0.9252639011467384,0.36819481081935423,0.8374167139197433
ENSMUSG00000025993,0.34715657780554776,0.1623228757813231,0.661733973913031
ENSMUSG00000070896,-2.191581344332776,0.6526564799987924,
ENSMUSG00000090682,1.1222855597709631,0.6595343524303381,
ENSMUSG00000044457,,,
ENSMUSG00000041144,-0.08731249836501288,0.768521280424503,0.963427336068545
ENSMUSG00000070199,1.6693848121977668,0.7288671200456758,
ENSMUSG00000078595,1.6635982287241755,0.7298167695889521,
ENSMUSG00000025986,-0.14086195240530655,0.4929392359101219,0.890159978794294
ENSMUSG00000081185,0.2494036080882688,0.6477619760527055,0.9399439737615853
ENSMUSG00000080510,-2.999223366436218,0.5023014514602957,
ENSMUSG00000088017,,,
ENSMUSG00000064943,,,
ENSMUSG00000092790,,,
ENSMUSG00000051616,,,
ENSMUSG00000084531,,,
ENSMUSG00000026109,-3.2124081358422054,0.00027773188084330913,0.014725716889469479
ENSMUSG00000092906,,,
ENSMUSG00000045954,0.5134626906558943,0.031883799972970125,0.33440632697252537
ENSMUSG00000026107,0.757829878903759,0.003426878129145841,0.08933720520879111
ENSMUSG00000018417,-0.13973133819267566,0.46324951258945857,0.878921673582235
ENSMUSG00000072324,-0.78238172156849,0.5727259152417994,
ENSMUSG00000062939,0.12169501060364991,0.8963750367767809,0.9848773958980975
ENSMUSG00000078291,-0.4161301177221832,0.5851783013471272,0.9229927932083488
ENSMUSG00000026104,0.0013268113264078623,0.994357901080238,0.9985493854767536
ENSMUSG00000026103,-0.17839644354145018,0.4299406863578119,0.8666218144688606
ENSMUSG00000065192,-0.7391803697121654,0.8823336947124101,
ENSMUSG00000002881,0.27805692183766306,0.18971767827115993,0.69548485303831
ENSMUSG00000043015,0.38810361345679695,0.20880191839008033,0.7146385896175688
ENSMUSG00000041439,-0.2153666912516603,0.3261036348339089,0.8137160260321832
ENSMUSG00000026102,0.2811416852648311,0.2723531666053537,0.7758080824278916
ENSMUSG00000041426,0.004811494007577916,0.9839507460831595,0.9979972959519763
ENSMUSG00000089802,-0.4742695557873164,0.8458801286631377,
ENSMUSG00000043629,-0.30787887083623994,0.8012945854755638,0.971305090681364
ENSMUSG00000026100,,,
ENSMUSG00000089334,,,
ENSMUSG00000060715,-2.2770344796958235,0.45500114530995583,
ENSMUSG00000026098,0.13204941924029442,0.67598120838573,0.9464777747604364
ENSMUSG00000026097,0.9232276672766456,0.000832216720803592,0.03319513988875062
ENSMUSG00000026096,0.2030121077758276,0.42250142784742206,0.8646413664032145
ENSMUSG00000026095,-0.2652856711188998,0.22672146622672318,0.7352753384787071
ENSMUSG00000092657,,,
ENSMUSG00000067440,-0.7391803697121654,0.8823336947124101,
ENSMUSG00000026094,-0.04696979146893685,0.8255520101497066,0.9757689814802151
ENSMUSG00000042807,-0.37444551070896426,0.14008325262321272,0.630171337528268
ENSMUSG00000087949,-0.7391803697121654,0.8823336947124101,
ENSMUSG00000064498,1.6982674459841014,0.7064182065278263,
ENSMUSG00000025983,-0.7298072474778114,0.450266750332211,0.8745823353449274
ENSMUSG00000041303,-0.006598702469080074,0.9816734368398402,0.9976944843358061
ENSMUSG00000073678,-0.17346750672590203,0.6175877265531216,0.9344253410030142
ENSMUSG00000070889,-0.11273682547367235,0.7586823066702449,0.9619640961854248
ENSMUSG00000052331,-0.2623583018233125,0.265526266574581,0.771565172620784
ENSMUSG00000089245,0.8632304725204211,0.7517347192034827,
ENSMUSG00000025982,-0.08302791594147227,0.6797736010593285,0.9473867053427932
ENSMUSG00000025981,0.39543630077365427,0.14339196840689225,0.6341782024088388
ENSMUSG00000025980,-0.1658447939546684,0.3998651007222618,0.8539916451751018
ENSMUSG00000073676,0.05120439751256705,0.8468048633559883,0.9793697797847969
ENSMUSG00000089670,0.0306576959309798,0.9090586356236781,0.9860529478528768
ENSMUSG00000025979,0.12042035323762755,0.5394587006511395,0.906446981934683
ENSMUSG00000061863,1.4990641940614842,0.2600139024715461,
ENSMUSG00000025978,-0.039868973810369905,0.8668163555752215,0.982455894148115
ENSMUSG00000073675,-0.18364681817820935,0.7342419605080439,0.9566507581719309
ENSMUSG00000046994,0.2668921141083654,0.43118492847485457,0.8672067874530122
ENSMUSG00000025977,-1.6281357007936395,0.7398885360682379,
ENSMUSG00000089944,0.0689552245014133,0.7406523923500133,0.9581949334646518
ENSMUSG00000038349,0.02844919759175845,0.9120043169199565,0.9867721567915126
ENSMUSG00000073674,0.3017267915773443,0.30601553030578243,0.7992476624916037
ENSMUSG00000045336,,,
ENSMUSG00000038331,-0.540729359389263,0.23823360977988994,0.746138380690879
ENSMUSG00000087022,1.908072824540218,0.4925252517491693,
ENSMUSG00000093027,1.6635982287241755,0.7298167695889521,
ENSMUSG00000084958,-2.7537958692217543,0.18964795599093132,
ENSMUSG00000038323,0.3884302514352274,0.12318035044053297,0.6061802967058754
ENSMUSG00000048495,0.19358839468796185,0.4201715848571971,0.8632815576910476
ENSMUSG00000025971,-0.08312312989423241,0.7869752817568147,0.9673571831648742
ENSMUSG00000077776,0.10840928203852278,0.9778794031803042,
ENSMUSG00000088353,,,
ENSMUSG00000038305,-0.5621520808494196,0.1483945492664797,0.6406975189407518
ENSMUSG00000089176,2.6705017084148808,0.5704743172032487,
ENSMUSG00000091283,-1.9583535366214988,0.5131119958567998,
ENSMUSG00000054770,-0.31857495608689257,0.18359375144869317,0.689627993263487
ENSMUSG00000026039,-2.641033746103293,1.5159926337771454e-05,0.0014174531125816308
ENSMUSG00000063558,-0.2573328328503156,0.39011163646025737,0.8469351377944913
ENSMUSG00000064294,-0.867824758534252,0.02104603617889929,0.2687309949979717
ENSMUSG00000089275,,,
ENSMUSG00000038242,-1.5367668788184474,0.7543380036117385,
ENSMUSG00000089822,,,
ENSMUSG00000079554,-3.6033111763494574,0.36202484453668304,
ENSMUSG00000051223,0.012704643621789575,0.9502664022111071,0.9949537649428014
ENSMUSG00000026034,0.1483388783141302,0.544469382509331,0.9090538156471356
ENSMUSG00000026035,0.445352392861094,0.1310136040252784,0.616249246772199
ENSMUSG00000026036,-0.12436138215822237,0.651566005323846,0.9414633720135597
