gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj
ENSMUSG00000029149,0.378580978304014,0.5235785127367543,0.8518168645713916
ENSMUSG00000029151,0.07340388241698637,0.9707491931069747,
ENSMUSG00000029152,0.0340198592163653,0.834995739533487,0.9590519594558891
ENSMUSG00000029153,-1.7846219841700826,0.002269843674812029,0.03617548053039149
ENSMUSG00000029154,0.011318438576001857,0.997856756112253,
ENSMUSG00000029155,-2.898993769947519,0.23968114624082693,
ENSMUSG00000029156,-0.5653288082768537,0.03337000270148587,0.23124222322314833
ENSMUSG00000029158,-1.6498768709741876,0.4595948968622118,
ENSMUSG00000029161,-1.1589326611659727,0.3298405360716643,
ENSMUSG00000029162,0.6143951235049977,0.004566790220572613,0.06024085599887481
ENSMUSG00000029163,-1.3347965709433274,0.003216000385517371,0.046581558525131024
ENSMUSG00000029165,0.18625494435717158,0.44278395578713736,0.8084145035589678
ENSMUSG00000029166,0.4112139090852011,0.05983038596237011,0.3282509068124217
ENSMUSG00000029167,0.7159618636659228,0.06580692388869316,0.34763254097448715
ENSMUSG00000029168,-1.345825193243491,0.4045262244792802,
ENSMUSG00000029169,-0.25673187024301913,0.15405205102507646,0.5301572331340507
ENSMUSG00000029171,-0.6565752831031828,0.005793502527291109,0.0714650247843323
ENSMUSG00000029173,0.27606015018410357,0.1424538351413926,0.5098384109445092
ENSMUSG00000029174,-0.27718916471534194,0.19896089266357908,0.6007560199222303
ENSMUSG00000029175,-0.023372284152838874,0.9179904313940216,0.9825279671401215
ENSMUSG00000029176,-0.07305194144619748,0.7099469676003577,0.92352820449515
ENSMUSG00000029177,0.5699634581000281,0.033982498594439144,0.233515085690346
ENSMUSG00000029178,0.24454210454778144,0.32834104785808294,0.7267281859258903
ENSMUSG00000029179,0.40000329552198477,0.14785683576974315,0.5196091559615094
ENSMUSG00000029182,,,
ENSMUSG00000029184,,,
ENSMUSG00000029185,-0.3667238638525086,0.05923062966927627,0.3262759351110492
ENSMUSG00000029186,-0.3260604008746355,0.1269062545402126,0.4840983745357864
ENSMUSG00000029188,-1.8396068670425896,0.670527735205248,
ENSMUSG00000029189,-0.8429423304803565,0.6364495660079607,
ENSMUSG00000029190,-0.1661006324416834,0.35824818307610606,0.7512344536868573
ENSMUSG00000029191,0.041063519608603126,0.7978861639916279,0.9476587146490637
ENSMUSG00000029192,0.4585976090126824,0.0072308660115448726,0.08471753723597458
ENSMUSG00000029193,3.550313614544712,0.2674186473545417,
ENSMUSG00000029195,-0.8292534419681459,0.3724738819286789,
ENSMUSG00000029196,0.07847785813069469,0.7029950597923618,0.921369319047519
ENSMUSG00000029198,-0.24961234556272907,0.2003074530125789,0.6027173749099471
ENSMUSG00000029199,0.07227029407561807,0.692345310231999,0.916951357607876
ENSMUSG00000029201,-0.23273840302034304,0.2856884432987906,0.6884882785701318
ENSMUSG00000029202,-0.054191333117430775,0.7573636616534968,0.9341234728376699
ENSMUSG00000029203,-0.24415940984802376,0.1534943891466468,0.5292761572679956
ENSMUSG00000029204,0.10209820788840351,0.9210439992985253,0.9832011593667929
ENSMUSG00000029205,-0.9504705610533659,0.8299662066911748,
ENSMUSG00000029206,-0.6902835134795778,0.0784569858592197,0.3814160938085265
ENSMUSG00000029207,-0.43791252208401266,0.01652680409940759,0.1490641048624223
ENSMUSG00000029208,0.1817131016289774,0.4052501018917949,0.7835514153130257
ENSMUSG00000029209,0.24249113727081467,0.2584662959285169,0.6651421452792037
ENSMUSG00000029211,-0.5900716354708644,0.8158378881858295,
ENSMUSG00000029212,-1.5787452388509375,0.12093907896608216,
ENSMUSG00000029213,-0.4437512231401015,0.03895786749050982,0.25244014662490877
ENSMUSG00000029217,-0.13304527058587726,0.6189735451264908,0.8885724536584744
ENSMUSG00000029219,-0.06011259857551943,0.95620461164313,
ENSMUSG00000029221,0.04629147530562495,0.7951845740343719,0.9469198814768377
ENSMUSG00000029223,-0.49495427537244735,0.06856293085220838,0.3544715932447574
ENSMUSG00000029227,0.056005126578740176,0.7325845802625086,0.9287912630909038
ENSMUSG00000029228,-0.06526404640534247,0.9301515510374918,0.9846927707053246
ENSMUSG00000029229,-0.4982290314155769,0.014032556549390379,0.13281037185182157
ENSMUSG00000029231,-0.9312105790210707,0.0005992614224344197,0.01323391368467282
ENSMUSG00000029233,0.3501038115851148,0.17708894402547282,0.5668255845688782
ENSMUSG00000029234,0.0888985473774897,0.5922039615713444,0.8804264455950219
ENSMUSG00000029235,-0.9504705610533659,0.8299662066911748,
ENSMUSG00000029236,,,
ENSMUSG00000029238,-0.08000591065925375,0.6835755834368706,0.91352674726172
ENSMUSG00000029245,3.3226437309932266,0.14855544472217114,
ENSMUSG00000029246,-0.5054891546123681,0.025826399638181587,0.19597289586774255
ENSMUSG00000029247,-0.11647821036559723,0.4538907603968799,0.8143222276551536
ENSMUSG00000029248,1.007869783629349,0.564743506730695,
ENSMUSG00000029249,-0.3254216936840935,0.033293524609970926,0.23082052209653237
ENSMUSG00000029250,-0.27632941709044784,0.7374047771273615,
ENSMUSG00000029253,-0.16305107359178925,0.4363177622985934,0.8029251745198047
ENSMUSG00000029254,-0.13911533132917528,0.8092506161129747,0.9511482224959026
ENSMUSG00000029255,-1.7535741579587856,0.6856005311738915,
ENSMUSG00000029260,1.2299404835517154,0.4039670817243409,
ENSMUSG00000029263,0.2336269047568646,0.2571821934352362,0.6642141026041389
ENSMUSG00000029265,-0.07201151841285587,0.6794203380134791,0.9117642097096598
ENSMUSG00000029267,-0.09284845048554351,0.663622823279159,0.9052309742636748
ENSMUSG00000029268,,,
ENSMUSG00000029269,,,
ENSMUSG00000029270,0.3764325808233363,0.045195729833060416,0.2772930699973566
ENSMUSG00000029272,,,
ENSMUSG00000029273,,,
ENSMUSG00000029275,1.321621373304422,0.5761927104793944,
ENSMUSG00000029276,0.14838536823156492,0.5510765684749703,0.8637391494429463
ENSMUSG00000029279,0.6448507335228911,0.017901388433758388,0.15529953771012706
ENSMUSG00000029280,,,
ENSMUSG00000029281,,,
ENSMUSG00000029282,,,
ENSMUSG00000029283,-1.0375023567303376,0.0018362354344143017,0.031039522091575393
ENSMUSG00000029286,,,
ENSMUSG00000029287,0.6353553319054973,0.005499341771394295,0.06902912092657545
ENSMUSG00000029288,,,
ENSMUSG00000029290,-0.11556283194867238,0.5476953657926458,0.8619618287923726
ENSMUSG00000029291,-0.070451781246622,0.7544077231977899,0.9337508264307037
ENSMUSG00000029298,0.31106657567550977,0.1371514364407665,0.5023973181848035
ENSMUSG00000029299,0.6770149596749883,0.12642993186228657,0.4832796412246887
ENSMUSG00000029304,-3.316685539230955,4.1957360412611165e-07,3.807293990502613e-05
ENSMUSG00000029306,,,
ENSMUSG00000029307,-4.894159068271064,8.840789176270862e-05,0.002961764609755685
ENSMUSG00000029309,0.23731644666612708,0.10568284225341364,0.4420606770815212
ENSMUSG00000029310,-0.09813158323119148,0.5959234331293792,0.8827397100175004
ENSMUSG00000029311,0.3160877161025969,0.06969306271435256,0.35751573213258503
ENSMUSG00000029312,0.42002235612554933,0.05030618812056932,0.2971963024201172
ENSMUSG00000029313,-0.017291869732289227,0.9370541939912356,0.9865107451733178
ENSMUSG00000029314,-1.5879196291656414,0.012145764182363102,0.12068634245968776
ENSMUSG00000029319,-0.019324242720655284,0.9336874257119949,0.9854978401615696
ENSMUSG00000029320,,,
ENSMUSG00000029321,-1.2537947501056568,0.04943934173429446,0.2936939424135369
ENSMUSG00000029322,-0.7659708220417588,0.3321060425771716,
ENSMUSG00000029326,-0.2789393326204706,0.161184470987209,0.5418292091843062
ENSMUSG00000029328,-0.23339423247026356,0.213803600953283,0.6197792774202422
ENSMUSG00000029330,-1.1356826289480668,0.0865467505124746,0.40259499120632863
ENSMUSG00000029331,0.011318438576001672,0.997856756112253,
ENSMUSG00000029333,-0.45090669604375466,0.2847138751725298,0.6884140281730707
ENSMUSG00000029334,-0.9504705610533659,0.8299662066911748,
ENSMUSG00000029335,0.011318438576001672,0.997856756112253,
ENSMUSG00000029337,0.9731035910647594,0.825980845606999,
ENSMUSG00000029338,-0.7557287291924487,0.000668783110148179,0.014361339635652903
ENSMUSG00000029343,1.119412769557577,0.43485464142289854,
ENSMUSG00000029344,0.06178229388245102,0.7412092621119202,0.9309428745215564
ENSMUSG00000029345,0.24528029282577318,0.20136070762939873,0.6033777734308396
ENSMUSG00000029346,0.08425895740154057,0.8209194089026783,0.9540869631094065
ENSMUSG00000029348,-1.0204170901053466,0.626417977495458,
ENSMUSG00000029352,0.22156475408668372,0.4811720605134875,0.8292611205279364
ENSMUSG00000029359,0.29796358507605053,0.6343553847963636,0.8948995647193027
ENSMUSG00000029360,0.6119160531878244,0.43466353563320603,0.8022009406393295
ENSMUSG00000029361,-0.025031573323748956,0.9300729742341196,0.9846927707053246
ENSMUSG00000029363,-0.40709760525506444,0.0932827960283966,0.4169103231642602
ENSMUSG00000029364,-0.8493446151253126,0.00012956067745591146,0.0039977360735820675
ENSMUSG00000029366,-0.09234412153453049,0.6793614664714509,0.9117642097096598
ENSMUSG00000029368,-1.0742132035600542,0.224282846299671,0.6349321774137852
ENSMUSG00000029369,-1.922004157874453,0.6561962548035148,
ENSMUSG00000029370,-0.4371217919861495,0.6864866743054565,
ENSMUSG00000029371,-2.2924828494540788,0.29955798492868957,
ENSMUSG00000029372,0.07516759443947679,0.8070385784677717,0.9504062133228552
ENSMUSG00000029373,0.6200977879516563,0.11636911494994506,0.4640316610716568
ENSMUSG00000029375,,,
ENSMUSG00000029376,-0.34149438725141684,0.34458200374708814,0.7401649496015528
ENSMUSG00000029377,-0.7935868896731281,0.8383771865771388,
ENSMUSG00000029378,1.956320692767877,0.14787712953196888,
ENSMUSG00000029379,-2.0941822860773596,0.2799759002046649,
ENSMUSG00000029380,0.13311123344930434,0.6436778941784587,0.8974799177607161
ENSMUSG00000029381,-1.0883812243051874,0.016939850626347116,0.1505402177481109
ENSMUSG00000029384,-0.4590534325979672,0.6349154579809441,
ENSMUSG00000029385,0.30191824157666813,0.1276100910953361,0.4852796617355201
ENSMUSG00000029386,-0.024434286637474087,0.9320318196940428,0.9851783719081196
ENSMUSG00000029387,-0.08763583840561158,0.7433375483993857,0.9313319194479781
ENSMUSG00000029388,-0.23020290430336626,0.22342653961880132,0.6338250535134217
ENSMUSG00000029389,-0.13769404296340013,0.6080909262728988,0.886787601637216
ENSMUSG00000029390,-0.33436582244543717,0.05886661605888617,0.32511977033793804
ENSMUSG00000029392,0.009280847665561233,0.9593562113497238,0.9916412696061582
ENSMUSG00000029394,0.007263048896403555,0.9719957830069931,0.995652274480926
ENSMUSG00000029397,-0.0031004233877906942,0.986028808762931,0.9982587282028056
ENSMUSG00000029401,0.25189419107148636,0.2891496115367117,0.6912070874092017
ENSMUSG00000029402,-0.2088334381091394,0.49540116629536823,0.8378894534513892
ENSMUSG00000029403,-0.3213438829603233,0.3106999996489147,0.7119012930133207
ENSMUSG00000029404,0.08044989658040784,0.7206701383261868,0.9256003324029456
ENSMUSG00000029405,-0.024113709781398558,0.8914561153202843,0.9741913139440486
ENSMUSG00000029406,0.10569604300539014,0.665358215759424,0.9059323370346317
ENSMUSG00000029407,-0.40682272450077184,0.020945936388487664,0.17233694820150391
ENSMUSG00000029408,0.8597235504727114,0.008655762458284309,0.09529078581124618
ENSMUSG00000029409,0.2258594215732221,0.9007138888137622,
ENSMUSG00000029410,-0.49783428742668706,0.8483771205148232,
ENSMUSG00000029413,-0.003023540860241075,0.9942119604973407,0.9995735337553219
ENSMUSG00000029414,-1.4747053543459836,0.0309653540655305,0.22026102116713897
ENSMUSG00000029415,-0.5883225728095886,0.00091071416112974,0.018256297173040406
ENSMUSG00000029416,0.11408540362679946,0.6069631079398247,0.8861894664731476
ENSMUSG00000029417,0.28374297084703926,0.8157311602440193,
ENSMUSG00000029419,,,
ENSMUSG00000029420,1.353127651340781,0.5656847318588736,
ENSMUSG00000029422,0.19885568131828507,0.2876696007241266,0.6901802728199935
ENSMUSG00000029423,,,
ENSMUSG00000029426,0.23755016381075109,0.1707087297247798,0.5566390160711163
ENSMUSG00000029427,0.09508396583661684,0.5875241236166938,0.8783236415011627
ENSMUSG00000029428,0.09712821539049223,0.6322965683756944,0.8947126710879616
ENSMUSG00000029430,-0.7192572340143288,7.649568987551452e-06,0.0004113821790737062
ENSMUSG00000029431,,,
ENSMUSG00000029432,0.2666741753433243,0.15341833287542805,0.5292090707218244
ENSMUSG00000029433,0.18337031787131677,0.3724801561398967,0.7621131461302486
ENSMUSG00000029434,0.14791818013814803,0.4254301158906112,0.7974537365800384
ENSMUSG00000029436,-0.2531243399823988,0.6069735379854218,0.8861894664731476
ENSMUSG00000029437,,,
ENSMUSG00000029438,1.9627762927871688,0.009691466644910877,0.10293438404882338
ENSMUSG00000029439,0.28903250572702766,0.09243020152976224,0.4156967419789064
ENSMUSG00000029440,0.11302001895384212,0.5819100947742956,0.8750050756128477
ENSMUSG00000029442,0.09156786433810936,0.9248009865386394,
ENSMUSG00000029445,0.9550327301377688,0.7447085260861948,
ENSMUSG00000029446,-0.10640732030216704,0.6629475454440217,0.9049604579497345
ENSMUSG00000029447,-0.6420625121638978,0.00017416290211240456,0.005105322848826716
ENSMUSG00000029449,-0.5540203665301359,0.40419021505049757,0.7826351555905703
ENSMUSG00000029451,,,
ENSMUSG00000029452,0.06981611623400569,0.9059727744756421,0.979720358273896
ENSMUSG00000029454,0.1763431867605685,0.29806500149995874,0.69987819044299
ENSMUSG00000029455,0.6698653723689036,0.0001203436364094571,0.0037990531716096563
ENSMUSG00000029456,0.39747682935575535,0.15166792229845436,0.5258723032239767
ENSMUSG00000029458,-0.016597756582352238,0.9163810127229286,0.9823402323297451
ENSMUSG00000029461,0.19631985120392104,0.3929376733436766,0.7753852918894085
ENSMUSG00000029462,-0.2611954342204816,0.17344057104513655,0.5613883522041592
ENSMUSG00000029463,-0.1858322300400477,0.454723247712148,0.8147078900920779
ENSMUSG00000029464,0.030292735015792938,0.8724144464576534,0.9693115133166841
ENSMUSG00000029465,-0.2162253841756305,0.2399790835719815,0.6498260595110804
ENSMUSG00000029466,0.16455064892590535,0.39493435160634016,0.7763575566473461
ENSMUSG00000029467,-0.2502461699758601,0.23715073925270247,0.6471490620094988
ENSMUSG00000029468,0.29453094187494133,0.221201410261473,0.6307463324228311
ENSMUSG00000029469,-0.32518178612744897,0.13412281337416865,0.49651043032252684
ENSMUSG00000029470,0.17671000501029585,0.4409891752295858,0.806233643712647
ENSMUSG00000029471,-0.07971927451419947,0.8005194494616109,0.9485783081765992
ENSMUSG00000029472,0.10455108220205073,0.5169876265002173,0.8484424108444697
ENSMUSG00000029474,0.11061440780593293,0.5561321217647806,0.8657069345457089
ENSMUSG00000029475,0.14489433844250135,0.4967477073710094,0.8378894534513892
ENSMUSG00000029477,-0.4624473765415052,0.2480160663974167,0.6559114420635332
ENSMUSG00000029478,-0.23156521556450818,0.1722746054940757,0.5588899915611494
ENSMUSG00000029480,-0.11273648732770716,0.6508540137811198,0.9007697610868632
ENSMUSG00000029482,-0.8352011322612107,0.0022386777348170207,0.03593072133444828
ENSMUSG00000029483,-0.9504705610533659,0.8299662066911748,
ENSMUSG00000029484,0.14766637064223023,0.449348564810913,0.8132029003987968
ENSMUSG00000029486,0.09967327917587121,0.6434525692144999,0.8974799177607161
ENSMUSG00000029490,-0.4687776793082389,0.7463922119187192,
ENSMUSG00000029491,-0.01572565057039494,0.9822706882412905,0.9977692153220843
ENSMUSG00000029499,0.43489040714709826,0.694649230683483,
ENSMUSG00000029500,-0.4339923847113604,0.32404038673255,0.7239250478232251
ENSMUSG00000029501,0.057438641451341386,0.7323054123184611,0.9286462915647341
ENSMUSG00000029502,-0.41884141127175334,0.02031415290748948,0.1693686766677481
ENSMUSG00000029503,-0.5933954524569598,0.8200941971938426,
ENSMUSG00000029504,0.007568461965629549,0.9713026404851532,0.9953544572745824
ENSMUSG00000029505,0.08838491787094942,0.6324753001003004,0.8947126710879616
ENSMUSG00000029507,-0.5779568165723213,0.11140483411243862,0.45554802634297487
ENSMUSG00000029510,-0.08816204836833688,0.8968397733586766,0.9760681662830802
ENSMUSG00000029512,0.31183941671223137,0.15196815956117116,0.5266661011861935
ENSMUSG00000029513,0.15673729486297147,0.3265006640671516,0.7256989334930192
ENSMUSG00000029516,0.7486488205457266,0.010201320566619215,0.10704141338865929
ENSMUSG00000029517,-0.5485417332715518,0.7129664476541329,
ENSMUSG00000029518,-0.08298881464691389,0.6290881968702443,0.8931710727495126
ENSMUSG00000029521,0.16754469622379506,0.5675391545908146,0.8704154205073626
ENSMUSG00000029522,0.011318438576001672,0.997856756112253,
ENSMUSG00000029524,0.25681503625631275,0.4954800323769809,0.8378894534513892
ENSMUSG00000029526,,,
ENSMUSG00000029528,-0.055450138607992625,0.7543474848576984,0.9337508264307037
ENSMUSG00000029530,-0.13278053460929506,0.7715332990771798,0.9394057651808368
ENSMUSG00000029534,-0.09468979121994248,0.6444679678982331,0.897822081986158
ENSMUSG00000029535,0.20705789479524303,0.41118772699746675,0.7880253780475874
ENSMUSG00000029536,0.014695471785546484,0.9358377820266508,0.9862565497227496
ENSMUSG00000029538,-0.0886356269248579,0.6746724154976222,0.9097876984761545
ENSMUSG00000029541,2.002169746863912,0.642480762322854,
ENSMUSG00000029544,-0.5394347741534147,0.24638153706003985,0.6544419360400734
ENSMUSG00000029545,-0.06939242540270908,0.84131293194884,0.9606273480649326
ENSMUSG00000029546,,,
ENSMUSG00000029547,0.18978179888432845,0.2957774702962058,0.6985000553318645
ENSMUSG00000029550,0.0853244430837245,0.7043654696669815,0.9219717771648787
ENSMUSG00000029551,0.5306411001065354,0.09505681864602358,0.4196535271050483
ENSMUSG00000029552,-0.4728747185683701,0.03795756636183224,0.2481349935529688
ENSMUSG00000029553,-1.8099930373546178,0.675703873174725,
ENSMUSG00000029554,-0.22450054085795723,0.3075145525091715,0.7093904532989062
ENSMUSG00000029556,2.410831665792125,0.11758619111535942,
ENSMUSG00000029557,-0.048106991790121935,0.9263284366435804,0.9844659401740449
ENSMUSG00000029559,0.29479592753244743,0.2478665150094731,0.6557357876594705
ENSMUSG00000029560,0.0009934331453473329,0.9973824594134967,0.9998187308573077
ENSMUSG00000029561,0.20232289731392794,0.4302685219330582,0.799797073859965
ENSMUSG00000029563,0.25305139595041054,0.45281965832528326,0.8141605977969739
ENSMUSG00000029564,,,
ENSMUSG00000029569,-0.2716765816386135,0.12333196043027325,0.4780071377850879
ENSMUSG00000029570,1.4871822778646449,2.2948456165201781e-07,2.2908141309776426e-05
ENSMUSG00000029571,0.2567642087075839,0.09117194821456252,0.4130203895947312
ENSMUSG00000029575,0.07489670768693737,0.8024744978306549,0.9488891444224439
ENSMUSG00000029576,-0.2481161848376181,0.7660777660876792,
ENSMUSG00000029577,0.2052682600591261,0.22975217409695858,0.6393826873276505
ENSMUSG00000029578,0.00475757950263634,0.9781379480614804,0.9971733909024801
ENSMUSG00000029580,-0.051408628154737165,0.7530202118752835,0.933365021725034
ENSMUSG00000029581,-1.4899310462539281,4.570342333491839e-09,7.42002611373719e-07
ENSMUSG00000029586,0.01131843857600231,0.9978567561122529,
ENSMUSG00000029587,-0.11770550645370764,0.5513229144470821,0.8639419535470081
ENSMUSG00000029591,-0.40371166016386417,0.18309992506307882,0.575802105764565
ENSMUSG00000029592,-0.03817334194153541,0.8409313663183959,0.9605324772522467
ENSMUSG00000029594,-0.23943695275534532,0.3984351040666523,0.7777091065504982
ENSMUSG00000029595,,,
ENSMUSG00000029596,0.9731035910647594,0.825980845606999,
ENSMUSG00000029597,0.0991013690805226,0.9477632261754627,
ENSMUSG00000029598,0.15937588742287156,0.3863346476898615,0.7700631523165156
ENSMUSG00000029599,-0.1582435327048412,0.3277818192252284,0.7266790974335144
ENSMUSG00000029600,0.2489049536553766,0.5070845813554505,0.8426392407065604
ENSMUSG00000029601,1.0569601376295903,0.5588813635569261,
ENSMUSG00000029602,-2.406313317764264,0.13546313491918557,
ENSMUSG00000029603,-1.0506667845467876,0.3865590467738427,
ENSMUSG00000029605,0.6866902602937753,0.03176774407764122,0.2234936433347959
ENSMUSG00000029607,-0.5242429468550727,0.4058215068279222,0.784137126467792
ENSMUSG00000029608,-0.2729512636464652,0.8329704546491749,
ENSMUSG00000029610,-0.16309260870608858,0.5568807876759574,0.8657069345457089
ENSMUSG00000029613,-0.05497819525739518,0.7379975782598351,0.9301606215292698
ENSMUSG00000029614,-0.3159650720714883,0.06979669693421688,0.3576747833874853
ENSMUSG00000029616,0.005101578271345176,0.9746197554159638,0.9963525799171387
ENSMUSG00000029617,0.11371450029134166,0.5059248133554678,0.8425686203289118
ENSMUSG00000029618,,,
ENSMUSG00000029620,2.002169746863912,0.642480762322854,
ENSMUSG00000029621,0.1491286364360247,0.36602717328508705,0.7572728550782629
ENSMUSG00000029622,-0.6439761386932975,0.00018148083361303627,0.00528835865049112
ENSMUSG00000029623,0.030860231989882973,0.8862625212793617,0.97337720297212
ENSMUSG00000029624,0.24624258819135572,0.2779243417665975,0.6842283328211485
ENSMUSG00000029625,-0.14475085083363923,0.5423010741796681,0.8603904714272355
ENSMUSG00000029627,0.8118020962847688,0.0021875113572512885,0.035320538570525174
ENSMUSG00000029629,-0.02248290258636117,0.8818664427544346,0.971927998899964
ENSMUSG00000029630,,,
ENSMUSG00000029632,-0.07846549244462667,0.7138576783094455,0.9237721797508294
ENSMUSG00000029633,0.11216019975353532,0.6076751772793655,0.8866354333101306
ENSMUSG00000029634,-0.18329695151694617,0.2966313968834817,0.6988356184510969
ENSMUSG00000029635,-0.15353295566150202,0.40773183130424295,0.7854353103470091
ENSMUSG00000029636,-0.6230014042714309,0.5775614796259073,0.8738976804393188
ENSMUSG00000029638,0.7127983225298972,0.010289143405502571,0.10742883722466078
ENSMUSG00000029640,-0.04630652487123263,0.812038850544873,0.9515436213475534
ENSMUSG00000029641,-0.29593552399990075,0.4945227247068611,0.8375875075610658
ENSMUSG00000029642,-0.024145421230160405,0.9025962492865064,0.9783588648890023
ENSMUSG00000029644,0.9731035910647596,0.825980845606999,
ENSMUSG00000029646,0.9731035910647596,0.825980845606999,
ENSMUSG00000029647,0.1751254906380679,0.2629869657470262,0.6692556752369754
ENSMUSG00000029648,-0.07779756238302689,0.6880137786897484,0.9150806235472041
ENSMUSG00000029649,-0.20005227658173647,0.2242994285694072,0.6349321774137852
ENSMUSG00000029650,-0.5246311081468185,0.022542405723631056,0.1803148360373174
ENSMUSG00000029651,-1.184645212443296,0.000586985472024006,0.01302120625177577
ENSMUSG00000029655,0.04206667600284287,0.8059904038060239,0.9501602489145354
ENSMUSG00000029656,,,
ENSMUSG00000029657,-0.06411398528957782,0.9569229012492224,0.9911935724990257
ENSMUSG00000029658,0.0013451135105045707,0.9982291138165772,0.9998690150803129
ENSMUSG00000029659,-2.497878550233871,3.921314116975624e-05,0.0015407844352180284
ENSMUSG00000029660,0.050106382596170077,0.9791406260407983,
ENSMUSG00000029661,-1.3122372307487908,0.08787202425517714,0.40594786940149685
ENSMUSG00000029663,-3.5967891679615795,0.0732844653293727,
ENSMUSG00000029664,-4.09041027675611,1.7459264174472848e-05,0.0008162758509926008
ENSMUSG00000029669,0.09212141917291873,0.5882740139611284,0.878802939923779
ENSMUSG00000029670,0.13274889088141217,0.45612141113729276,0.8152589902027535
ENSMUSG00000029671,-0.48602359171502696,0.44742304438993774,0.8120044928857705
ENSMUSG00000029672,-0.1984408930956724,0.2105204364864356,0.6155212603701957
ENSMUSG00000029673,0.619301617998512,0.03234525937486338,0.22680059895786975
ENSMUSG00000029674,-0.01555654201290603,0.9607932313726213,0.9920545781716003
ENSMUSG00000029675,0.8478221009758033,0.006844522911594973,0.08101305159471418
ENSMUSG00000029676,0.4453659194304599,0.012163392711687766,0.12068634245968776
ENSMUSG00000029678,,,
ENSMUSG00000029679,,,
ENSMUSG00000029680,-2.510289611314962,0.557431778929333,
ENSMUSG00000029681,0.09640619506574849,0.608598563099187,0.886787601637216
ENSMUSG00000029682,,,
ENSMUSG00000029683,-0.534546762117567,0.4054059170605637,0.7835514153130257
ENSMUSG00000029684,-0.05379050857401918,0.7787645017268705,0.9415247325103756
ENSMUSG00000029685,-1.0531174884654124,0.1560119000735773,0.5330526854040312
ENSMUSG00000029686,-0.19573441761670998,0.2715603316827202,0.6782810380863075
ENSMUSG00000029687,-0.03916643051582647,0.8640810363709772,0.9668886438049361
ENSMUSG00000029695,0.9070808722862018,0.4128083605649584,
ENSMUSG00000029697,,,
ENSMUSG00000029699,0.24631907739116662,0.6991482677398015,0.9188759471187564
ENSMUSG00000029700,-2.2841447664214303,0.454087579064854,
ENSMUSG00000029701,-0.49406301952515375,0.0030989643238798336,0.04532888965752795
ENSMUSG00000029703,0.23625425554029914,0.4308501897293242,0.8001735641811484
ENSMUSG00000029705,-0.31546869601093036,0.06171624818986253,0.3343585811356909
ENSMUSG00000029706,1.8698798224710804,0.6653785699442516,
ENSMUSG00000029707,0.8806789475441489,0.46516041341726155,
ENSMUSG00000029708,-0.35861943873915963,0.11278470442339565,0.4582740551885082
ENSMUSG00000029710,0.17585242046944785,0.3932485122945646,0.7756813779225497
ENSMUSG00000029711,,,
ENSMUSG00000029712,,,
ENSMUSG00000029713,-0.031465814224744815,0.8607186137747979,0.9655622252852287
ENSMUSG00000029714,0.5306178059293715,0.044603534403390654,0.2749155683252789
ENSMUSG00000029715,-0.3461455440809908,0.1641544291125201,0.5469844193708668
ENSMUSG00000029716,0.4099255222229837,0.8316954363132074,
ENSMUSG00000029718,-1.164225482733416,0.0660336892477365,0.34768302595317024
ENSMUSG00000029720,0.4338626521091086,0.025100680747050942,0.19234307954197646
ENSMUSG00000029722,-0.006386851099820799,0.9815724298811737,0.9975862870927154
ENSMUSG00000029723,-0.5225524396671366,0.08114156109737042,0.38905155074329933
ENSMUSG00000029725,0.30297629005073695,0.3218532719673578,0.7224339471354823
ENSMUSG00000029726,0.12614757690573025,0.5318262470478206,0.8546938946899273
ENSMUSG00000029727,-0.9504705610533655,0.8299662066911748,
ENSMUSG00000029729,0.0129859300813954,0.9342830642788577,0.985653955416727
ENSMUSG00000029730,-0.275522544256257,0.20224435324859602,0.6048498127317323
ENSMUSG00000029735,0.23437160965207693,0.18673230884423297,0.5812859525631475
ENSMUSG00000029736,-0.4841065374122771,0.6370758462183976,
ENSMUSG00000029752,-1.3010355921340993,7.981429300949064e-08,9.070587422478576e-06
ENSMUSG00000029754,,,
ENSMUSG00000029755,1.7279676753967137,0.6902405633878042,
ENSMUSG00000029757,-1.5829642498991536,1.5048352424311733e-05,0.0007218323334960439
ENSMUSG00000029759,0.0978298515950633,0.6950827503284216,0.9174620346066382
ENSMUSG00000029761,-0.7247932774310964,0.42131005035674696,0.7941115321182431
ENSMUSG00000029762,-5.18820858027403,1.688755327636843e-27,3.564238744358102e-24
ENSMUSG00000029763,-0.06833163899591205,0.676597541684125,0.9104342349780828
ENSMUSG00000029765,0.5953120232274148,0.010457721036682395,0.10871617491543754
ENSMUSG00000029766,-0.9504705610533655,0.8299662066911748,
ENSMUSG00000029767,-0.5608056683806121,0.0014639835947285913,0.025996266380432946
ENSMUSG00000029769,-0.8378063784964781,0.1247338663442325,0.4792764997060315
ENSMUSG00000029771,0.09960442874079435,0.728356827517739,0.9279615157544548
ENSMUSG00000029772,0.1348443406463961,0.4476865886878848,0.8121545427612142
ENSMUSG00000029775,-0.061540382752066185,0.7409347076044963,0.9309428745215564
ENSMUSG00000029776,-0.15399029395482247,0.405329703417283,0.7835514153130257
ENSMUSG00000029777,-0.3716226344495944,0.013738298457668486,0.13095776626235622
ENSMUSG00000029778,-0.23059139958537214,0.8548429406566613,0.9643149656124338
