gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj
ENSMUSG00000000378,0.0729512063814517,0.6768431431358337,0.9105518663894379
ENSMUSG00000000381,0.5776356924064822,0.6278003897291486,
ENSMUSG00000000384,-0.34998160675372164,0.0931253256064699,0.4166600390206037
ENSMUSG00000000385,0.26945306578496,0.5671524399397798,0.8701952588711505
ENSMUSG00000000386,0.3325286094120124,0.6977042479388011,
ENSMUSG00000000392,-0.506712627363757,0.546106843987495,0.8613411458387158
ENSMUSG00000000394,3.2024910248244995,0.3981159714326339,
ENSMUSG00000000399,-0.11878897848378668,0.5271252665409943,0.8524125452061165
ENSMUSG00000000402,-1.0984768699660836,0.6851596186560797,
ENSMUSG00000000409,0.373797931997727,0.6310751261927181,0.8945187433632147
ENSMUSG00000000411,-0.12916236368766643,0.9008945028008162,
ENSMUSG00000000416,0.09612589695831837,0.6191023625849523,0.8885724536584744
ENSMUSG00000000420,-1.1588030963241978,1.0259903537422516e-06,7.813392518653621e-05
ENSMUSG00000000435,-0.9504705610533659,0.8299662066911748,
ENSMUSG00000000439,-0.004601405852350694,0.9805573067149272,0.997448936124605
ENSMUSG00000000440,1.9836942702750893,0.0015824285511141644,0.027667218241610256
ENSMUSG00000000441,0.09874728823544068,0.5469560229315709,0.8617605079226861
ENSMUSG00000000486,0.34460854233049343,0.2657603011400088,0.6715140566174945
ENSMUSG00000000489,0.36159316652181295,0.05496944554736363,0.31255722960927634
ENSMUSG00000000530,0.11391871523593787,0.48905934138492424,0.8339387734868101
ENSMUSG00000000531,0.7366465355240556,0.005340053024489784,0.06752638436229495
ENSMUSG00000000532,-0.1707292650240618,0.6330244917508709,0.8948995647193027
ENSMUSG00000000538,0.2502980896155836,0.19492536560433116,0.5941463485534121
ENSMUSG00000000544,1.7620848943576528,0.5994738988922005,
ENSMUSG00000000552,-0.1683873751272777,0.6485378033623221,0.8999077572825086
ENSMUSG00000000555,-0.8750241897099212,4.0473175843379953e-07,3.7139795025471764e-05
ENSMUSG00000000560,2.119096589828054,0.45636004508433337,
ENSMUSG00000000561,-0.5710715219850755,0.019284188967035706,0.16355029150343603
ENSMUSG00000000562,-0.6042375731155902,0.6301132615928362,
ENSMUSG00000000563,-0.029588222604025684,0.8591710141770118,0.9654541643620497
ENSMUSG00000000567,0.9680051539640121,0.00255584141796886,0.03953926817703868
ENSMUSG00000000568,-0.21345645154212783,0.26823699807744716,0.6744270608570805
ENSMUSG00000000579,0.16821789911448565,0.8859022582374878,
ENSMUSG00000000581,0.15873076488888405,0.4506134234657667,0.8141503260335918
ENSMUSG00000000594,0.5850885086508033,0.012023254467112743,0.11977853101626681
ENSMUSG00000000600,-0.054109287700992666,0.7726826480230222,0.9398660828167404
ENSMUSG00000000605,-0.16231418198062286,0.4637432427163546,0.81953859663773
ENSMUSG00000000606,,,
ENSMUSG00000000617,-2.1643260741220014,0.17438976269320416,
ENSMUSG00000000627,-0.9588031579882941,0.8044496950365305,
ENSMUSG00000000628,-0.6213637899665113,0.31779033264762824,0.7194352397388997
ENSMUSG00000000631,-0.029151044479668334,0.8964407049880909,0.976049449148357
ENSMUSG00000000632,2.0303686546567468,0.10576332931842343,
ENSMUSG00000000673,0.7567795133915756,0.5229945911589167,
ENSMUSG00000000682,-0.22241867705916618,0.7123681750661115,0.92352820449515
ENSMUSG00000000686,0.23129474665323704,0.692562669622653,0.9169613544268939
ENSMUSG00000000690,,,
ENSMUSG00000000693,-0.7852272528422635,0.4934585043751124,0.8364906632690857
ENSMUSG00000000701,,,
ENSMUSG00000000702,,,
ENSMUSG00000000706,1.6247795062663055,0.6320727262564603,
ENSMUSG00000000708,0.13085059753724637,0.44730698624440024,0.8119791468810093
ENSMUSG00000000711,0.2961433864660795,0.06414721792771073,0.34215339692240304
ENSMUSG00000000724,-0.3414521677135295,0.4460587399488032,0.8107863956697364
ENSMUSG00000000730,3.465547788746106,0.3349070874677744,
ENSMUSG00000000731,1.7279676753967137,0.6902405633878042,
ENSMUSG00000000732,-0.688930406861529,0.003941629662456942,0.053858045310923135
ENSMUSG00000000738,0.14295828212668135,0.4946494519744348,0.8375875075610658
ENSMUSG00000000739,1.3527504664020789,0.04372784720186025,0.2722870873951908
ENSMUSG00000000740,-0.11506003411034103,0.47212548033825485,0.8245436520752267
ENSMUSG00000000743,0.2812499312144683,0.17255156912137848,0.5594199873160512
ENSMUSG00000000751,0.09797503639736449,0.6923653076778675,0.916951357607876
ENSMUSG00000000753,-0.7305010970218072,0.01764823560297424,0.1537762822176821
ENSMUSG00000000759,0.18327514251814078,0.28618781994573383,0.6887432143258803
ENSMUSG00000000766,-2.1227878125390545,0.40503515373343346,
ENSMUSG00000000776,-0.8693959824332046,3.711726452694531e-05,0.0014701621075632438
ENSMUSG00000000782,0.39802475114880465,0.05966021775379963,0.32766544873406533
ENSMUSG00000000787,-0.05126612515344905,0.7546859416932031,0.9337508264307037
ENSMUSG00000000791,-3.649399741721748,0.21024209881719058,
ENSMUSG00000000792,-0.6528346844240053,0.5608615645418966,0.8677525138278334
ENSMUSG00000000794,0.559136537649426,0.6387137211640468,
ENSMUSG00000000804,0.08019723804337385,0.6613409831328516,0.9043056429659977
ENSMUSG00000000805,1.0525583770008682,1.2515817259087338e-07,1.33027830349465e-05
ENSMUSG00000000811,-0.13608876914395923,0.6136189899461748,0.8876724754825948
ENSMUSG00000000817,-0.056209989909507464,0.9631591002790326,
ENSMUSG00000000823,0.3981302445926234,0.09369743851710927,0.41733070746209594
ENSMUSG00000000826,-0.045081171989103684,0.7875902310646562,0.944622347276281
ENSMUSG00000000827,-0.5256631600548383,0.0015205867761015704,0.026808053735232224
ENSMUSG00000000838,-0.05001915720104966,0.8132923869532802,0.9520759247142948
ENSMUSG00000000861,0.6499349931905519,0.636782344988859,
ENSMUSG00000000869,-3.117327662990119,0.06754892529721562,
ENSMUSG00000000876,0.3713750707879346,0.08189437493012564,0.3910119783035278
ENSMUSG00000000881,-0.29570237873727445,0.43230725534967973,0.8014691166440165
ENSMUSG00000000884,-0.25708010223091043,0.5700955541718558,0.8713441602238979
ENSMUSG00000000889,-1.9907728421723487,5.041602419773723e-16,3.7242317074868495e-13
ENSMUSG00000000901,-0.9337158747379203,0.06748480749846854,0.3522088597043107
ENSMUSG00000000902,-0.3070656890592054,0.13608642037434837,0.501252314606977
ENSMUSG00000000903,0.4875053089980803,0.7554951777228961,
ENSMUSG00000000915,0.43484592930732063,0.02348870732447453,0.18452901564853827
ENSMUSG00000000916,-0.33680439281197294,0.23540003073921567,0.645334830089647
ENSMUSG00000000934,-0.2938036714235288,0.3818823747735314,0.7674562480850882
ENSMUSG00000000938,,,
ENSMUSG00000000942,,,
ENSMUSG00000000948,0.3683741526811055,0.08818762622160779,0.40696963378850887
ENSMUSG00000000957,-1.9099570908030545,7.751030389049778e-07,6.253722861384974e-05
ENSMUSG00000000958,-0.41031395087878325,0.08106188735292273,0.38905155074329933
ENSMUSG00000000959,0.11584194877042206,0.490626186981311,0.8347287879714285
ENSMUSG00000000976,-0.11111057841733901,0.5515354844821155,0.8640971882667557
ENSMUSG00000000982,-0.14438488592862392,0.881180897835974,0.9718118405324042
ENSMUSG00000000983,,,
ENSMUSG00000001014,,,
ENSMUSG00000001016,-0.320860727774626,0.0812023841193727,0.38912877813156416
ENSMUSG00000001017,0.04072499014847219,0.793971954042224,0.9462827893851729
ENSMUSG00000001018,0.41599873370153895,0.013070083199478938,0.12702830222379738
ENSMUSG00000001020,0.5985079207667077,0.22903093268960484,0.6387272169158332
ENSMUSG00000001021,-2.3341727371757925,0.5862802975379398,
ENSMUSG00000001023,-1.922004157874453,0.6561962548035148,
ENSMUSG00000001025,-3.429432326321718,1.6151834381967574e-46,2.3862720115918893e-42
ENSMUSG00000001027,0.24244992809518173,0.6661732794324762,0.9059323370346317
ENSMUSG00000001029,0.19387362640345784,0.35033606830864084,0.7448383831958733
ENSMUSG00000001034,0.10884266552294702,0.5621676960730777,0.8680585658904718
ENSMUSG00000001036,0.4231573358896524,0.01600155833885041,0.1455708269077438
ENSMUSG00000001039,-0.1993143323704715,0.3883864564255516,0.7714468280762435
ENSMUSG00000001052,-0.22138766940263518,0.23938526498127455,0.6485747120545295
ENSMUSG00000001053,-0.2764620558141923,0.2292872535656827,0.6389619551180807
ENSMUSG00000001054,-0.35009621540694763,0.08939317162627046,0.4092314575498307
ENSMUSG00000001056,-0.5928880312505315,0.013369932986381916,0.12885022174873217
ENSMUSG00000001062,0.11026321766209624,0.6526338646088644,0.9011226837132114
ENSMUSG00000001065,0.4743582613920287,0.04878914452145162,0.29170814292186414
ENSMUSG00000001076,,,
ENSMUSG00000001082,-0.23031009855962345,0.3651396594507701,0.7566021498913993
ENSMUSG00000001089,-0.03842027952889693,0.8150650664076358,0.9525964157192003
ENSMUSG00000001095,,,
ENSMUSG00000001098,0.323023859685418,0.0588413506654191,0.32511977033793804
ENSMUSG00000001100,0.0117757297318265,0.9536359410741193,0.9908130557341494
ENSMUSG00000001103,-0.4189620774511238,0.6554972524269348,0.9020467792426297
ENSMUSG00000001105,-0.1987058564440469,0.2448230491263037,0.6541340395726797
ENSMUSG00000001119,-1.706728569860064,6.427081512824441e-05,0.0022991211203503216
ENSMUSG00000001120,-0.06131087515143515,0.7888862372432699,0.9447801828211071
ENSMUSG00000001123,-0.0520384893410516,0.7441169696804442,0.9314356774072776
ENSMUSG00000001127,0.22455332159867253,0.16940832183466314,0.5547682585915393
ENSMUSG00000001128,-0.059005550151395116,0.8849271581852395,0.9728143442611424
ENSMUSG00000001131,-4.964918953445031,2.9294924541538757e-32,1.082008037941734e-28
ENSMUSG00000001134,-0.12558441693637057,0.6315362282715054,0.8947126710879616
ENSMUSG00000001138,0.31141404522635663,0.15041820072597648,0.5238751762200793
ENSMUSG00000001143,0.04928765931643674,0.803547837253013,0.949640995050628
ENSMUSG00000001150,0.28657789389838584,0.13186918706618683,0.4926005991696193
ENSMUSG00000001151,0.3156490746233591,0.285899254706089,0.6884882785701318
ENSMUSG00000001155,-3.8320752828844373,0.1742651347775065,
ENSMUSG00000001156,-0.3267182117524148,0.23201715458235994,0.6422749563050001
ENSMUSG00000001157,0.28649623668566854,0.14358363287353756,0.5126831752521942
ENSMUSG00000001158,0.14613223088405408,0.4341205352936012,0.8021076914157536
ENSMUSG00000001166,0.5927277543498589,0.034128556813871,0.23402494721939163
ENSMUSG00000001168,0.011318438576001672,0.997856756112253,
ENSMUSG00000001173,-0.10420579843538175,0.5188065463266353,0.8496672115541193
ENSMUSG00000001175,-0.25074864253273,0.12245376428004288,0.47621266477319124
ENSMUSG00000001211,0.17896842879177283,0.3111733084261633,0.7124542029046954
ENSMUSG00000001225,-0.9996169515308237,0.39518085887378296,
ENSMUSG00000001227,-0.35533755428862335,0.07674218138776735,0.3770255290814819
ENSMUSG00000001228,-1.6868161202827792,1.0592895669456524e-08,1.5343082413779478e-06
ENSMUSG00000001229,0.10999676065245166,0.5784637665870243,0.8742045506911514
ENSMUSG00000001240,0.13534580223993722,0.481123810441763,0.8292611205279364
ENSMUSG00000001247,0.44675407607172357,0.017579744900959215,0.15345469845114854
ENSMUSG00000001248,-0.1945680003230409,0.36045017940430957,0.7527769404273926
ENSMUSG00000001249,1.0731472980666767,0.3501282557081238,
ENSMUSG00000001260,-2.8395023491868265,0.4402250147175534,
ENSMUSG00000001270,-0.6484455682261747,0.004879939425203784,0.0630763123954162
ENSMUSG00000001280,-0.018358068571465172,0.9174905811968684,0.9825279671401215
ENSMUSG00000001281,0.5666106435861114,0.24969178030969108,0.6576834306106928
ENSMUSG00000001285,0.2866635251442427,0.22600255361075994,0.6359927099134033
ENSMUSG00000001288,0.8402549660121902,0.0014554452072239542,0.025906924688586387
ENSMUSG00000001289,0.24796746463435881,0.20518720211990304,0.6085998241556811
ENSMUSG00000001300,0.22460515256282806,0.2593158066151191,0.6653959323340747
ENSMUSG00000001305,-0.9793051031710717,0.00016167188499940512,0.004805916356099017
ENSMUSG00000001313,-0.0015735271528891958,0.9960779247724667,0.9997978325077714
ENSMUSG00000001323,0.20970153861088367,0.297761710715551,0.69987819044299
ENSMUSG00000001333,-0.2448942416436186,0.7369567234462409,0.9301430661164669
ENSMUSG00000001334,-1.255001381175978,0.2162537545074804,
ENSMUSG00000001348,-0.678467336466061,0.08699923452460433,0.4035331388034286
ENSMUSG00000001349,-0.6220400937832309,0.4760693608468409,
ENSMUSG00000001366,0.021471264890265244,0.8985597588782276,0.9769167619152943
ENSMUSG00000001376,-0.007827803471929805,0.9655828428628948,0.9934206769120061
ENSMUSG00000001379,0.27099409547805164,0.2112544265691635,0.6155289246906668
ENSMUSG00000001380,-0.2552601122939982,0.16722670339211454,0.5527085717930873
ENSMUSG00000001383,-0.00450456358105194,0.9815591013336553,0.9975862870927154
ENSMUSG00000001403,0.26699909827482765,0.251411119568014,0.658805938364285
ENSMUSG00000001415,0.11441410835479242,0.5566999180722874,0.8657069345457089
ENSMUSG00000001416,-0.5240963711634499,0.0036930907704117227,0.051521929218189606
ENSMUSG00000001417,-2.374460020925896,0.5631006282790534,
ENSMUSG00000001418,0.3063726196863792,0.05533083697353504,0.3134152268259727
ENSMUSG00000001419,0.26591821016207207,0.13382034417046626,0.49612140515119985
ENSMUSG00000001420,0.6722953995325374,0.04386624646339615,0.27243306435411696
ENSMUSG00000001424,-0.5627870836842819,0.0010128749900960815,0.019685290502665476
ENSMUSG00000001435,-0.3645793960846527,0.06529670354703294,0.3457692029810315
ENSMUSG00000001436,0.009228630663894176,0.993319217946047,0.999442689598775
ENSMUSG00000001440,-0.38903435277386694,0.011743013768008239,0.11786092758733269
ENSMUSG00000001441,0.036655040933236016,0.8466302886792109,0.9619226959314594
ENSMUSG00000001444,2.235793615834411,0.3831458544732883,
ENSMUSG00000001445,0.18215872510253292,0.4521102582727118,0.8141503260335918
ENSMUSG00000001467,-0.27798028157081905,0.09258242046968923,0.4160014233635002
ENSMUSG00000001472,-0.0674521814779058,0.650819228400721,0.9007697610868632
ENSMUSG00000001473,-2.1514129200864587,2.6664135755499645e-13,1.1255312618621478e-10
ENSMUSG00000001482,0.26484564788151554,0.35202614040948355,0.7459703718318663
ENSMUSG00000001493,-1.1978011212243682,1.531596644666706e-06,0.00010686198321664854
ENSMUSG00000001494,-0.5458027816493768,0.7039717045850586,
ENSMUSG00000001496,,,
ENSMUSG00000001497,-0.9504705610533659,0.8299662066911748,
ENSMUSG00000001504,,,
ENSMUSG00000001506,-1.772591804909671,2.2496835308427592e-06,0.0001477192199318708
ENSMUSG00000001507,-0.44247550164456045,0.021612712827489118,0.17631486433645732
ENSMUSG00000001508,0.8338177504010093,0.24012559689898516,0.6500959099502501
ENSMUSG00000001510,1.880089966951871,0.6636013395801292,
ENSMUSG00000001517,-0.04128071663746076,0.869238945130574,0.968632165388331
ENSMUSG00000001518,-0.01736736316076775,0.9360558643706779,0.9862565497227496
ENSMUSG00000001520,0.3263054522463387,0.3096406035898396,0.7108303425198665
ENSMUSG00000001521,-0.2779911085260721,0.19650342782969976,0.5968630022113455
ENSMUSG00000001524,0.05435881244034274,0.8689528752345838,0.968568966337978
ENSMUSG00000001525,-0.2753162441552606,0.08717569619429395,0.4038675871980241
ENSMUSG00000001542,-0.1012456750658409,0.6669133775596912,0.9061617201489349
ENSMUSG00000001552,0.04414115915942818,0.7853613749428505,0.9438436180143176
ENSMUSG00000001555,-0.958113296035697,3.1535987225867253e-06,0.00019658762669829655
ENSMUSG00000001558,0.038530627368358404,0.8664098769394948,0.967523773386553
ENSMUSG00000001566,0.011318438576001672,0.997856756112253,
ENSMUSG00000001569,0.15218766533105574,0.4363534740909376,0.8029251745198047
ENSMUSG00000001576,-0.13235285419851023,0.4442421405473046,0.8096759664996149
ENSMUSG00000001583,0.990541921429106,0.2762682794136201,
ENSMUSG00000001588,0.9974649804907014,0.024201730062851673,0.18739851150344372
ENSMUSG00000001604,0.5882805545941936,0.16555157832328526,0.5491376331720288
ENSMUSG00000001622,0.011318438576001672,0.997856756112253,
ENSMUSG00000001627,-0.10880458380197015,0.6339010090212447,0.8948995647193027
ENSMUSG00000001630,0.01955443280077353,0.9239216779945179,0.9843471937479675
ENSMUSG00000001632,-0.09489983647132749,0.5754811708708301,0.8733763852156645
ENSMUSG00000001642,-0.4130203558384297,0.09469581958602416,0.41900651737496625
ENSMUSG00000001655,,,
ENSMUSG00000001656,,,
ENSMUSG00000001657,,,
ENSMUSG00000001661,,,
ENSMUSG00000001663,0.2507622678228907,0.5399274659446278,0.8592081410885319
ENSMUSG00000001665,0.551391397159013,0.07448147799218378,0.3708760889304089
ENSMUSG00000001666,0.7096207572887335,0.09836003130751125,0.4263687657029568
ENSMUSG00000001670,-0.9504705610533655,0.8299662066911748,
ENSMUSG00000001672,-2.510289611314962,0.557431778929333,
ENSMUSG00000001674,-0.28614374416749133,0.12857867604086695,0.48733231396299853
ENSMUSG00000001687,0.07274301325033906,0.6386502440140716,0.8965890038639874
ENSMUSG00000001700,-0.42889848996062974,0.07016443711957404,0.35878985649419454
ENSMUSG00000001707,-1.0374100921621419,0.001368251917816738,0.024664613257335925
ENSMUSG00000001729,-0.01447350453269016,0.9261883341742452,0.9844659401740449
ENSMUSG00000001739,0.42688438884831464,0.39611394596271243,0.7769014591040604
ENSMUSG00000001741,0.1726408475181638,0.6659795850452469,0.9059323370346317
ENSMUSG00000001750,0.46808939774610137,0.03394615290339336,0.23337387761504583
ENSMUSG00000001751,0.1709218127447204,0.4693766337856047,0.8225554096824972
ENSMUSG00000001755,0.15533561452236244,0.4955583713296373,0.8378894534513892
ENSMUSG00000001761,0.18533258583778264,0.42549222186530566,0.7974537365800384
ENSMUSG00000001763,0.20838218489485094,0.7056270021865874,0.9224788364131176
ENSMUSG00000001767,0.15983591573002454,0.3869761139261292,0.7706139785880352
ENSMUSG00000001768,0.5135104441751293,0.004445702477949956,0.05901240647729798
ENSMUSG00000001773,1.942080711937109,0.6528461725657573,
ENSMUSG00000001774,0.03303192581926536,0.9005413462891705,0.9776620184695796
ENSMUSG00000001783,-0.10183334053472361,0.562937659565924,0.8680585658904718
ENSMUSG00000001785,-0.4872198691326929,0.011183274792298243,0.11402463891056884
ENSMUSG00000001786,0.4814510279850628,0.008438251885992414,0.09366396195616222
ENSMUSG00000001794,-0.22676334606956192,0.1177846699194442,0.4666534495548052
ENSMUSG00000001802,-1.5170442748272648,0.04458926418777726,0.2749155683252789
ENSMUSG00000001804,,,
ENSMUSG00000001815,,,
ENSMUSG00000001819,,,
ENSMUSG00000001823,,,
ENSMUSG00000001827,-0.0158869565809483,0.9960138867459724,
ENSMUSG00000001829,-0.03191445065704981,0.8909862279514704,0.9741913139440486
ENSMUSG00000001833,-0.11066995568794856,0.5711758203082717,0.8721115718514268
ENSMUSG00000001844,0.3299048930461699,0.11403206939799373,0.45980070777455223
ENSMUSG00000001847,-0.10026997720937557,0.5475590359146139,0.8619618287923726
ENSMUSG00000001855,0.09409847751673071,0.6296607134270898,0.8937200846125497
ENSMUSG00000001864,0.6986119389468243,0.002348058016827848,0.037022635155405145
ENSMUSG00000001865,,,
ENSMUSG00000001870,-0.8667749542037134,0.004081988376720752,0.05530070925461979
ENSMUSG00000001891,-0.3118667609915575,0.08420013419811914,0.3979439483822816
ENSMUSG00000001901,0.09301971123635706,0.9189121013144994,
ENSMUSG00000001909,-0.124140234517293,0.6059810088908222,0.886017602530698
ENSMUSG00000001910,-0.10891288261091567,0.4895716308181034,0.8342481284552087
ENSMUSG00000001911,0.6009298806633473,0.008608941382122585,0.09499684952555286
ENSMUSG00000001918,-0.9338828470841426,0.0036685390437065256,0.05132480665882595
ENSMUSG00000001924,-0.29499418449062914,0.04784786886390077,0.28759333384673313
ENSMUSG00000001930,-0.6362148414965918,0.0017115993573754284,0.029472224832009997
ENSMUSG00000001942,0.2140167104541782,0.23401118118283726,0.6439348521403444
ENSMUSG00000001943,-0.12656779614887534,0.5073338658299233,0.8426392407065604
ENSMUSG00000001946,0.08081641599061863,0.6132062694311875,0.8876724754825948
ENSMUSG00000001948,0.05782032148458341,0.889141585245203,0.973843708237277
ENSMUSG00000001962,0.17767880425188898,0.3464585624453407,0.7419244224867261
ENSMUSG00000001964,-0.004162448316453592,0.9834702422084209,0.9979894073611123
ENSMUSG00000001983,-0.22224011687929884,0.5484085160109486,0.8623351819626217
ENSMUSG00000001985,-1.4880590818737358,0.6695236590457881,
ENSMUSG00000001986,-1.4026600729998124,0.007273452090527665,0.08508153696393961
ENSMUSG00000001988,-0.4347128501459695,0.6953544349374352,
ENSMUSG00000001995,0.32906543269585614,0.04032352577402355,0.2584554315771904
ENSMUSG00000001998,0.16035358732371116,0.38222969317954514,0.7674562480850882
ENSMUSG00000001999,-0.001017335918325227,0.9968456668859926,0.9997978325077714
ENSMUSG00000002006,0.4373823820913676,0.3636360269259826,0.7552131455958873
ENSMUSG00000002007,0.2901028473391849,0.315365317080329,0.7162501452028871
ENSMUSG00000002010,-0.010933020625984148,0.946199648421715,0.9887136714362947
ENSMUSG00000002012,-0.07674671380824077,0.954983160077059,
ENSMUSG00000002014,-0.2853462246376997,0.1186567861118845,0.46798296910053666
ENSMUSG00000002015,-0.15701862238624298,0.3186449274785901,0.720015818370015
ENSMUSG00000002017,-0.4177077349718593,0.02533360787683562,0.1931262759403351
ENSMUSG00000002020,-1.5804909858556653,0.000585752544521472,0.01302120625177577
ENSMUSG00000002028,0.15418353603821924,0.4821801115429718,0.829673447376513
ENSMUSG00000002031,-0.014505287311888838,0.9370810085382166,0.9865107451733178
ENSMUSG00000002032,-0.24469042625699125,0.7483787593582578,0.9322552943304302
ENSMUSG00000002033,0.5529353294610772,0.6234281476354382,
ENSMUSG00000002043,0.8530006192647694,0.010531832423107148,0.10926776138973666
ENSMUSG00000002052,-0.060328474587278816,0.7747067425086711,0.9405470797783801
ENSMUSG00000002055,-0.09472828020460833,0.9167368765928187,
ENSMUSG00000002057,,,
ENSMUSG00000002058,0.3185779207297316,0.7197391288478201,
ENSMUSG00000002059,-0.13306858945963454,0.6415513821905554,0.8965890038639874
ENSMUSG00000002064,-0.07445427193258787,0.6981599376262491,0.9184057446790316
ENSMUSG00000002068,-0.13400569476847357,0.819128919865916,0.9538404366333456
ENSMUSG00000002076,0.16323666653124247,0.7423472319438511,0.9309428745215564
ENSMUSG00000002083,0.708789770625189,0.05113761480850506,0.29980441316700546
ENSMUSG00000002100,0.9481422776692929,0.5576941423051598,
ENSMUSG00000002102,-0.2213118734066043,0.20687662325271694,0.6106866867877432
ENSMUSG00000002103,0.10279087252351438,0.6242059083734954,0.890758049870571
