gene,TBI Chronic vs CControl Log2 fold change,Chronic pval,Chronic padj
ENSMUSG00000000740,0.04109500443335061,0.7321441542229944,0.9999543473702648
ENSMUSG00000000743,-0.19745309826259783,0.323024762149154,0.9999543473702648
ENSMUSG00000000751,0.0031991979369991237,0.9859180756573562,0.9999543473702648
ENSMUSG00000000753,-0.04348333639902299,0.8784303996674001,0.9999543473702648
ENSMUSG00000000759,0.15685797721316372,0.28052083556281915,0.9999543473702648
ENSMUSG00000000766,,,
ENSMUSG00000000776,0.19281035850211117,0.4238865995605924,0.9999543473702648
ENSMUSG00000000782,0.09041344110142532,0.5079523595789333,0.9999543473702648
ENSMUSG00000000787,-0.07459144516138008,0.6262253883013721,0.9999543473702648
ENSMUSG00000000791,0.5162553842923407,0.8418848200782371,0.9999543473702648
ENSMUSG00000000792,0.38660003735464493,0.12293574177935196,0.9999543473702648
ENSMUSG00000000794,-0.1185329761017835,0.9029465273236188,0.9999543473702648
ENSMUSG00000000804,-0.13182213148979005,0.31832550128002135,0.9999543473702648
ENSMUSG00000000805,0.058593710342123934,0.6825214782293436,0.9999543473702648
ENSMUSG00000000811,0.2116556651920908,0.32800287578642284,0.9999543473702648
ENSMUSG00000000817,-0.34150563391350136,0.7978671615066989,0.9999543473702648
ENSMUSG00000000823,0.05693452340644367,0.7287566220934037,0.9999543473702648
ENSMUSG00000000826,0.08729754920366858,0.506724713273814,0.9999543473702648
ENSMUSG00000000827,0.028590922182229205,0.8227270361982739,0.9999543473702648
ENSMUSG00000000838,-0.14247693249707982,0.36292694564538464,0.9999543473702648
ENSMUSG00000000861,-1.2344875230968215,0.26614430261341115,0.9999543473702648
ENSMUSG00000000869,-0.612334681752044,0.6293091813892875,0.9999543473702648
ENSMUSG00000000876,-0.042340327032390136,0.8128589888529058,0.9999543473702648
ENSMUSG00000000881,0.3429446872579935,0.2611791575621637,0.9999543473702648
ENSMUSG00000000884,-0.39956168584877083,0.43754549675581145,0.9999543473702648
ENSMUSG00000000889,-0.49994649220834864,0.1671767860453902,0.9999543473702648
ENSMUSG00000000901,0.10141663692779804,0.753659056187656,0.9999543473702648
ENSMUSG00000000902,0.0008731384612146684,0.9957475532867203,0.9999543473702648
ENSMUSG00000000903,0.5487458804689186,0.6586868256806373,0.9999543473702648
ENSMUSG00000000915,0.009401859802080446,0.952075971642781,0.9999543473702648
ENSMUSG00000000916,-0.17566513612959708,0.5119110595052305,0.9999543473702648
ENSMUSG00000000934,0.16324030461433797,0.6739123565637828,0.9999543473702648
ENSMUSG00000000938,,,
ENSMUSG00000000942,,,
ENSMUSG00000000948,0.004529037754857429,0.9850074707264868,0.9999543473702648
ENSMUSG00000000957,0.44633910436901797,0.08024749720032821,0.9999543473702648
ENSMUSG00000000958,-0.3367519214528579,0.2705778997680178,0.9999543473702648
ENSMUSG00000000959,-0.09278487978358739,0.6005591209364884,0.9999543473702648
ENSMUSG00000000976,0.0463692874199201,0.7910279726793833,0.9999543473702648
ENSMUSG00000000982,-0.9635443903249048,0.4220851183166682,0.9999543473702648
ENSMUSG00000000983,,,
ENSMUSG00000001014,,,
ENSMUSG00000001016,-0.06803646560988678,0.6734842600145534,0.9999543473702648
ENSMUSG00000001017,-0.10500820787469915,0.39659527670580885,0.9999543473702648
ENSMUSG00000001018,-0.06387785528536036,0.6501493738681069,0.9999543473702648
ENSMUSG00000001020,-0.23782701390301633,0.6049854515311421,0.9999543473702648
ENSMUSG00000001021,,,
ENSMUSG00000001023,,,
ENSMUSG00000001025,0.26535747338026977,0.43934641332075364,0.9999543473702648
ENSMUSG00000001027,1.2818077527766427,0.04659503997863188,0.9999543473702648
ENSMUSG00000001029,0.032134708048673674,0.8034464907536801,0.9999543473702648
ENSMUSG00000001034,0.0765215544141007,0.6781190319293142,0.9999543473702648
ENSMUSG00000001036,-0.013005736934002773,0.9158103132389311,0.9999543473702648
ENSMUSG00000001039,0.24816241259068916,0.3213296297803342,0.9999543473702648
ENSMUSG00000001052,0.07334135679766844,0.6178139520473847,0.9999543473702648
ENSMUSG00000001053,0.10938810724211222,0.4936741494106074,0.9999543473702648
ENSMUSG00000001054,-0.12960827126897853,0.4720667183425177,0.9999543473702648
ENSMUSG00000001056,-0.19250237822998362,0.44201003694333163,0.9999543473702648
ENSMUSG00000001062,-0.2610582060991189,0.2990043299252947,0.9999543473702648
ENSMUSG00000001065,0.05754528719897914,0.804213169472004,0.9999543473702648
ENSMUSG00000001076,,,
ENSMUSG00000001082,0.015845020124196793,0.9402289896400305,0.9999543473702648
ENSMUSG00000001089,0.08977645638260101,0.4829700067214747,0.9999543473702648
ENSMUSG00000001095,,,
ENSMUSG00000001098,0.054856303096483504,0.7056685316481583,0.9999543473702648
ENSMUSG00000001100,0.18703011896091665,0.2729672322771076,0.9999543473702648
ENSMUSG00000001103,0.1416554986402488,0.7303867888698203,0.9999543473702648
ENSMUSG00000001105,-0.045808248473172136,0.7520364060262941,0.9999543473702648
ENSMUSG00000001119,-0.6979648327279357,0.11394198688256113,0.9999543473702648
ENSMUSG00000001120,0.2659558029857983,0.25590691704169033,0.9999543473702648
ENSMUSG00000001123,-0.007637791346909966,0.9514506317067735,0.9999543473702648
ENSMUSG00000001127,-0.08329237416173457,0.5754329983096704,0.9999543473702648
ENSMUSG00000001128,-0.44614711917170824,0.3607707601878479,0.9999543473702648
ENSMUSG00000001131,-0.2888412405646203,0.7131584505246615,0.9999543473702648
ENSMUSG00000001134,-0.14138965575925408,0.6193996710061829,0.9999543473702648
ENSMUSG00000001138,-0.10581256439190873,0.5348140410463482,0.9999543473702648
ENSMUSG00000001143,0.1156146231857597,0.5931265228157405,0.9999543473702648
ENSMUSG00000001150,0.16341572881524324,0.3631642051575634,0.9999543473702648
ENSMUSG00000001151,0.24869488873585283,0.22175112550804998,0.9999543473702648
ENSMUSG00000001155,,,
ENSMUSG00000001156,0.02692070222339147,0.8853788013555728,0.9999543473702648
ENSMUSG00000001157,0.015876828421179417,0.9395289797982305,0.9999543473702648
ENSMUSG00000001158,0.07977627928068304,0.658113510037337,0.9999543473702648
ENSMUSG00000001166,-0.20963895445458827,0.5273176052373425,0.9999543473702648
ENSMUSG00000001168,4.416862427077,0.14546701837058035,0.9999543473702648
ENSMUSG00000001173,0.0049368755238575375,0.9743485141725452,0.9999543473702648
ENSMUSG00000001175,0.050800913576411,0.6786178629653565,0.9999543473702648
ENSMUSG00000001211,0.08358032759112459,0.5238804844963545,0.9999543473702648
ENSMUSG00000001225,0.3263816194230721,0.785576872167485,0.9999543473702648
ENSMUSG00000001227,0.12320626931293727,0.5326980411581836,0.9999543473702648
ENSMUSG00000001228,0.21774002284756605,0.6004105781575635,0.9999543473702648
ENSMUSG00000001229,-0.025931786552603947,0.8953572135383034,0.9999543473702648
ENSMUSG00000001240,-0.07738760057596401,0.5480626225517805,0.9999543473702648
ENSMUSG00000001247,0.1622389785341331,0.2339518869549415,0.9999543473702648
ENSMUSG00000001248,-0.10023037990535863,0.4991739833563552,0.9999543473702648
ENSMUSG00000001249,1.390870103573255,0.21109329203206117,0.9999543473702648
ENSMUSG00000001260,-2.561024519752415,0.5678479179063686,0.9999543473702648
ENSMUSG00000001270,0.045081901138270805,0.7987518343228954,0.9999543473702648
ENSMUSG00000001280,-0.10076873907708452,0.424290860324518,0.9999543473702648
ENSMUSG00000001281,-0.48406078706539485,0.3137596261674408,0.9999543473702648
ENSMUSG00000001285,-0.11292861817878305,0.5942643628742208,0.9999543473702648
ENSMUSG00000001288,0.08956567920944115,0.634539669146436,0.9999543473702648
ENSMUSG00000001289,0.13850035157000723,0.36619793908701825,0.9999543473702648
ENSMUSG00000001300,0.08357148513093804,0.607829698395149,0.9999543473702648
ENSMUSG00000001305,-0.38539146232839905,0.17011698074107884,0.9999543473702648
ENSMUSG00000001313,0.4532592765473112,0.010616870156601402,0.9999543473702648
ENSMUSG00000001323,-0.2506914962894395,0.22292785034866924,0.9999543473702648
ENSMUSG00000001333,0.019021752953721018,0.9762378748038762,0.9999543473702648
ENSMUSG00000001334,-0.5829903940253124,0.7093181700524336,0.9999543473702648
ENSMUSG00000001348,-0.1304012633509138,0.7753481777657774,0.9999543473702648
ENSMUSG00000001349,1.1093839416056044,0.27257453402027343,0.9999543473702648
ENSMUSG00000001366,0.0514892912506016,0.7533929482396848,0.9999543473702648
ENSMUSG00000001376,-0.07373632385342273,0.6550874678655867,0.9999543473702648
ENSMUSG00000001379,-0.11258365388198133,0.5824141390065943,0.9999543473702648
ENSMUSG00000001380,-0.037760356459683446,0.8450381841913377,0.9999543473702648
ENSMUSG00000001383,-0.05730565149205836,0.7423165234445925,0.9999543473702648
ENSMUSG00000001403,0.13761479709582974,0.7660582022583319,0.9999543473702648
ENSMUSG00000001415,-0.04044331329857607,0.7938216478161898,0.9999543473702648
ENSMUSG00000001416,0.06983305750971756,0.6363314741864936,0.9999543473702648
ENSMUSG00000001417,-1.5668918297567054,0.7498068959138317,0.9999543473702648
ENSMUSG00000001418,-0.0628044758753053,0.637574503635683,0.9999543473702648
ENSMUSG00000001419,0.12389507941919789,0.3867592762037513,0.9999543473702648
ENSMUSG00000001420,-0.3821572092402001,0.29176487766894454,0.9999543473702648
ENSMUSG00000001424,0.0311689516975437,0.8311966338238932,0.9999543473702648
ENSMUSG00000001435,-0.27144629434791795,0.2161095959592697,0.9999543473702648
ENSMUSG00000001436,0.37613430498493694,0.017806674295218126,0.9999543473702648
ENSMUSG00000001440,-0.09272442167366855,0.4507319579401242,0.9999543473702648
ENSMUSG00000001441,0.04741884867977964,0.7610955303844344,0.9999543473702648
ENSMUSG00000001444,-1.2784633726288,0.7072243913452105,0.9999543473702648
ENSMUSG00000001445,0.08929891677236994,0.7183053676872869,0.9999543473702648
ENSMUSG00000001467,0.25591566365954743,0.09375478185764019,0.9999543473702648
ENSMUSG00000001472,-0.0722397502048178,0.570181678844463,0.9999543473702648
ENSMUSG00000001473,0.024920830354198367,0.898573928828379,0.9999543473702648
ENSMUSG00000001482,-0.23210050152718298,0.30875160371766974,0.9999543473702648
ENSMUSG00000001493,0.21636184146714976,0.2731667873487331,0.9999543473702648
ENSMUSG00000001494,0.3792755792247408,0.8851337096574818,0.9999543473702648
ENSMUSG00000001496,,,
ENSMUSG00000001497,-1.6833445369282234,0.7314370225082261,0.9999543473702648
ENSMUSG00000001504,,,
ENSMUSG00000001506,-0.04057347639489437,0.9119219397031426,0.9999543473702648
ENSMUSG00000001507,0.03914448703445879,0.7859560469096938,0.9999543473702648
ENSMUSG00000001508,0.005900549050733472,0.9938547611456533,0.9999543473702648
ENSMUSG00000001510,,,
ENSMUSG00000001517,-0.0011304113726703533,0.9966675255709879,0.9999543473702648
ENSMUSG00000001518,-0.025134124950311646,0.9176355895781693,0.9999543473702648
ENSMUSG00000001520,0.218954003765656,0.34870090172531576,0.9999543473702648
ENSMUSG00000001521,-0.048823513284678106,0.7933313222384362,0.9999543473702648
ENSMUSG00000001524,-0.20627059586744786,0.5522485487900091,0.9999543473702648
ENSMUSG00000001525,0.03024910709466252,0.8206057862041584,0.9999543473702648
ENSMUSG00000001542,-0.06400929697942036,0.695440932615057,0.9999543473702648
ENSMUSG00000001552,-0.058967391644967455,0.6317096807477671,0.9999543473702648
ENSMUSG00000001555,-0.1911980182879756,0.49230612633974513,0.9999543473702648
ENSMUSG00000001558,0.005064273809939332,0.9817027339257545,0.9999543473702648
ENSMUSG00000001566,,,
ENSMUSG00000001569,-0.22962752248161566,0.2128572816883243,0.9999543473702648
ENSMUSG00000001576,0.0724819856384143,0.6596120473073834,0.9999543473702648
ENSMUSG00000001583,0.45866124365653627,0.5936398329165467,0.9999543473702648
ENSMUSG00000001588,0.8678392661958301,0.1892820798160858,0.9999543473702648
ENSMUSG00000001604,0.21368346887537534,0.641562420330889,0.9999543473702648
ENSMUSG00000001622,-0.7801967818680164,0.8758970267260253,0.9999543473702648
ENSMUSG00000001627,0.07073807068836524,0.7088546347608057,0.9999543473702648
ENSMUSG00000001630,-0.010052847842345754,0.9472565607488925,0.9999543473702648
ENSMUSG00000001632,-0.03967505499317916,0.7971977208350408,0.9999543473702648
ENSMUSG00000001642,-0.15948493706530295,0.4021092181263374,0.9999543473702648
ENSMUSG00000001655,,,
ENSMUSG00000001656,,,
ENSMUSG00000001657,,,
ENSMUSG00000001661,,,
ENSMUSG00000001663,0.5204300459435864,0.06386761254015665,0.9999543473702648
ENSMUSG00000001665,0.02669934031073423,0.9129737682004558,0.9999543473702648
ENSMUSG00000001666,0.3096075236138726,0.4950960226368817,0.9999543473702648
ENSMUSG00000001670,,,
ENSMUSG00000001672,-0.28216706478367687,0.9450274533925482,0.9999543473702648
ENSMUSG00000001674,-0.09244574729849267,0.5935784630837426,0.9999543473702648
ENSMUSG00000001687,0.04830780413571669,0.7244632923650646,0.9999543473702648
ENSMUSG00000001700,0.12029940205000407,0.6282512250579706,0.9999543473702648
ENSMUSG00000001707,-0.20825400311724926,0.5300284694948844,0.9999543473702648
ENSMUSG00000001729,-0.08145076402294499,0.5730205760440833,0.9999543473702648
ENSMUSG00000001739,0.5040365506589615,0.3710768702478603,0.9999543473702648
ENSMUSG00000001741,-0.2712196004968695,0.4991354752839904,0.9999543473702648
ENSMUSG00000001750,-0.11829832445126925,0.5206793137283162,0.9999543473702648
ENSMUSG00000001751,-0.1970219918016311,0.4023849282978418,0.9999543473702648
ENSMUSG00000001755,-0.32143289240705025,0.21442694557770503,0.9999543473702648
ENSMUSG00000001761,0.08043750073867657,0.6594995112857158,0.9999543473702648
ENSMUSG00000001763,-0.702469291608688,0.47485699461707453,0.9999543473702648
ENSMUSG00000001767,-0.13075281803548358,0.3682000872679323,0.9999543473702648
ENSMUSG00000001768,-0.032125820036832176,0.8112024728718832,0.9999543473702648
ENSMUSG00000001773,,,
ENSMUSG00000001774,-0.12367870276914204,0.41061811447073937,0.9999543473702648
ENSMUSG00000001783,-0.11268663024279357,0.5101951568326686,0.9999543473702648
ENSMUSG00000001785,0.028625349468265275,0.8718206298670019,0.9999543473702648
ENSMUSG00000001786,-0.04037326243233846,0.795393104621577,0.9999543473702648
ENSMUSG00000001794,0.12729548685972045,0.2877312488775985,0.9999543473702648
ENSMUSG00000001802,0.47830027983175677,0.44712281693509215,0.9999543473702648
ENSMUSG00000001804,1.771258890111844,0.7119469526471953,0.9999543473702648
ENSMUSG00000001815,,,
ENSMUSG00000001819,,,
ENSMUSG00000001823,,,
ENSMUSG00000001827,0.8547380723224192,0.6593424030438488,0.9999543473702648
ENSMUSG00000001829,0.13424287470555551,0.474905740592677,0.9999543473702648
ENSMUSG00000001833,0.24182876984238807,0.07539845795670913,0.9999543473702648
ENSMUSG00000001844,-0.03348414736242426,0.8736274584032417,0.9999543473702648
ENSMUSG00000001847,0.006179466135955966,0.9624167258130253,0.9999543473702648
ENSMUSG00000001855,-0.028288149544452315,0.8428141193176449,0.9999543473702648
ENSMUSG00000001864,0.09159372185761439,0.4986648113501251,0.9999543473702648
ENSMUSG00000001865,3.4384097134740683,0.40399661055809954,0.9999543473702648
ENSMUSG00000001870,0.26481956799080125,0.22164931105649854,0.9999543473702648
ENSMUSG00000001891,0.03682847620936303,0.803145555376628,0.9999543473702648
ENSMUSG00000001901,-1.5223427157830465,0.1280104131945615,0.9999543473702648
ENSMUSG00000001909,-0.13457997685061446,0.5476037317969541,0.9999543473702648
ENSMUSG00000001910,-0.18353738625296306,0.1928988300893404,0.9999543473702648
ENSMUSG00000001911,0.07326786110809871,0.6626420833720377,0.9999543473702648
ENSMUSG00000001918,0.1262455809453588,0.598714171797309,0.9999543473702648
ENSMUSG00000001924,-0.01579897525243264,0.9010706540175373,0.9999543473702648
ENSMUSG00000001930,-0.45419061878809375,0.015213640747456484,0.9999543473702648
ENSMUSG00000001942,-0.04334901449546163,0.8000341559861814,0.9999543473702648
ENSMUSG00000001943,-0.11444719464590218,0.5911828460776773,0.9999543473702648
ENSMUSG00000001946,0.04224041438549007,0.7316282548207995,0.9999543473702648
ENSMUSG00000001948,-0.09535524777128294,0.8458993572890778,0.9999543473702648
ENSMUSG00000001962,-0.08647948708477073,0.6260264032153109,0.9999543473702648
ENSMUSG00000001964,0.03138785252408412,0.8352708012330087,0.9999543473702648
ENSMUSG00000001983,-0.08403901743822106,0.8358289755127225,0.9999543473702648
ENSMUSG00000001985,0.8677851486466689,0.7404134044779934,0.9999543473702648
ENSMUSG00000001986,0.44029744053358094,0.5528812301097068,0.9999543473702648
ENSMUSG00000001988,2.0656544384934388,0.16683648895446457,0.9999543473702648
ENSMUSG00000001995,-0.011876136311296108,0.9279841123614413,0.9999543473702648
ENSMUSG00000001998,-0.24234449143511555,0.1275842525088488,0.9999543473702648
ENSMUSG00000001999,-0.05096199947559911,0.846471264005533,0.9999543473702648
ENSMUSG00000002006,0.33333575771269064,0.3997515479004632,0.9999543473702648
ENSMUSG00000002007,-0.28177460219660366,0.2529891775508395,0.9999543473702648
ENSMUSG00000002010,0.036446768549455576,0.7919373168712511,0.9999543473702648
ENSMUSG00000002012,-0.3335825619742082,0.7792590043388504,0.9999543473702648
ENSMUSG00000002014,0.09482674871394851,0.5780214114163896,0.9999543473702648
ENSMUSG00000002015,0.07775933392952822,0.5689936290039561,0.9999543473702648
ENSMUSG00000002017,0.25332225064607206,0.14476337266085698,0.9999543473702648
ENSMUSG00000002020,-0.4370648476299594,0.667826580425986,0.9999543473702648
ENSMUSG00000002028,0.03374983143371817,0.8535218646758547,0.9999543473702648
ENSMUSG00000002031,-0.030251479797020732,0.867586651361002,0.9999543473702648
ENSMUSG00000002032,-0.17939275511817598,0.8056390975089843,0.9999543473702648
ENSMUSG00000002033,-1.0087924715372873,0.47095899445560163,0.9999543473702648
ENSMUSG00000002043,-0.35375245269207206,0.38842104696897795,0.9999543473702648
ENSMUSG00000002052,-0.007539390686960629,0.9603973628703559,0.9999543473702648
ENSMUSG00000002055,1.3458766635156603,0.5095070373441211,0.9999543473702648
ENSMUSG00000002057,,,
ENSMUSG00000002058,-0.36538048449397553,0.630575670520095,0.9999543473702648
ENSMUSG00000002059,-0.30346719729738003,0.3366550347689772,0.9999543473702648
ENSMUSG00000002064,-0.0018893823609507738,0.9912076088675824,0.9999543473702648
ENSMUSG00000002068,-1.4649484426977428,0.1384847589666957,0.9999543473702648
