gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,TBI Chronic vs CControl Log2 fold change,Chronic pval,Chronic padj
ENSMUSG00000000827,-0.5322616220833883,0.0015477391226099168,0.025418390632362446,0.03445243972601704,0.851286856417125,0.9697371250091659,0.04639811632507955,0.7215330929061129,0.9999068176988547
ENSMUSG00000000838,-0.057010623811215654,0.7886759253917672,0.9318603467805646,0.025129088551194913,0.8954315515951686,0.9813696236719945,-0.1235939121690954,0.4225162021803628,0.9999068176988547
ENSMUSG00000000876,0.364947402934757,0.07204376708035468,0.31834137662244166,-0.038539398500579976,0.8594224539461607,0.9726509748259394,-0.024860063694100046,0.8779819003320659,0.9999068176988547
ENSMUSG00000000902,-0.3126146219944017,0.12638803864181547,0.427237096317938,0.0012917216633510542,0.9946807650024247,0.9994276890454458,0.018605112016981014,0.903364264793772,0.9999068176988547
ENSMUSG00000000915,0.4290396540078025,0.018638331883830798,0.14195745916931224,-0.09688139457019722,0.6200740944667409,0.8895569499987172,0.02675972166990789,0.8580241212434802,0.9999068176988547
ENSMUSG00000000948,0.36167760797303256,0.05685472792461374,0.2802079862170882,-0.5201255692088778,0.020005222767955192,0.24549266225247873,0.02387507604897125,0.9085607213579837,0.9999068176988547
ENSMUSG00000000959,0.110233998199758,0.5045260977671369,0.8077205444017701,0.3002600574086781,0.1482255160654631,0.5628347076139957,-0.07540893974407802,0.6565596062234712,0.9999068176988547
ENSMUSG00000000976,-0.11728896385079432,0.5031583328068685,0.8071626246472414,0.014722887849547247,0.9396721315282027,0.9904905309188504,0.06359498831560606,0.6949065523873512,0.9999068176988547
ENSMUSG00000001016,-0.32780381786993046,0.06731618197627308,0.30726894181758,-0.3497667921816746,0.10038107107451873,0.4826157092519305,-0.04963055619872999,0.7469999056751396,0.9999068176988547
ENSMUSG00000001017,0.03436793821678817,0.827997751107101,0.9476250939367531,-0.20530499933035995,0.2751391251607914,0.6954271557922335,-0.0870904832226499,0.4946888705087783,0.9999068176988547
ENSMUSG00000001018,0.40962051281363365,0.016465784809918574,0.1303210659202692,-0.10529931134164729,0.6040691676105958,0.8840630385747897,-0.04670223277624966,0.7379865516229916,0.9999068176988547
ENSMUSG00000001029,0.18781046117085803,0.37338320536261915,0.7174676891754,-0.5900830440027133,0.0027252456941532846,0.08634784615368461,0.049476057124134845,0.7123116309929425,0.9999068176988547
ENSMUSG00000001034,0.10402697051507054,0.5511884633848687,0.8336097621627557,0.2054884000398957,0.355759967323495,0.7566423081805885,0.09401054028973964,0.575437520150287,0.9999068176988547
ENSMUSG00000001036,0.4181385171917341,0.021557886504387298,0.15435133452687108,0.12992326917724725,0.48464304582700046,0.8303964156852421,0.004704007048405765,0.9711213547027302,0.9999068176988547
ENSMUSG00000001039,-0.20492464261348287,0.30237535142023797,0.6562843874575264,0.28327483814413545,0.19414044348070691,,0.26426768386845334,0.23011941204587372,0.9999068176988547
ENSMUSG00000001052,-0.22647701402227527,0.243769776070887,0.5999644970021479,0.3542949941551135,0.09750348630723248,0.477390406992536,0.0912904592277816,0.5443179292850253,0.9999068176988547
ENSMUSG00000001053,-0.2829930483878143,0.21434738512029772,0.5647645702491114,-0.022365663710086015,0.9320088756591938,0.9882540965191643,0.12823914103828565,0.4220977893944954,0.9999068176988547
ENSMUSG00000001054,-0.3568320521760153,0.08515221797237658,0.34908913576908074,0.12208511762138895,0.5580838455587085,0.862047194808067,-0.11054166598753078,0.538239156220083,0.9999068176988547
ENSMUSG00000001082,-0.23574104638248825,0.3139885718202615,0.6664437026545831,-0.08362171134882108,0.706935186887494,0.9222605349016565,0.03347681847571073,0.8564073901200764,0.9999068176988547
ENSMUSG00000001089,-0.0455530458821806,0.7865263671966539,0.9309590619536371,0.04453038253369581,0.8176117614224372,0.9588829683793784,0.10785524696837316,0.4163283136837721,0.9999068176988547
ENSMUSG00000001098,0.31610304101503783,0.0570569706072189,0.2805864624433603,-0.4405735469582289,0.025244498403942342,0.270834599118134,0.07175919698908466,0.6162238861493052,0.9999068176988547
ENSMUSG00000001100,0.005575464243602498,0.9774601174505697,0.9921158925681266,0.1542171119102463,0.4730985873573996,0.8243928321628685,0.20358785394545054,0.20561416395724408,0.9999068176988547
ENSMUSG00000001105,-0.20480076547597895,0.2347557656065523,0.5880456626235946,-0.20604406150589172,0.37352216886757483,0.7697431909094793,-0.027425218936341016,0.8460160703681914,0.9999068176988547
ENSMUSG00000001120,-0.06604068095551047,0.7380005441710616,0.913003498069755,-0.09216722823806207,0.6734843169602522,,0.2829074243153254,0.15929062363369018,0.9999068176988547
ENSMUSG00000001123,-0.05727343220585112,0.7288025074526272,0.9097156892190723,-0.12422928771158986,0.5531637371492639,0.861331087996165,0.010270535108078434,0.9363063170382988,0.9999068176988547
ENSMUSG00000001127,0.21850369200779482,0.17683021142728483,0.5100448432789193,-0.002289959573579887,0.990602704154297,0.9987615917977083,-0.06617909806662628,0.6500768733132193,0.9999068176988547
ENSMUSG00000001138,0.30690224827584306,0.14371190400826014,0.45772967244327867,0.02424592096684823,0.9132836774857283,0.9865060261710701,-0.08867719115443881,0.5749043105581195,0.9999068176988547
ENSMUSG00000001143,0.04318392662360902,0.8076512626361407,0.9387509756369298,0.23410485248804822,0.3198288826735953,0.7279662869058309,0.13257316457872312,0.48868714221465726,0.9999068176988547
ENSMUSG00000001150,0.28113219855282984,0.11645046746649836,0.40994331602618417,0.09097596273902232,0.6687925831946577,0.9051735275892392,0.17948101673711198,0.2886651714296984,0.9999068176988547
ENSMUSG00000001151,0.31007929344873325,0.2857825570126604,0.6392785267272493,0.38589147561971715,0.10010604409471535,0.481892793833278,0.26595059107230096,0.17907239063564884,0.9999068176988547
ENSMUSG00000001156,-0.3355629630014665,0.22438198169597778,0.5767209526277772,0.49925096283535625,0.029273709513338093,0.2846730166636689,0.04613125039752564,0.8056364944635255,0.9999068176988547
ENSMUSG00000001157,0.27899061783301243,0.11842286727415298,0.41318615929253155,-0.02458997901521822,0.9023008037598124,0.9836823004958596,0.03453413622086322,0.8523029392564672,0.9999068176988547
ENSMUSG00000001158,0.14059543832758273,0.42920810445732327,0.755147193023134,-0.3058754260874269,0.1892243528225731,0.6133725248097747,0.09748986164579133,0.5672559922581819,0.9999068176988547
ENSMUSG00000001173,-0.11090426865558468,0.48349423240985123,0.7946302888207712,0.1660807911995946,0.39511820443299583,0.7813289365506465,0.02292210048446498,0.8755806366779112,0.9999068176988547
ENSMUSG00000001175,-0.2567581640548226,0.1256407827661757,0.4254210581471974,-0.3271601867833219,0.06545075632647744,0.41577286899145405,0.06960928883443082,0.5979480931717873,0.9999068176988547
ENSMUSG00000001211,0.17324393513641329,0.3378805615854198,0.6884166018541156,-0.08910236760175956,0.6465794123804766,0.8989827365457448,0.1012421600520239,0.4493551534315581,0.9999068176988547
ENSMUSG00000001227,-0.36189487815523863,0.05872092825323293,0.2852107685891776,0.2369880331224081,0.32970374405575653,0.7377538770752688,0.14225185319474382,0.44060141524219987,0.9999068176988547
ENSMUSG00000001229,0.10401295894209653,0.5735123221419178,0.8445680419118572,0.5470562661864606,0.006501427548644629,0.13808389114992203,-0.008738374914014654,0.9610591986790815,0.9999068176988547
ENSMUSG00000001240,0.12943638566938723,0.511952086841336,0.8125253973898506,0.15210645481136253,0.45367952214538954,0.812987482508529,-0.060400532005826534,0.6481564240208569,0.9999068176988547
ENSMUSG00000001247,0.44080511857496296,0.019518856076765952,0.14535800232353327,-0.5165885533954371,0.028906521100270925,0.2835993840433941,0.17891835448726512,0.2010411866088575,0.9999068176988547
ENSMUSG00000001248,-0.20102270361572558,0.34477259024639373,0.69419448747668,0.3192104109042086,0.10785032228374296,0.5006948716369584,-0.0822295141059332,0.5667086859838839,0.9999068176988547
ENSMUSG00000001270,-0.6553759545808582,0.003471179116408773,0.04630000841734409,-0.16708881432655548,0.4937424892836285,0.8333426393782286,0.062331119537744804,0.7026737805120531,0.9999068176988547
ENSMUSG00000001280,-0.02490037106593268,0.8928928962925333,0.9678816110749977,0.13949666556063153,0.51234713629474,0.8423149192160599,-0.08308586044639804,0.5232987615915986,0.9999068176988547
ENSMUSG00000001285,0.28041886534003113,0.19359126643270497,0.5394414822513303,-0.3221977273632742,0.11084893023338341,0.5073368489032727,-0.09607618677531149,0.6115739157763622,0.9999068176988547
ENSMUSG00000001289,0.24237387133243193,0.22110505583560036,0.5724043202469745,-0.1810203403712134,0.41529826083656196,0.7900743227795722,0.1580361280098592,0.3211549178568778,0.9999068176988547
ENSMUSG00000001300,0.21789343396331218,0.2766336570580298,0.6323105250218418,0.14400032436583246,0.5026704547498799,0.8395184677979267,0.1022611509756026,0.5393831050615684,0.9999068176988547
ENSMUSG00000001313,-0.008560994853615625,0.9775118737905271,0.9921158925681266,-0.4761202209711444,0.027456620787254124,0.28021004475877614,0.4710623226867459,0.003440209022773547,0.8892858734059412
ENSMUSG00000001323,0.2022643710838278,0.26684246860575933,0.6232649422279114,0.08717797961955816,0.6803650969737732,0.9092312125677167,-0.23286888153182,0.19873101227364576,0.9999068176988547
ENSMUSG00000001366,0.015335524341968729,0.9247917651029351,0.9759649313420155,-0.012325097439859623,0.9494298193688366,0.9922998423064048,0.06858944017543313,0.6589524614064142,0.9999068176988547
ENSMUSG00000001376,-0.01276131125392444,0.9433579194941569,0.9830699491273552,-0.2467483668835614,0.19212459826724337,0.6160943430282795,-0.056574405690229354,0.7264984222852269,0.9999068176988547
ENSMUSG00000001380,-0.26221094389666927,0.13542785539450478,0.44408393680319513,-0.0757414566788247,0.7006232050466379,0.918209526735982,-0.019887000212030898,0.9104322229877174,0.9999068176988547
ENSMUSG00000001383,-0.011441198505934442,0.9509019309302643,0.9840161766259566,-0.38442822749064537,0.04716051606044483,0.35876657391799144,-0.03996719492302924,0.8036858517340129,0.9999068176988547
ENSMUSG00000001415,0.10761755263068704,0.5652329932646967,0.8416569108246323,0.07242250303295346,0.7096135113223501,0.9235727367059071,-0.022882464044626117,0.875203662367023,0.9999068176988547
ENSMUSG00000001416,-0.5302068726788196,0.002993219897383082,0.04156046137112373,0.051779217385445074,0.829085618050967,0.9617128501009685,0.08795395499308399,0.5428832250895947,0.9999068176988547
ENSMUSG00000001418,0.30036724264081827,0.06532819299552842,0.30098313581750463,-0.26325840892430646,0.24873988166687389,0.6764644428274837,-0.04565119761053281,0.7377847797259822,0.9999068176988547
ENSMUSG00000001419,0.25983846907024444,0.1560216902015289,0.4772473562890518,-0.01515300095893989,0.9419536026465104,0.9904905309188504,0.14169240275341435,0.3387691549904527,0.9999068176988547
ENSMUSG00000001424,-0.567719861856344,0.00117174605959161,0.020803770693154644,0.059456168604837684,0.7446042801112172,0.9383450039125801,0.04861074534410134,0.7349811660703098,0.9999068176988547
ENSMUSG00000001435,-0.37137513294110436,0.04486846393698778,0.24697619351635472,1.077848232468454,9.482656669190874e-08,3.858443089974455e-05,-0.25486055566739463,0.21190731988161904,0.9999068176988547
ENSMUSG00000001440,-0.3953912342503942,0.012063697067679263,0.10589991535024013,0.21877032267463895,0.2474741544988548,0.6750004528792294,-0.07500139495773404,0.557512708839738,0.9999068176988547
ENSMUSG00000001441,0.030069775992658487,0.8709533440552717,0.9615861640318918,0.20835255101240646,0.30173333572674677,0.7116394962771251,0.06509599421036014,0.6647524528406117,0.9999068176988547
ENSMUSG00000001445,0.1767390042850893,0.40822079358020025,0.7416573137708828,-0.3038283118625257,0.16626192408793028,0.5883187520673946,0.1071482977051444,0.6191843014141398,0.9999068176988547
ENSMUSG00000001467,-0.2848368725313659,0.07921334378974568,0.33575267442039813,-0.7778834025394343,0.0003539537537983962,0.023388174962524797,0.2746659450641417,0.0692583875842048,0.9999068176988547
ENSMUSG00000001472,-0.07379878270720339,0.6357522291435382,0.8717849200426728,-0.06492929185586847,0.7196078859658647,0.929498682015911,-0.0550299930136533,0.6771396330041828,0.9999068176988547
ENSMUSG00000001473,-2.157708749038732,9.793632632955012e-13,9.650400755698044e-10,1.0211939480417729,1.9176067678212244e-05,0.003435642523176135,0.04504562364920147,0.8139912788566367,0.9999068176988547
ENSMUSG00000001493,-1.2043099086992366,2.0332804513840337e-06,0.00015714068429666998,-0.2636047089927103,0.29669998503120787,0.7092725987248819,0.2348505968135009,0.19482554775005945,0.9999068176988547
ENSMUSG00000001507,-0.4475989117095601,0.020164237911189747,0.1482786263562582,0.3703587792890963,0.08907776476504524,0.4625955836434782,0.056820659384122264,0.6905114861878295,0.9999068176988547
ENSMUSG00000001518,-0.02249655315969697,0.907337265098335,0.9727376119638481,-0.06372304292004623,0.7618094627461973,0.9442919603159935,-0.009656248330607325,0.964961072635482,0.9999068176988547
ENSMUSG00000001521,-0.2841725927543872,0.15552598474722837,0.47686166385157575,0.16861752113390124,0.42626655637099065,0.7990312591616735,-0.030910092728582833,0.8526263902375962,0.9999068176988547
ENSMUSG00000001525,-0.28173824183870155,0.08499899616661244,0.34898285769864884,-0.3111655571329049,0.09350195032494318,0.47115834904366255,0.04857656486710292,0.7301128990490422,0.9999068176988547
ENSMUSG00000001542,-0.10841942783688702,0.6496158535304009,0.876926011697779,-0.13212344578230206,0.5798298143360171,0.8744384751102124,-0.044242038847827625,0.7852110642901582,0.9999068176988547
ENSMUSG00000001552,0.0387688617003253,0.8146425944171725,0.9419884328481323,-0.28177268504393466,0.14774201274234844,0.5615503935649439,-0.0415090547920357,0.7479260935294489,0.9999068176988547
ENSMUSG00000001558,0.03130847618916037,0.8848718650615949,0.9646584030259373,0.17813085405206255,0.3699105830142233,0.7662858299257664,0.02232397287861705,0.912242881875923,0.9999068176988547
ENSMUSG00000001569,0.14634348874582,0.4259874362098487,0.7531958539532246,0.13626855631903154,0.5311050365312815,0.8531400593620616,-0.2122427957644489,0.2111266823105249,0.9999068176988547
ENSMUSG00000001576,-0.1382410458581376,0.4084514033430361,0.7416573137708828,0.0023260810971348876,0.990416340278195,0.9987615917977083,0.08975679738555736,0.5570436894706843,0.9999068176988547
ENSMUSG00000001627,-0.11740482948830275,0.6186752777801705,0.8654738829304286,-0.313496965135182,0.21045744044508352,0.6393109909944756,0.09125000339060037,0.6390078266871648,0.9999068176988547
ENSMUSG00000001630,0.01135157130914696,0.9557129626596894,0.9858190758497547,-0.044732363891994205,0.8285272066840077,0.9617128501009685,0.00825544188943684,0.9548738442212009,0.9999068176988547
ENSMUSG00000001632,-0.10083272554750543,0.5508109345018679,0.8335700456034795,0.2766513999880801,0.15602483700588377,0.5730969687103064,-0.0220065194793755,0.8845840579263287,0.9999068176988547
