ensembl ID,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj
ENSMUSG00000000531,0.7168353334735156,0.005894001004767024,0.08371654330365401
ENSMUSG00000000532,0.04077350959176493,0.9141797456530703,0.9832105562327773
ENSMUSG00000000538,0.2563822723906407,0.21950142607437362,0.6700827662278751
ENSMUSG00000000544,1.7657592062090537,0.5868875248204497,
ENSMUSG00000000552,-0.3858574530447201,0.3969842193685852,0.8118264072039897
ENSMUSG00000000555,-0.7741947481079022,1.3209068859408467e-05,0.0007595707469863579
ENSMUSG00000000560,0.9635763729606592,0.8276551787794901,
ENSMUSG00000000561,-0.5253384809545888,0.052826697811344046,0.34145036065720263
ENSMUSG00000000562,-0.38484757925512075,0.7708519839441835,
ENSMUSG00000000563,0.12221207442621743,0.5246918355870392,0.8754900257938352
ENSMUSG00000000567,0.9297860387568,0.0032515958764558948,0.0561775157534325
ENSMUSG00000000568,-0.10509881790928759,0.5832733660892856,0.8975711417071568
ENSMUSG00000000579,,,
ENSMUSG00000000581,0.06615888175739854,0.7614507009572886,0.9506516173889866
ENSMUSG00000000594,0.547702295895277,0.02533246518545182,0.22131441098242516
ENSMUSG00000000600,-0.046621198471818004,0.8142805284620975,0.964200538928676
ENSMUSG00000000605,-0.20936473025977542,0.3434518552106761,0.7789457749303502
ENSMUSG00000000606,,,
ENSMUSG00000000617,-4.198720765786102,0.1117326393223053,
ENSMUSG00000000627,-0.9646068885421423,0.7968701975633721,
ENSMUSG00000000628,-0.2704639894625591,0.6831283198716117,0.9298700230783821
ENSMUSG00000000631,0.011393717352830263,0.9606132396114455,0.9946717541075362
ENSMUSG00000000632,2.1765848461701456,0.20641871292790692,
ENSMUSG00000000673,0.5680142514753538,0.7001357130284729,
ENSMUSG00000000682,-0.30771002083380855,0.6485237184022639,0.9180884840078835
ENSMUSG00000000686,0.24812809849762876,0.6585394001038588,0.9220264455081328
ENSMUSG00000000690,,,
ENSMUSG00000000693,-0.8213165904026907,0.42544569413199007,0.8309760757165489
ENSMUSG00000000701,,,
ENSMUSG00000000702,,,
ENSMUSG00000000706,1.6148221876673017,0.6240965318181529,
ENSMUSG00000000708,0.11610252352067475,0.5275035068799461,0.8768015082728366
ENSMUSG00000000711,0.3444896804438819,0.048158377894782334,0.32358931712417105
ENSMUSG00000000724,-0.3324106984721461,0.440994948808933,0.8385894174205368
ENSMUSG00000000730,3.442464765531555,0.32717349036409993,
ENSMUSG00000000731,1.730031910717953,0.6898139449120235,
ENSMUSG00000000732,-0.6641804573317269,0.002949142566201671,0.05289995568226439
ENSMUSG00000000738,0.16968446793477476,0.4687507034599493,0.8510741153418094
ENSMUSG00000000739,2.078925632853106,0.024514200242831113,
ENSMUSG00000000740,0.3147237601261514,0.24221424569334737,0.6957621137707691
ENSMUSG00000000743,0.3051908372329252,0.14768479385282474,0.5668668388707053
ENSMUSG00000000751,0.12002264759531787,0.6553127309335628,0.9212191840814554
ENSMUSG00000000753,-0.6058407890326164,0.09171526704610101,0.45313240913478353
ENSMUSG00000000759,0.21367145613811422,0.2387498778557139,0.6918718254295613
ENSMUSG00000000766,-1.705004093555627,0.518727292781733,
ENSMUSG00000000776,-0.8044811326855872,0.00024980317857618644,0.007888763903765592
ENSMUSG00000000782,0.3327961624794213,0.12937570467430193,0.5355747017227647
ENSMUSG00000000787,0.03539374831627043,0.8287685453698286,0.967403035120866
ENSMUSG00000000791,-3.840625614754519,0.16486509042014796,
ENSMUSG00000000792,-0.6674811351581689,0.5536197482998351,0.8876029323644004
ENSMUSG00000000794,1.376753057614477,0.3878066696648903,
ENSMUSG00000000804,0.10751059053223634,0.5739981788365529,0.8949136434573796
ENSMUSG00000000805,1.101983015851184,2.3805714633199515e-07,3.007130067313424e-05
ENSMUSG00000000811,-0.11975250753081405,0.6844829225934923,0.9298700230783821
ENSMUSG00000000817,-0.15305735500179368,0.8992817606714811,
ENSMUSG00000000823,0.42079903246154526,0.09980500162690638,0.4709414819572119
ENSMUSG00000000826,-0.07962309072325405,0.6387654197005057,0.9146646212693532
ENSMUSG00000000827,-0.4658830124725393,0.005388614073202989,0.0793037389250625
ENSMUSG00000000838,-0.06974208786024852,0.768878484309197,0.9516654342373331
ENSMUSG00000000861,1.6159721934122422,0.27002019707765856,
ENSMUSG00000000869,-3.1201307782566117,0.06111349078473024,
ENSMUSG00000000876,0.3080874175876391,0.14413945560171088,0.560518079807713
ENSMUSG00000000881,-0.19410971765791862,0.6168327061507606,0.9101885134516824
ENSMUSG00000000884,-0.048757763319557175,0.9233776481179798,0.9856738197095094
ENSMUSG00000000889,-1.8824308494127902,7.330304282472468e-08,1.0459936971961408e-05
ENSMUSG00000000901,-1.0634996060096142,0.03301706082672358,0.2592083160471916
ENSMUSG00000000902,-0.2806437771542146,0.19234060302301714,0.635002998844407
ENSMUSG00000000903,-0.36320091699708057,0.7963728920122923,
ENSMUSG00000000915,0.49815379291877043,0.011826484078729669,0.13774576816167214
ENSMUSG00000000916,-0.22446393382605548,0.4951628656585316,0.8624717243356803
ENSMUSG00000000934,0.11998316487697024,0.7965223571897228,0.959112958242754
ENSMUSG00000000938,,,
ENSMUSG00000000942,,,
ENSMUSG00000000948,0.5086110366541224,0.24056706955843876,0.6939397820346717
ENSMUSG00000000957,-1.8593480978594152,3.2164918493355504e-06,0.00023946548739183656
ENSMUSG00000000958,-0.3405161511621455,0.22667064951628968,0.6770654583149153
ENSMUSG00000000959,0.09724355162809242,0.6114975537226375,0.9074423495830107
ENSMUSG00000000976,-0.08881944470928947,0.6691653369372382,0.9238728537092735
ENSMUSG00000000982,-0.12188517048148145,0.9004835279809343,0.9805236804715736
ENSMUSG00000000983,,,
ENSMUSG00000001014,,,
ENSMUSG00000001016,-0.21703044383571368,0.284694280160779,0.7330965188429635
ENSMUSG00000001017,0.028378852569610567,0.8536871411971688,0.973161663805723
ENSMUSG00000001018,0.39780806111183165,0.01627284202324804,0.16933205160045614
ENSMUSG00000001020,0.3109304220702625,0.6289593144205279,0.9125599990593458
ENSMUSG00000001021,-0.9599977791574665,0.8282856423440546,
ENSMUSG00000001023,-1.9286264254935712,0.6551008490316961,
ENSMUSG00000001025,-3.3388884814741613,3.484043108210281e-33,1.342314708515716e-29
ENSMUSG00000001027,0.17511002203296072,0.7653255445505205,0.9506516173889866
ENSMUSG00000001029,0.2412050570336661,0.26359123361731307,0.7137194324333285
ENSMUSG00000001034,-0.006869584481107117,0.9711087547248607,0.9958637242169383
ENSMUSG00000001036,0.39232825907717817,0.02892748877357853,0.24019478959569973
ENSMUSG00000001039,-0.08076118817919202,0.7864605712930411,0.956939593531231
ENSMUSG00000001052,-0.23086117680434945,0.2244199153510662,0.675598026384011
ENSMUSG00000001053,-0.2943476287467442,0.19375549958296578,0.6366518939793093
ENSMUSG00000001054,-0.24545208788324402,0.23685096411735107,0.689453067344914
ENSMUSG00000001056,-0.49076669967692815,0.06373499859317315,0.37693390564664553
ENSMUSG00000001062,-0.041468919911084715,0.872192009774392,0.9762217406322802
ENSMUSG00000001065,0.38603970078851796,0.15828759645217216,0.5855425225454693
ENSMUSG00000001076,,,
ENSMUSG00000001082,-0.36855968887801843,0.253141272064481,0.7049191441634474
ENSMUSG00000001089,-0.04855733735749617,0.7641398161342163,0.9506516173889866
ENSMUSG00000001095,,,
ENSMUSG00000001098,0.3202388855982124,0.07415034481328642,0.4084099227725364
ENSMUSG00000001100,-0.06560694391260984,0.76436105161514,0.9506516173889866
ENSMUSG00000001103,-0.572543975587102,0.5592644160638509,0.890847574461798
ENSMUSG00000001105,-0.020381560101483464,0.9151066520860627,0.9833780313216807
ENSMUSG00000001119,-1.7052135338952161,3.3713007244728425e-05,0.001675971466608096
ENSMUSG00000001120,-0.0455648287530138,0.8699325719245281,0.9757065668848575
ENSMUSG00000001123,0.014318670794655281,0.9304269566533979,0.9869189395021918
ENSMUSG00000001127,0.24422866411786326,0.16226598013487192,0.5906123827435896
ENSMUSG00000001128,-0.16352971983492928,0.7131292489034309,0.9367124838201293
ENSMUSG00000001131,-4.059285552358529,3.0421355334821703e-15,3.8040983200779415e-12
ENSMUSG00000001134,-0.2145233525195111,0.5643295779747528,0.892241904664441
ENSMUSG00000001138,0.32602966560675484,0.12920799636244268,0.5354668395242436
ENSMUSG00000001143,0.07328287589824173,0.7196119345264771,0.938164761364947
ENSMUSG00000001150,0.32120611646225855,0.1227923471352206,0.5230145489775538
ENSMUSG00000001151,0.29025737908901683,0.32171173672179465,0.7642823454015073
ENSMUSG00000001155,-4.0164342473480295,0.13154247602957608,
ENSMUSG00000001156,-0.3372796840541431,0.20972421600088498,0.6593016512524243
ENSMUSG00000001157,0.2987703509231138,0.20992440667799006,0.6595859793997526
ENSMUSG00000001158,0.11558193768380576,0.6227383051447231,0.9116423070434876
ENSMUSG00000001166,0.6586835690218086,0.02781795054975668,0.23480674781944577
ENSMUSG00000001168,0.001791220471901467,0.9996608110780905,
ENSMUSG00000001173,-0.07466403418417523,0.6588512026827171,0.9220264455081328
ENSMUSG00000001175,-0.24837092403837402,0.12667697005626954,0.5291806376408353
ENSMUSG00000001211,0.28116625101734183,0.1364281469385319,0.545910727728511
ENSMUSG00000001225,-0.8791223930511235,0.40347196521922324,
ENSMUSG00000001227,-0.2670254448089355,0.22335011216152978,0.6745147126242084
ENSMUSG00000001228,-1.1401875886042898,0.00398173060276891,0.06493380986166314
ENSMUSG00000001229,0.2329716054447785,0.2561000996591475,0.7070509917318384
ENSMUSG00000001240,0.12470897267159727,0.5213615076878643,0.8742017787513724
ENSMUSG00000001247,0.4709853669496509,0.017186424692812723,0.1751719516805138
ENSMUSG00000001248,-0.19789368849675962,0.37273877817773315,0.7976006179318128
ENSMUSG00000001249,0.9950743554728507,0.3959972736032087,
ENSMUSG00000001260,-1.448880235025439,0.6423993880936765,
ENSMUSG00000001270,-0.45408025373112554,0.08977851152151657,0.4480494303944598
ENSMUSG00000001280,-0.0421345106319005,0.8104191576880707,0.9622557994800908
ENSMUSG00000001281,0.7080873248999286,0.15813116918269599,0.5852448242734216
ENSMUSG00000001285,0.22046501382793238,0.38310435315176405,0.8027433626410325
ENSMUSG00000001288,0.7314125766399644,0.007920813327927108,0.10318483025924316
ENSMUSG00000001289,0.5383875440838906,0.018012882293813648,0.18157454643625717
ENSMUSG00000001300,0.21450040507311222,0.27709792438599246,0.7259736561708292
ENSMUSG00000001305,-1.0149785208450774,0.00017850387855096426,0.00615419076588123
ENSMUSG00000001313,0.035122969093333234,0.9097079892832145,0.9821239374352507
ENSMUSG00000001323,0.2022038411335357,0.3599587198642571,0.7894914058552864
ENSMUSG00000001333,-0.30903756613044503,0.6743715850314742,0.9259896068136535
ENSMUSG00000001334,-1.0450854466054327,0.3397510647783847,
ENSMUSG00000001348,-0.6958436607287583,0.07913634244154671,0.4205620663914386
ENSMUSG00000001349,-0.4447580092601946,0.6471256928186697,
ENSMUSG00000001366,0.08142849865106466,0.6609367201877152,0.9222142676406007
ENSMUSG00000001376,-0.0410411418781669,0.8440806099395958,0.9712367344536585
ENSMUSG00000001379,0.25900645772624165,0.25132577422692914,0.7031919946643437
ENSMUSG00000001380,-0.189647557542305,0.3861110381180032,0.8056264836767597
ENSMUSG00000001383,-0.020539430268421182,0.9190183439230459,0.9843613913120699
ENSMUSG00000001403,0.42230671915623985,0.17182138151428228,0.6059357689969346
ENSMUSG00000001415,0.1328036215479181,0.49487933624782365,0.8624428989956743
ENSMUSG00000001416,-0.3281260346121103,0.08236533640114821,0.4292635100703737
ENSMUSG00000001417,-2.3878009388162824,0.548502695465704,
ENSMUSG00000001418,0.3709447658995534,0.026097119606617612,0.2255651768130028
ENSMUSG00000001419,0.2622414503338257,0.1353859101107104,0.5436299609304077
ENSMUSG00000001420,0.6812264630956146,0.038139792250878636,0.28197484110162085
ENSMUSG00000001424,-0.5120064162065601,0.0035847689192211947,0.059983576345404806
ENSMUSG00000001435,-0.46622662134988047,0.04268346103524786,0.30034772860521636
ENSMUSG00000001436,-0.022612622489987907,0.9836741755258819,0.9974471345174077
ENSMUSG00000001440,-0.4071181521607014,0.010848945193638337,0.128907551564503
ENSMUSG00000001441,0.00472351981504561,0.9816033948520089,0.9972496389794314
ENSMUSG00000001444,1.9298980292587231,0.49767195014797383,
ENSMUSG00000001445,0.05810353728449629,0.8425473405792185,0.9707309409140504
ENSMUSG00000001467,-0.23123568535985584,0.1685656321610618,0.6008917476718081
ENSMUSG00000001472,0.08443424051075674,0.6041074294008026,0.9048400811056244
ENSMUSG00000001473,-2.1598098525203677,1.377744191624622e-13,9.231485103098719e-11
ENSMUSG00000001482,0.15961718878980116,0.5695360551592801,0.8932650586491423
ENSMUSG00000001493,-1.2002162525741458,1.4581736480874904e-06,0.00012914893155561102
ENSMUSG00000001494,-0.39309939196430943,0.7840108475559048,
ENSMUSG00000001496,,,
ENSMUSG00000001497,-0.9599977791574656,0.8282856423440548,
ENSMUSG00000001504,,,
ENSMUSG00000001506,-1.8656676798188503,5.490175004446878e-07,5.835109447829712e-05
ENSMUSG00000001507,-0.3533369918638215,0.07664495415435692,0.41409445892469476
ENSMUSG00000001508,1.0690233577861716,0.25868599532746483,
ENSMUSG00000001510,1.8577980379035988,0.6674218858687067,
ENSMUSG00000001517,0.03774526978517084,0.8802809173727943,0.9777123277025104
ENSMUSG00000001518,-0.08244792638007861,0.7279395703287044,0.9411305971758107
ENSMUSG00000001520,0.22797909498737087,0.47491489699845724,0.8539620315161932
ENSMUSG00000001521,-0.38346321011768736,0.0805163997041137,0.4239283347591719
ENSMUSG00000001524,0.34810542099498326,0.4590940147956184,0.8467711937993864
ENSMUSG00000001525,-0.2720763451179137,0.08491036060431374,0.4364755060950897
ENSMUSG00000001542,-0.15809130615813805,0.5180857489991717,0.8732208621275697
ENSMUSG00000001552,0.05706510497729494,0.7386835808716943,0.94530299211825
ENSMUSG00000001555,-0.9858319353639006,5.8932672941201916e-06,0.0003931651180505899
ENSMUSG00000001558,0.017514864459167563,0.9374661953294324,0.9878025554290942
ENSMUSG00000001566,0.001791220471901467,0.9996608110780905,
ENSMUSG00000001569,0.2864936281676127,0.15609517701115708,0.5820427710909609
ENSMUSG00000001576,0.0897341798326182,0.6320287826043727,0.9136286998139
ENSMUSG00000001583,0.8372841612026015,0.36911245638474777,
ENSMUSG00000001588,0.971427456917362,0.05953968557405367,0.36282884465981136
ENSMUSG00000001604,0.7825780361377694,0.2575773312344599,0.7083201619999628
ENSMUSG00000001622,0.9635763729606592,0.8276551787794901,
ENSMUSG00000001627,-0.02587347625157487,0.9058549065448493,0.9817940758676893
ENSMUSG00000001630,-0.06954764238269509,0.7374539078966627,0.9445661618540243
ENSMUSG00000001632,-0.10766808456089802,0.537128595269434,0.8811096264452232
ENSMUSG00000001642,-0.007017666721350911,0.9900442540288656,0.9982455515659227
ENSMUSG00000001655,,,
ENSMUSG00000001656,,,
ENSMUSG00000001657,,,
ENSMUSG00000001661,,,
ENSMUSG00000001663,0.37152269596247006,0.4460717154800048,0.8414004312685087
ENSMUSG00000001665,0.5173444386531144,0.09219175050883609,0.454236210374373
ENSMUSG00000001666,0.6577879962850341,0.13140497932795467,0.5392446092598757
ENSMUSG00000001670,-0.9599977791574665,0.8282856423440546,
ENSMUSG00000001672,-2.5167787110859288,0.5561383711150993,
ENSMUSG00000001674,0.16256796875214552,0.6525474697420768,0.9201104064242459
ENSMUSG00000001687,0.06672429921785798,0.6631886027238421,0.9226815213905197
ENSMUSG00000001700,-0.32869749997978415,0.1876409644810375,0.6279485027378061
ENSMUSG00000001707,-1.1110128918253963,0.0013878639426090531,0.029501201682135336
ENSMUSG00000001729,-0.10173570245978564,0.5181189775676138,0.8732208621275697
ENSMUSG00000001739,0.2695758362944817,0.5946544661398325,0.9007489657638057
ENSMUSG00000001741,0.14458435943211315,0.7042398414080517,0.9342778720978603
ENSMUSG00000001750,0.4002494640247035,0.13231122134473197,0.5406571881843517
ENSMUSG00000001751,0.1403229957050522,0.5698904715228322,0.8932650586491423
ENSMUSG00000001755,0.3037129659693892,0.2015041761513925,0.6476289590550802
ENSMUSG00000001761,0.2544156858452952,0.36201070276408576,0.7904698052561248
ENSMUSG00000001763,-0.042405761094513515,0.9485231611523317,0.9902242539302659
ENSMUSG00000001767,0.2875980091145962,0.1516626915039918,0.5732827419102325
ENSMUSG00000001768,0.477562532928664,0.010041509260673777,0.1212771937431376
ENSMUSG00000001773,,,
ENSMUSG00000001774,0.0928901200208708,0.734230875923889,0.943365989634362
ENSMUSG00000001783,-0.12142573750503194,0.53299058512932,0.8799997758118652
ENSMUSG00000001785,-0.4217580050992528,0.03686818163972117,0.2771028512451651
ENSMUSG00000001786,0.4502265216882423,0.01587692785189822,0.1669026842603025
ENSMUSG00000001794,-0.07490986794121045,0.6147811278622075,0.9092931138289005
ENSMUSG00000001802,-1.501514632862329,0.06778515174411939,0.3908106896852315
ENSMUSG00000001804,,,
ENSMUSG00000001815,,,
ENSMUSG00000001819,,,
ENSMUSG00000001823,,,
ENSMUSG00000001827,-0.8040011072835971,0.6578537352478314,
ENSMUSG00000001829,-0.04859342429282492,0.8455106872589725,0.9718800242946272
ENSMUSG00000001833,-0.13269081257449597,0.5075312399531948,0.8669434647438135
ENSMUSG00000001844,0.2869936487412237,0.2165325926625905,0.6679311019862255
ENSMUSG00000001847,-0.0934807467659143,0.5807729983104055,0.8970925806316188
ENSMUSG00000001855,0.17353462129545516,0.41765349661353024,0.8258656080030083
ENSMUSG00000001864,0.6522563379691935,0.0055420897717055025,0.08049872334755279
ENSMUSG00000001865,,,
ENSMUSG00000001870,-0.8632098095212999,0.013044457228313145,0.14705788613426032
ENSMUSG00000001891,-0.39904135827325676,0.03570064041428762,0.27232829127695773
ENSMUSG00000001901,0.34545223464903446,0.7113540520539973,
ENSMUSG00000001909,0.08281237516875085,0.7794765790842202,0.9547881845763541
ENSMUSG00000001910,-0.006437722613742789,0.9686211656681359,0.9952502479290882
ENSMUSG00000001911,0.6407223766344319,0.012149288867284653,0.1400394096736902
ENSMUSG00000001918,-0.9175169228828168,0.003103951765156383,0.054585232210730215
ENSMUSG00000001924,-0.23296800657852343,0.12022596599981843,0.5188324246695659
ENSMUSG00000001930,-0.6237041024773065,0.0019134688463993419,0.03742287516264767
ENSMUSG00000001942,0.14464523137213992,0.4441911828778268,0.841065280664724
ENSMUSG00000001943,-0.0022571576304897985,0.9910415844707026,0.9982486458924811
ENSMUSG00000001946,0.09064825830763336,0.5764014086674074,0.8951281691659235
ENSMUSG00000001948,0.19123124404164119,0.7321240304436023,0.9427018557194571
ENSMUSG00000001962,0.5760696051841719,0.021339700601055896,0.2005281255871173
ENSMUSG00000001964,0.14112764890400098,0.4819147415070799,0.8576958172266553
ENSMUSG00000001983,-0.19995676863738446,0.5869562848155403,0.8981308084186298
ENSMUSG00000001985,-1.869735335825255,0.6653277746772029,
ENSMUSG00000001986,-1.2308592195097645,0.02598793514016125,0.22500003845226124
ENSMUSG00000001988,-0.4675891408363632,0.695338607616028,
ENSMUSG00000001995,0.2812011779909919,0.07828928017264132,0.4182031531163173
ENSMUSG00000001998,0.09611360243041393,0.628410531664868,0.9124208313065084
ENSMUSG00000001999,0.14829958400803675,0.6274325953331255,0.912061568884273
ENSMUSG00000002006,0.47242716472583124,0.32100696994376765,0.7635101403314659
ENSMUSG00000002007,0.28495364242418725,0.32515171549048805,0.764962555696086
ENSMUSG00000002010,0.11019215948205993,0.5416022561117446,0.8832200342674652
ENSMUSG00000002012,0.364267466717401,0.846254671479847,
ENSMUSG00000002014,0.12273425750118085,0.589422691289563,0.8989568026264995
ENSMUSG00000002015,-0.09932718363416912,0.5514016153821205,0.8865603677507865
ENSMUSG00000002017,-0.4509924790462914,0.013677741292543942,0.15241335579131937
ENSMUSG00000002020,-1.427366472900315,0.006050299471116078,0.08548352807839085
ENSMUSG00000002028,0.11729285013584567,0.586870336866851,0.8981308084186298
ENSMUSG00000002031,0.044897701839435096,0.8267294354130825,0.9672874863172168
ENSMUSG00000002032,0.026754430572676464,0.9745843312958986,0.9960090126898855
ENSMUSG00000002033,-0.04516693812608253,0.9785922889161761,
ENSMUSG00000002043,1.05325582876101,0.013104877292815485,0.14763104090612533
ENSMUSG00000002052,0.03225367429198246,0.878807915586642,0.97770813372866
ENSMUSG00000002055,-0.7251791708609218,0.46870781248304083,
ENSMUSG00000002057,,,
ENSMUSG00000002058,0.2447435666828848,0.7895798035107305,
ENSMUSG00000002059,0.16928881107137303,0.6605976362438806,0.9222142676406007
ENSMUSG00000002064,-0.06378746304703863,0.7328222272609872,0.9427021793638155
ENSMUSG00000002068,0.1341719994806596,0.8420032549892287,0.9703217051251778
ENSMUSG00000002076,0.2574701731739789,0.6207072708400152,0.9107375905600599
ENSMUSG00000002083,0.7749547986193068,0.04787035717890137,0.3227081135780218
ENSMUSG00000002100,1.1219713486276008,0.5700772198110644,
ENSMUSG00000002102,-0.13823610505420458,0.5101681065031023,0.869110989573395
ENSMUSG00000002103,0.08994993425563302,0.6784562302149412,0.9273811821024173
ENSMUSG00000002104,-1.4490914350186626,0.6367491210901665,
ENSMUSG00000002105,-0.24876836096549335,0.17798736459773012,0.6133975658510149
ENSMUSG00000002107,-0.0014826421708070794,0.9952581961772888,0.9990383715429368
