,gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,TBI Chronic vs CControl Log2 fold change,Chronic pval,Chronic padj
6520,C1galt1c1,-0.1560740613281973,0.4467815659681798,0.7671485699253239,-0.2853535401244895,0.1390241300322638,0.5482381929587733,0.1291294083279197,0.4774690118136757,0.9999068176988548
6521,Ndnf,1.0279642272745957,0.0007665411860153,0.0151444716024041,-0.2919884832164495,0.1356006687085522,0.543457112382487,0.0043616374020279,0.9731581356410508,0.9999068176988548
6522,Rapgef4,-0.2328705753499706,0.2790815124296867,0.6338229796840161,0.1246839554369825,0.6145495858507057,0.8875025239415257,-0.0701669857451189,0.6238215104758672,0.9999068176988548
6523,Armcx3,-0.0225243064269588,0.8929337558923095,0.9678816110749976,0.0304028277592582,0.8798424199450474,0.9771078278181776,-0.0049148372950537,0.9773478746234188,0.9999068176988548
6524,Acap2,-0.2241067596277478,0.2004701017728676,0.5477228805135048,0.3048167566222811,0.128843445787159,0.5339350841123677,-0.1748523002946133,0.2142605072116535,0.9999068176988548
6525,Ptgr3,0.3575841906739749,0.058691309531951,0.2852107685891776,0.0935853139733758,0.6479894841764399,0.8989827365457448,0.1877211876208244,0.217334517790553,0.9999068176988548
6526,Dcaf5,-0.1136558773797457,0.5353092633702896,0.8247687490740078,0.3032457970357086,0.1297672056075272,0.5358580559448987,0.1398823707800889,0.3194203423236056,0.9999068176988548
6527,Zfp518a,0.1395005165494016,0.5095833843425994,0.8110328727584719,-0.2191340693086623,0.3189020581119167,0.7270515515373719,-0.4163709099738308,0.0215165244932526,0.9999068176988548
6528,Pdp1,-0.5572482597059346,0.0115328139990101,0.1030761595852573,-0.054372892289701,0.8595132188751022,0.9726509748259394,-0.2174735728575086,0.1559337654176279,0.9999068176988548
6529,Tigd2,0.2520238518923338,0.2679960919670562,0.624294254271677,0.0730803020583024,0.726066562711702,0.93100862667725,-0.2689337022577627,0.1383202300856085,0.9999068176988548
6530,Lix1l,-1.0284046818110222,4.0951542354445766e-05,0.0016901623475397,0.38199251354127,0.1111626451861582,0.5079186819942018,0.1868643813390609,0.3123917860028619,0.9999068176988548
6531,Trappc1,0.1708255370093746,0.3795096719072096,0.7230665888036042,-0.2061724888021098,0.3282371270385763,0.7363995172780214,-0.1463098315440698,0.5033609675586975,0.9999068176988548
6532,Prmt6,-0.166796880248252,0.4088734229223649,0.7416573137708828,0.0143003029371486,0.9462542759397656,,0.1648626768191316,0.4157912851947765,0.9999068176988548
6533,Ccdc71,0.2192081427493846,0.2376506322954974,0.5928253000529815,-0.3747994896720414,0.0804982517229491,0.4477208518490072,-0.0790914833008465,0.6867820432919618,0.9999068176988548
6534,Smcr8,0.0514232184351097,0.7633274653363031,0.921400235911068,0.2220029482310252,0.275166429901493,0.6954271557922335,0.0721040610452591,0.5858997058108357,0.9999068176988548
6535,Kmt5a,-0.5210442391831093,0.0036862449852845,0.0477074545847935,0.4380376749350434,0.0500060173591191,0.3686991372477166,0.1817602821155691,0.3150507601674659,0.9999068176988548
6536,Retreg2,0.2339350097569694,0.1864532208717004,0.526625130824656,-0.0211591813683618,0.9154176190795276,0.98650602617107,-0.0566939998228149,0.69951799055054,0.9999068176988548
6537,Dcaf7,0.0571151034175403,0.7590659135639536,0.9207409356496674,0.2433223204456055,0.2882959925130285,0.7030462104892893,-0.1960680978385243,0.1894255204017422,0.9999068176988548
