gene,SRR5292044,SRR5292039,SRR5292051,SRR5292041,SRR5292047,SRR5292053,SRR5292052,SRR5292042,SRR5292046,SRR5292049,SRR5292045,SRR5292050,SRR5292043,SRR5292040,SRR5292054,SRR5292048
Anxa7,196.95253515452498,123.01321244011785,117.24416101880897,135.74263775222423,137.9551816136691,114.71623737705893,124.75417788483065,156.132926374939,101.72485907379834,117.13442467535388,136.8398559065686,116.93197444256812,189.74203331119983,133.62774795361375,123.34731690621757,89.34267220708236
Aoc3,8.013568880106611,18.55081819245288,14.013672530532824,19.59296520015803,22.205713643771833,10.130167909115933,10.61637292892848,14.533182966846121,12.590610350063512,18.45409956271021,22.12320274923066,18.55659594414668,10.367158206658562,15.478619733757334,7.796316993719261,23.876410799974042
Aopep,82.80687842776831,97.92399111425947,78.30540681183227,69.31966948639072,70.42008795298509,75.42226576083971,70.3039807293486,71.83168378779533,40.2263182664484,61.04843580829344,69.25524338889598,71.00651781367542,76.94735202275466,82.7694259712682,73.86901464440149,59.95632045326815
Aox1,6.821073511043127,10.390485599597923,7.434734663145276,6.7992014760302,8.960967120026035,6.489638816777394,7.077581952618986,8.342310464352758,5.045334833418953,9.511356637363244,6.530647951145894,5.25346551843422,5.2987697500699324,7.457486258280845,7.75276215017893,7.509845448196963
Aox3,,,,,5.551428410942958,,,5.181013867334871,,5.220907719422216,,,6.312447441387659,,,5.183425934353339
Ap1ar,37.11045588525561,36.746839315651194,31.290070344891994,37.65711586724418,38.029470216695856,40.045820015723926,43.31480155002819,43.380014414634346,35.862785437545526,35.20235798937158,36.348877743587224,37.02845857347991,42.29800548316694,34.98948494437582,40.593114179588554,42.12043751380036
Ap1b1,41.73733791722193,40.649607077451385,38.029470111484116,47.393250525228254,39.9965117796284,35.099448966350906,37.27526495045999,41.00904196687093,34.18100715973921,36.029432479577075,42.373273915574515,38.172358323461545,34.83365157437277,41.23296181177374,41.55132073747584,41.549036229698416
Ap1g1,202.3903140374545,171.16424326752286,127.9416209657806,155.89885041193506,189.18568631937893,161.1329833043753,158.5850196183494,189.45826133516923,99.13401145663725,133.0039164561719,137.29548250781133,150.27453382166271,184.95010240678877,173.90684524397946,155.31657206482058,140.279015247027
Ap1m1,26.902695526072193,34.11120394404587,25.35298007432274,25.86915117803206,26.882901360078105,26.235552045874467,23.403204323326783,29.110272830873047,30.45382286838467,27.706995421884233,34.52637133861627,26.81809413845856,30.686788291709345,26.75156407767024,38.894475281515646,29.54960926355762
Ap1s1,8.442867212969466,8.565814957717313,5.562679172425243,5.149691058768435,6.950213522361657,,5.897984960515822,8.078869081267934,8.227077521160634,7.650439034400871,8.353154356116839,6.2702652961956815,7.095743839224084,6.850481562839381,8.057646054961246,10.162779981527413
Ap1s2,149.3481200215107,134.72151572551843,90.71446035031934,133.28848810702988,121.86915283235408,96.75101772573615,98.42557302108804,111.74305332514615,106.58838003934633,127.16270286909555,129.0942036854421,88.29211403562027,108.14097916012287,144.38040255857683,112.76348992591713,98.85242214963613
Ap2a1,22.323513308868417,24.531683074172662,18.185681909851755,26.714022367361256,22.948818234213014,23.149016511065707,22.270791210907742,23.31456240300692,19.544990796127472,22.589472013737705,23.69258326462231,25.758927703290368,16.587453130653703,22.849391035546542,27.30888689978758,25.9987584266384
Ap2a2,110.04347265717828,113.33232097902906,100.39566160232867,130.5929466934558,122.91824166591809,110.64042763237558,106.96585524391494,137.2529605871933,89.58878339341221,108.45014252819614,111.78039283821808,118.83847402587087,102.75005689266042,125.60661447813725,111.10840587138455,107.3826270337294
Ap2b1,222.90123438534638,262.04297829229887,206.67492617549172,257.52478489981837,300.8699350592156,223.8529682104251,229.07773586643452,280.16991091071026,204.40424095391919,197.77418747039007,230.85081129631996,230.85591620925857,220.19844030942787,228.49391035546543,262.37437748695436,218.72424867873656
Ap2m1,91.67904397360063,76.83890814141684,72.5287784404676,74.63028839074569,83.70854651146271,71.18817214257642,70.68145176682161,100.28335316095632,72.68009368141355,92.42557428046459,92.64407558602313,75.79395010063564,85.05677355329647,75.44201214772482,81.14267351563677,82.24097053324392
Ap2s1,14.357644243524344,16.928888733003447,10.002125050418465,15.408841214908676,12.895050245891124,10.40716468788082,11.512866642926884,14.445369172484513,21.726757210578914,24.45038961670008,19.79444456510112,12.498163934984635,11.565140932761329,14.568112690595138,17.683266477374413,19.06031426254338
Ap3b1,160.65297612023252,133.50506863093136,121.73709419653704,133.89196752797932,164.40096262642885,120.77059554149152,134.6156087388131,142.0827192770817,110.86100593431374,170.5841136048843,141.5986226306594,123.54117299801761,153.1114076476729,146.20141664490123,130.70808546453353,123.74919238550649
