0610010K14Rik	0.0
1700009N14Rik	2.6542464766433174e-12
2300002M23Rik	4.321206564103979e-12
2310022B05Rik	1.878684055124582e-12
3110040N11Rik	3.899243308414557e-12
3425401B19Rik	8.3059364898435e-12
4930438A08Rik	2.4279971612906075e-10
4930544G11Rik	5.524194664668301e-07
5730455P16Rik	0.0
A2m	9.076393099461152e-07
AI597479	2.1742101045209148e-16
ATP6	8.397146624122837e-11
Aaas	1.1563505246412956e-13
Aacs	2.0397288516814938e-12
Aadat	0.0
Aak1	0.0
Aanat	0.0
Aar2	5.587439869304268e-16
Aars1	3.917159724195555e-14
Aars2	3.917159724195555e-14
Aass	2.6660904281725688e-14
Aatf	3.3439925748606294e-12
Abat	6.599614843186447e-14
Abca1	1.4554906230901446e-08
Abca7	1.1814127488253592e-08
Abcb1a	0.0
Abcb1b	4.376700735798967e-05
Abcb4	0.0
Abcb7	0.0
Abcc6	0.0
Abcc8	1.6004817239245105e-09
Abcc9	0.0
Abcd1	0.0
Abcd2	0.0
Abcd3	0.0
Abce1	1.614514183643625e-11
Abcf1	1.2504586330512087e-10
Abcf2	3.6100129482246886e-12
Abcf3	3.2871425437845705e-12
Abcg2	4.376700735798967e-05
Abcg5	0.0
Abcg8	0.0
Abhd10	0.0
Abhd12	2.8655691947822942e-11
Abhd16a	0.0
Abhd17a	0.0
Abhd3	0.0
Abhd5	9.295781651028831e-10
Abhd6	2.8655691947822942e-11
Abi1	8.613540589793142e-10
Abl1	1.776026447660132e-07
Abraxas1	0.0
Abraxas2	0.0
Abt1	7.861261973947109e-16
Acaa1a	4.3799105740088815e-11
Acaa1b	4.3799105740088815e-11
Acaa2	4.3799105740088815e-11
Acaca	1.3370656391355821e-08
Acacb	4.3795250655790856e-11
Acad8	3.855084297959346e-15
Acad9	8.580723395537641e-13
Acadl	0.0
Acadm	1.0139400582153111e-12
Acads	1.0760811223492164e-12
Acadsb	1.0139400582153111e-12
Acadvl	8.345623319286288e-13
Acan	0.0001014090443454737
Acap1	0.0
Acat1	4.3795250655790856e-11
Acat2	4.3814809559637644e-11
Acat3	4.3795250655790856e-11
Acbd5	0.0
Acd	0.0
Ace	9.165764275246253e-07
Ace2	1.0215630439180243e-09
Ace3	2.1106499680410847e-08
Acer1	0.0
Acer2	0.0
Ache	5.958977773935834e-09
Ackr1	3.05316912795551e-07
Ackr2	1.8451539383115892e-06
Acly	4.7694493964205415e-11
Acmsd	0.0
Acnat1	4.318110406605089e-12
Acnat2	4.318110406605089e-12
Aco1	1.2518421555112111e-10
Aco2	1.2743390066931854e-10
Acot11	0.0
Acot12	1.010084973917352e-12
Acot13	0.0
Acot3	0.0
Acot7	0.0
Acot8	0.0
Acot9	0.0
Acox1	1.29555192373265e-08
Acox3	1.0760811223492164e-12
Acp1	1.211763842051484e-07
Acp2	0.0
Acp5	0.0
Acsf2	8.239904986924759e-11
Acsf3	6.214106413390514e-14
Acsl1	1.295444315620415e-08
Acsl4	0.0
Acss1	4.3861246804222725e-11
Acss2	4.3861246804222725e-11
Acss3	6.599614843186447e-14
Acta1	9.781223080917852e-05
Acta2	0.00010094205232692992
Actb	4.8804461958133634e-05
Actc1	0.0
Actg1	2.6437423294670196e-06
Actg2	0.0
Actl6a	1.3242782012012431e-08
Actl6b	1.3242782012012431e-08
Actmap	6.289562354159838e-15
Actn1	1.4887919975626517e-06
Actn2	0.0
Actn3	0.0
Actn4	2.259572918357389e-12
Actr2	3.819332771550285e-08
Actr3	8.613540589793142e-10
Actr3b	8.613540589793142e-10
Actr5	1.4798703171211213e-14
Actr8	1.6789540272843639e-13
Acvr1	3.996398505883122e-06
Acvr1b	3.5866748120550745e-06
Acvr1c	2.0373468021789794e-06
Acvr2a	2.213084358172406e-06
Acvr2b	2.213084358172406e-06
Acvrl1	4.614727666780694e-06
Ada	2.382326740842506e-11
Adam10	3.895514699183174e-07
Adam15	3.6982003071175645e-07
Adam17	5.017207628269977e-08
Adam1a	0.0
Adam2	0.0
Adam3	0.0
Adam9	4.965755583351383e-15
Adamts1	5.510507779896191e-11
Adamts12	5.510507779896191e-11
Adamts2	9.781136945511954e-05
Adamts7	5.510507779896191e-11
Adamtsl2	3.228408458435418e-07
Adcy1	3.6948619028086803e-07
Adcy10	1.6004630746972951e-09
Adcy2	3.6948619028086803e-07
Adcy3	3.6948619028086803e-07
Adcy4	1.8344159349685613e-09
Adcy5	3.6948619028086803e-07
Adcy6	3.6948619028086803e-07
Adcy7	1.8344159349685613e-09
Adcy8	3.6948619028086803e-07
Adcy9	3.6948619028086803e-07
Add1	0.0
Add2	0.0
Add3	0.0
Adgra2	1.211763842051484e-07
Adgrb1	1.0451539935756519e-06
Adgrb2	1.1563505246412956e-13
Adgrb3	1.1563505246412956e-13
Adgrd1	2.396733613563768e-12
Adgre1	4.531115657679605e-05
Adgre5	4.0488653482114986e-10
Adgrg1	4.0488653482114986e-10
Adh1	2.5173947423234052e-11
Adh4	1.8228886092611462e-11
Adh5	2.4839384675434117e-11
Adh7	2.912355021221661e-11
Adhfe1	1.26678448497574e-12
Adi1	7.650776361903927e-12
Adipoq	6.863738273691811e-07
Adipor1	1.295444315620415e-08
Adk	0.0
Adora1	2.577947769069067e-10
Adora2a	2.382326740842506e-11
Adora3	2.3395286027126626e-10
Adpgk	4.3293674152975225e-09
Adra1a	4.0488653482114986e-10
Adra1b	4.0488653482114986e-10
Adra1d	4.0488653482114986e-10
Adra2a	4.0488653482114986e-10
Adra2c	4.0488653482114986e-10
Adrb1	1.8344159349685613e-09
Adrb2	8.307258362083002e-08
Adrb3	1.3491556846720013e-08
Adrm1	2.882062565566856e-13
Adrm1b	2.882062565566856e-13
Adsl	4.2785165681873506e-11
Adss1	0.0
Adss2	0.0
Afdn	5.234008131817826e-07
Aff1	1.2323936289943146e-10
Aff3	2.2340591740503383e-12
Aff4	1.2560745167327296e-10
Afg3l1	2.351000762513537e-14
Afg3l2	2.4730734807569994e-12
Afm	8.713618243440968e-11
Afmid	0.0
Afp	1.3001894954276664e-08
Aftph	0.0
Ager	0.0008358055709376007
Agfg2	0.0
Agk	0.0
Agl	4.716686877131136e-11
Agmat	0.0
Ago1	3.2519623247105118e-12
Ago2	1.2238226683466892e-09
Ago3	3.1836509726688944e-14
Ago4	3.1836509726688944e-14
Agpat1	0.0
Agpat2	0.0
Agpat3	0.0
Agpat4	0.0
Agpat5	0.0
Agrn	1.9028942056088338e-06
Agrp	4.981679739200571e-12
Agt	1.6106516329957137e-06
Agtr1a	2.2431475367555627e-08
Agtr1b	2.1511386215232e-08
Agtr2	2.2026588832734476e-08
Agtrap	2.1106499680410847e-08
Agxt	0.0
Agxt2	0.0
Ahctf1	8.055655750132894e-12
Ahcy	8.305919936326538e-09
Ahcyl	0.0
Ahcyl1	8.305919936326538e-09
Ahcyl2	8.305919936326538e-09
Ahi1	1.8603801641426183e-15
Ahsa1	4.512009248741549e-10
Ahsa2	3.608427945484812e-11
Ahsg	8.713618243440968e-11
Aicda	1.852288112658447e-12
Aif1	3.1128086969091545e-07
Aifm1	1.15554641011977e-11
Aim2	2.61457519974804e-09
Aimp1	3.9528624574271136e-14
Aimp2	3.799357876193346e-14
Ajap1	3.698200257460009e-07
Ak1	0.0
Ak2	0.0
Ak3	0.0
Ak4	0.0
Ak5	0.0
Ak6	5.096392888393845e-12
Ak7	0.0
Ak8	0.0
Ak9	0.0
Akap1	1.6004630746972951e-09
Akap10	1.6004630746972951e-09
Akap12	1.6004630746972951e-09
Akap13	5.831259186789619e-08
Akap14	8.112594721127229e-10
Akap3	0.0
Akap4	1.6004630746972951e-09
Akap5	1.6004630746972951e-09
Akap7	8.748897949976042e-10
Akap8	0.0
Akap9	1.6004630746972951e-09
Aknad1	3.35612200212905e-12
Akr1b1	4.253772197997611e-09
Akr1b10	4.253772197997611e-09
Akr1b7	4.253772197997611e-09
Akr1b8	4.253772197997611e-09
Akt1	0.0001452024727330103
Akt1s1	3.8242684749204336e-07
Akt2	5.569432447042126e-07
Akt3	4.357668604990641e-07
Alas1	0.0
Alas2	0.0
Alb	4.6169075946267366e-05
Alcam	4.378937012438088e-05
Aldh18a1	4.2785165681873506e-11
Aldh1a1	4.3767011387763165e-05
Aldh1a2	0.010000000001328925
Aldh1a3	1.3289255491096452e-12
Aldh1a7	4.035280755416002e-12
Aldh1b1	1.3310011173777333e-10
Aldh1l1	0.0
Aldh1l2	0.0
Aldh2	1.3310011173777333e-10
Aldh3a1	4.3767037686183306e-05
Aldh3a2	1.3310011173777333e-10
Aldh3b1	2.1555476704942996e-11
Aldh3b2	5.8092166719009394e-12
Aldh3b3	1.26678448497574e-12
Aldh4a1	4.318110406605089e-12
Aldh5a1	4.2785165681873506e-11
Aldh6a1	1.0760811223492164e-12
Aldh7a1	1.3310011173777333e-10
Aldh9a1	1.3310011173777333e-10
Aldoa	4.3740194954939895e-09
Aldoart1	4.331234329812116e-09
Aldoart2	4.331234329812116e-09
Aldob	4.331234329812116e-09
Aldoc	4.331234329812116e-09
Alg11	0.0
Alk	2.0373468021789794e-06
Alkbh1	0.0
Alkbh2	0.0
Alkbh4	0.0
Alkbh6	2.861249479386995e-14
Alkbh7	0.0
Alkbh8	0.0
Alox12	1.4403265571635938e-11
Alox12b	1.4872915914736526e-11
Alox12e	1.2172067971712966e-11
Alox15	2.1206688604967863e-10
Alox5	2.1206688604967863e-10
Alox8	2.1206688604967863e-10
Alpl	9.781136945511954e-05
Als2	0.0
Alyref	1.1601611921407516e-11
Ambn	0.0
Ambp	1.1719394680554945e-10
Ambra1	9.244482678857034e-09
Amd1	8.305919936326538e-09
Amd2	8.305919936326538e-09
Amdhd1	0.0
Amdhd2	4.140644200537248e-09
Amelx	0.0
Amer1	1.211763842051484e-07
Amfr	0.0
Amh	1.0943179512666129e-08
Amhr2	0.0
Amot	9.669672369252877e-09
Amotl1	3.7732144671515235e-07
Ampd1	0.0
Ampd2	0.0
Ampd3	0.0
Amph	4.965755583351383e-15
Amt	0.0
Amtn	0.0
Anapc1	7.940020697668764e-12
Anapc10	7.940020697668764e-12
Anapc11	7.940020697668764e-12
Anapc13	7.940020697668764e-12
Anapc15	7.940020697668764e-12
Anapc16	7.940020697668764e-12
Anapc2	7.940020697668764e-12
Anapc4	8.993825633220558e-12
Anapc5	7.940020697668764e-12
Anapc7	7.940020697668764e-12
Angpt1	3.013645076313657e-06
Angpt2	4.576808393581366e-07
Angpt4	3.340482898806514e-07
Angptl3	1.2845084060237075e-09
Angptl4	1.295444315620415e-08
Angptl6	3.698200257460009e-07
Angptl8	1.2845084060237075e-09
Ank1	4.481216123593027e-05
Ank2	4.481216123593027e-05
Ank3	4.518198126167627e-05
Ankfy1	0.0
Ankib1	5.870499356888531e-15
Ankle2	4.003966672333587e-09
Ankrd27	1.4798703171211213e-14
Ankrd39	0.0
Ankrd45	8.3059364898435e-12
Anln	0.01000002594044513
Ano2	0.0
Anp32e	0.0
Anpep	4.413398059314939e-05
Anxa1	0.0008361753909633466
Anxa11	0.0007667941156530074
Anxa2	0.0008358063058622154
Anxa5	4.5301744268231056e-05
Aoc1	0.0
Aoc1l1	0.0
Aoc1l2	0.0
Aoc1l3	0.0
Aoc2	3.3801370422310267e-13
Aoc3	3.3801370422310267e-13
Aox1	2.2027012634089667e-12
Aox2	1.3382878966904033e-12
Aox3	4.039135839713962e-12
Aox4	1.3382878966904033e-12
Ap1b1	0.0
Ap1g1	0.0
Ap1g2	0.0
Ap1m1	0.0
Ap1m2	0.0
Ap1s1	0.0
Ap1s2	0.0
Ap1s3	0.0
Ap2a1	0.0
Ap2a2	0.0
Ap2b1	0.0
Ap2m1	0.0
Ap2s1	0.0
Ap3b1	0.0
Ap3b2	0.0
Ap3d1	0.0
Ap3m1	0.0
Ap3m2	0.0
Ap3s1	0.0
Ap3s2	0.0
Ap4b1	0.0
Ap4e1	0.0
Ap4m1	5.958977773935834e-09
Ap4s1	0.0
Ap5b1	0.0
Ap5m1	0.0
Ap5s1	0.0
Ap5z1	0.0
Apaf1	7.105796977214879e-07
Apba1	5.958977773935834e-09
Apba2	5.958977773935834e-09
Apba3	5.958977773935834e-09
Apbb1	6.7400755162007545e-09
Apbb1ip	2.2362766391210913e-08
Apbb2	6.7400755162007545e-09
Apbb3	5.958977773935834e-09
Apc	5.308365309320911e-07
Apc2	5.02723123780834e-07
Apeh	3.20098350790392e-10
Apex1	2.694481659870467e-12
Aph1a	6.2790761247262266e-09
Aph1b	6.2790761247262266e-09
Aph1c	6.2790761247262266e-09
Aplf	0.0
Aplnr	2.3395286027126626e-10
Aplp1	6.2790761247262266e-09
Aplp2	6.2790761247262266e-09
Apoa1	6.375741257986993e-09
Apoa2	6.375741257986993e-09
Apoa4	6.375741257986993e-09
Apoa5	6.357294232875016e-09
Apob	6.826438329513505e-09
Apobec3	1.852288112658447e-12
Apoc1	6.375741257986993e-09
Apoc2	6.375741257986993e-09
Apoc2l	6.357294232875016e-09
Apoc3	6.375741257986993e-09
Apoc4	6.208774005710543e-09
Apod	8.713618243440968e-11
Apoe	3.339272957323704e-07
Apof	4.1676348405115826e-10
Apoh	6.300215814811746e-09
Apol10a	6.357294232875016e-09
Apol10b	6.357294232875016e-09
Apol11a	6.357294232875016e-09
Apol11b	6.357294232875016e-09
Apol7a	6.357294232875016e-09
Apol7b	6.357294232875016e-09
Apol7c	6.357294232875016e-09
Apol7e	6.357294232875016e-09
Apol8	6.357294232875016e-09
Apol9a	6.357294232875016e-09
Apom	6.375741257986993e-09
App	1.0589252750086228e-06
Appbp2	5.958977773935834e-09
Appl1	3.955362540958254e-07
Appl2	3.6765177434589947e-07
Aprt	0.0
Aptx	0.0
Aqp1	0.0
Aqp11	0.0
Aqp12	0.0
Aqp2	1.600489152051516e-09
Aqp3	0.0
Aqp4	0.0
Aqp5	0.0
Aqp7	0.0
Aqp9	0.0
Aqr	2.0325339351627216e-13
Ar	4.947472356647128e-07
Araf	4.3293830632801476e-08
Arc	5.958977773935834e-09
Arcn1	0.0
Areg	4.1661832294208437e-07
Arf1	6.168954274855593e-14
Arf4	1.8603801641426183e-15
Arf6	1.4128057139760417e-06
Arfgef3	0.0
Arg1	5.623384247448315e-07
Arg2	2.4520738446102695e-07
Arhgap1	2.5940445130578337e-08
Arhgap10	1.211763842051484e-07
