,gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj
328,Septin7,-0.1326908125744959,0.5075312399531948,0.8669434647438135
329,Zdhhc4,0.2869936487412237,0.2165325926625905,0.6679311019862255
330,Rac1,-0.0934807467659143,0.5807729983104055,0.8970925806316188
331,Nup214,0.1735346212954551,0.4176534966135302,0.8258656080030083
332,Aif1l,0.6522563379691935,0.0055420897717055,0.0804987233475527
333,Cpa3,,,
334,Ltbp1,-0.8632098095212999,0.0130444572283131,0.1470578861342603
335,Ugp2,-0.3990413582732567,0.0357006404142876,0.2723282912769577
336,Kcnh6,0.3454522346490344,0.7113540520539973,
337,Trmt1,0.0828123751687508,0.7794765790842202,0.954788184576354
338,Nacc1,-0.0064377226137427,0.968621165668136,0.9952502479290882
339,Nfix,0.6407223766344319,0.0121492888672846,0.1400394096736902
340,Slc1a5,-0.9175169228828168,0.0031039517651563,0.0545852322107302
341,Uba1,-0.2329680065785234,0.1202259659998184,0.5188324246695659
342,Vwf,-0.6237041024773065,0.0019134688463993,0.0374228751626476
343,Siae,0.1446452313721399,0.4441911828778268,0.841065280664724
344,Vsig2,-0.0022571576304897,0.9910415844707026,0.9982486458924812
345,Esam,0.0906482583076333,0.5764014086674074,0.8951281691659235
346,Spa17,0.1912312440416411,0.7321240304436023,0.9427018557194572
347,Fam50a,0.5760696051841719,0.0213397006010558,0.2005281255871173
348,Emd,0.1411276489040009,0.4819147415070799,0.8576958172266553
349,Taco1,-0.1999567686373844,0.5869562848155403,0.8981308084186298
350,Grik3,-1.869735335825255,0.6653277746772029,
351,Gria3,-1.2308592195097643,0.0259879351401612,0.2250000384522612
352,Npas1,-0.4675891408363632,0.695338607616028,
353,Sipa1l2,0.2812011779909919,0.0782892801726413,0.4182031531163173
354,Ap4e1,0.0961136024304139,0.628410531664868,0.9124208313065084
355,Blvra,0.1482995840080367,0.6274325953331255,0.912061568884273
356,Pdzd4,0.4724271647258312,0.3210069699437676,0.7635101403314659
357,Srpk3,0.2849536424241872,0.325151715490488,0.764962555696086
358,Idh3g,0.1101921594820599,0.5416022561117446,0.8832200342674652
359,Pnck,0.364267466717401,0.846254671479847,
360,Ssr4,0.1227342575011808,0.589422691289563,0.8989568026264995
361,Bcap31,-0.0993271836341691,0.5514016153821205,0.8865603677507865
362,Fam98a,-0.4509924790462914,0.0136777412925439,0.1524133557913193
363,Ltbp2,-1.427366472900315,0.006050299471116,0.0854835280783908
364,Kmt2a,0.1172928501358456,0.586870336866851,0.8981308084186298
365,Ift46,0.044897701839435,0.8267294354130825,0.9672874863172168
366,Tmem25,0.0267544305726764,0.9745843312958986,0.9960090126898856
367,Cd3g,-0.0451669381260825,0.978592288916176,
368,Trappc6a,1.05325582876101,0.0131048772928154,0.1476310409061253
369,Supt6,0.0322536742919824,0.878807915586642,0.97770813372866
370,Spag5,-0.7251791708609218,0.4687078124830408,
371,Foxn1,,,
372,Unc119,0.2447435666828848,0.7895798035107305,
373,Rab34,0.169288811071373,0.6605976362438806,0.9222142676406008
374,Sdf2,-0.0637874630470386,0.7328222272609872,0.9427021793638156
375,Ccne1,0.1341719994806596,0.8420032549892287,0.9703217051251778
376,Hsf2bp,0.2574701731739789,0.6207072708400152,0.91073759056006
377,Bbc3,0.7749547986193068,0.0478703571789013,0.3227081135780218
378,Mybpc3,1.1219713486276008,0.5700772198110644,
379,Psmc3,-0.1382361050542045,0.5101681065031023,0.869110989573395
380,Acp2,0.089949934255633,0.6784562302149412,0.9273811821024172
381,Rapsn,-1.4490914350186626,0.6367491210901665,
382,Slc39a13,-0.2487683609654933,0.1779873645977301,0.6133975658510149
383,Celf2,-0.001482642170807,0.9952581961772888,0.9990383715429368
384,Nr1h3,0.0853127946465924,0.8656839713277226,0.974899915901293
385,Ddb2,0.9020238073713742,0.0163631632701873,0.1696989967408188
386,Spi1,0.177911728718628,0.7934298947097653,0.959112958242754
387,Sf3a1,-0.1197248247139073,0.4723021776633715,0.8527001944669892
388,Stat6,0.3203793411050581,0.0713568029744492,0.4000289889557065
389,Clgn,-0.227515415458847,0.8944232982318051,
390,Napsa,-0.0786303076590573,0.9351378760341328,
391,Vrk3,-0.1577513453142328,0.4978097298722477,0.8636957852909883
392,Smg9,0.140926857366754,0.6343725350258465,0.9138152928678448
393,Paxip1,0.1975918579797623,0.3990095358003279,0.813710905763841
394,Rmnd5a,0.2767675324979583,0.0966051670642918,0.4657856398787846
395,Mov10,0.3179934429897662,0.1009422400509756,0.4728330885792052
396,Ppm1j,-1.1608431946669602,0.0042487940557471,0.0678006441406355
397,Rhoc,-0.5060234068297836,0.0368401596181957,0.2770833088706757
398,Prr27,,,
399,Tead3,-0.4551075717055561,0.6289657547437271,
400,Ppard,0.2102749004692631,0.2785990209853868,0.726904103362864
401,Def6,0.1301937271013067,0.4863244016424261,0.8593317184368102
402,Peg3,0.1035611260156731,0.6069275222785201,0.9058067059688428
403,Zim1,-0.9599977791574656,0.8282856423440548,
404,Metrn,-1.0746305187088514,0.6551946873606889,
405,Lmf1,-0.0629357642520706,0.7741398091190123,0.9530314602683776
406,Ciao3,0.4034483426264956,0.189568396696631,0.6314968731578694
407,Angptl4,-0.3880478951366026,0.1906163083950154,0.6325555401971539
409,Dbf4,-0.4999885551708394,0.1655532835973674,0.5961046242034992
410,Daxx,-0.002551103314239,0.9899952467625917,0.9982455515659228
411,Cd320,0.3571921056738553,0.0687543416681429,0.3936007278780649
412,Ipo4,-0.7605760589127085,0.0008763025607736,0.0207764596370512
413,Tm9sf1,-0.0958208454728947,0.5904841894177397,0.8993248878280385
414,Rec8,0.8744735621571715,0.253476118636267,0.7049191441634474
415,Irf9,0.2917498762664184,0.1870662681340531,0.6269852671191589
416,Gmpr2,0.2153239017106318,0.2919865810040507,0.7411405811727009
417,Mdp1,0.1324159868927799,0.5558800633848726,0.8895312430604774
418,Dhrs1,0.1710451479810518,0.4333133470336622,0.834500117186358
419,Ncan,0.1673653275898891,0.8230204729774627,0.9672874863172168
420,Tmem161a,-0.1239726886995988,0.5463937642586493,0.8851043396842964
421,Armc6,-0.2707348826745143,0.4841517855146263,0.8587021713161361
422,Borcs8,0.3143702399457171,0.1518835750050834,0.5733880951521166
423,Slc25a42,0.6302778398963759,0.0114118852265269,0.1344335224656677
424,Snx9,-0.1681565426205959,0.4213096151676978,0.8285249671384545
425,Ranbp3,0.037303790309732,0.845331680783789,0.9718800242946272
426,Ndufa11,0.2760480889412093,0.3636894201069268,0.7918812866532743
427,Bmp8b,-0.7818770418962765,0.4964499313793835,
428,Nr2f6,0.2942824608403867,0.5257674649756151,0.8757676613423265
429,Use1,0.5215067885480748,0.009677956398963,0.1183706238606507
430,Ocel1,0.485425805701606,0.0278959531215701,0.234863554986386
431,Dyrk1b,0.4680241725175618,0.0711796457457667,0.3998359576663897
432,Braf,-0.1217581890941563,0.5499310099829844,0.8865603677507865
433,Ndufb2,-0.1808116092244747,0.4864026072236905,0.8593317184368102
434,Hltf,0.2288020636075539,0.2505007228795273,0.7028477781362267
435,Prpf6,0.0864311827825269,0.6894285142430366,0.9311917148391972
