,gene,TBI Acute vs AControl Log2 fold change,Acute pval,Acute padj
1466,1700020L13Rik,0.9033502643975933,0.7921722655272798,
1467,Myl2,,,
1468,Dedd,0.0661282824371207,0.8594158754271626,0.9743369136592748
1469,Mcemp1,-1.9760549954032267,0.0443998052602723,
1471,Nit1,0.0423798236687858,0.8605384918552145,0.9745863479703268
1472,Pax5,-1.8838235457245025,0.5151046675210922,
1473,Prdm15,-0.0057190314390992,0.978680823307844,0.996791366598188
1474,Rnf168,0.0940591214869513,0.6065907669821975,0.9057917341204288
1475,Dynlt2b,-0.2231125687535748,0.4574516514176477,0.8462039960358881
1476,Chp1,-0.1558139993107843,0.4071844115693596,0.8182447472545834
1477,Sval2,,,
1478,Trpv4,-0.1755004374531574,0.5043969038683984,0.8658975979407871
1479,Klhl3,-0.3607910297316993,0.3159956487836313,0.7612922360453962
1480,Tvp23b,0.1409190098668604,0.4485042653368384,0.8425489270436393
1481,Dnajc7,0.0377426531275234,0.8454858665879771,0.9718800242946272
1482,Zfp385c,-2.365885839564869,0.1109741532602207,
1483,Cacybp,-0.2848896670888835,0.2866591611346629,0.735138400854517
1484,Cluap1,-0.0853850095817873,0.7056612389890993,0.934468515109416
1485,Zswim7,-0.3420381533155088,0.367245166965141,0.7945004332018141
1486,Pigl,0.2626899488963107,0.23219423769169,0.6836980410598283
1487,Ndufa2,0.2237657093514997,0.3966034643645351,0.8114172252184202
1488,Pam16,-0.1833045650169133,0.6743968621520089,0.9259896068136536
1489,Glis2,0.4436590584842675,0.0928375600700652,0.4563699005549523
1490,Cox6c,0.2177518189368511,0.4854660604386676,0.8591461707456921
1491,Bicc1,-1.0942896227704504,0.0202047918844129,0.1943298594112128
1492,Ube2z,-0.2466420612525592,0.1333572217250316,0.5415462830051284
1493,Gip,-2.89113795711606,0.4176112368786817,
1494,Tmem87b,-0.1152084206038389,0.527347249630751,0.8768015082728366
1495,Anapc1,0.010960575974513,0.9425526557465228,0.9887890107636824
1496,Mertk,0.2922942861391989,0.0880304077808331,0.4451692789256634
1498,Tsg101,0.1031731165555191,0.6320232081250314,0.9136286998139
1499,Hps5,0.2323755401554526,0.2210897518825221,0.6717037541218327
1500,Map3k4,-0.0380653681591551,0.8683720361258248,0.9755025654889524
1501,Piezo1,-0.0387353038072151,0.8366834888748045,0.9691768043451694
1502,Blk,2.129306260913778,0.2864661583377211,
1503,Rnf166,0.4031748978360207,0.0598330095223879,0.363490130591974
1504,Ankrd28,-0.5394821797183897,0.0064495007088292,0.0889610146630592
1505,Ankrd52,0.0070887735523876,0.9724071489825918,0.9958637242169384
1506,Pkd2l2,-0.3014389622798423,0.4101757274209049,0.819514206256769
1507,Srp19,0.11191577072027,0.557639057136796,0.8902252036563508
1508,Tmbim7,1.0354250416808417,0.3371443341654837,
1509,Clec4f,,,
1510,Klra17,0.9635763729606592,0.8276551787794901,
1511,Wdfy2,-0.3878855068294451,0.2108410613396417,0.6607972213493394
1512,Rbsn,-0.1854760773577786,0.2856049434469069,0.7339432688778192
1513,Mrps25,0.0009706871797184,0.9966608728932772,0.9990786933547546
1514,Dguok,0.451762361863277,0.1174913112360096,0.5127891808151075
1515,Camta1,-0.319097462948922,0.1239777670971023,0.5250402222405726
1516,Csf1,-0.058147468621123,0.7722347692108393,0.9524647129852324
1517,Strip1,0.2670793830476632,0.1627585166740468,0.5912653956449236
1518,Kif1a,-0.5626354380641881,0.4707405242264331,0.8521426661234149
1519,Alx3,,,
1520,Slc25a11,-0.0405994015463206,0.8627160401449324,0.9746852031666212
1521,Chrne,-0.6173848454118313,0.3745690508499774,0.797971586369499
1522,Cmc2,-0.8658454411558366,0.2205553973191681,0.6717037541218327
1523,Chfr,-0.0291800182695076,0.8826279774368858,0.9787198879636873
1524,Ceacam16,-0.1356499262025368,0.9585978801118592,
1525,Hoxa2,-0.9599977791574656,0.8282856423440548,
1526,Adam28,0.9635763729606592,0.8276551787794901,
1527,Ankrd53,-0.7287715863131127,0.5958852287868808,
1528,Tex261,0.0734883177168605,0.6934966758749583,0.9318361611880392
1529,Fam120b,0.0570143909606908,0.7953151679676271,0.959112958242754
1530,Tbp,0.1746074583554246,0.4564538025209416,0.845786888379251
1531,Psmb1,0.0934458367807786,0.6589826784423293,0.9220264455081328
1532,Pdcd2,,,
1533,Dll1,0.2764995613110718,0.3897746228499,0.8072701064096433
1534,Nol3,-0.1416072395656127,0.8641442668346131,0.9746852031666212
1535,Fhod1,-0.078655536312984,0.7395677128156898,0.94530299211825
1536,Plekhg4,-1.37295954311141,0.285914863169594,
1537,Slc9a5,0.1014045100113219,0.8141184390925181,0.964200538928676
1538,Elmo3,0.9524184601015888,0.0770137621098825,0.4145508515107929
1539,Stc1,-2.282743790707846,0.0062287510557519,0.0868743195458006
1540,Matcap1,0.4789852498147894,0.5364753531159708,0.8807899242160706
1541,Tppp3,-0.1553831954620631,0.8502872045605342,0.972450917215762
1542,Msh3,0.0072763091514617,0.9724239198708566,0.9958637242169384
1543,Adamts13,0.1766032844651893,0.8371078149413562,
1544,Tmem208,0.053055893737773,0.8480066776466577,0.9722849505289765
1545,E2f4,0.1574560300577918,0.4761000389560508,0.854218914094992
1546,Surf4,-0.467591143837067,0.0102223487432642,0.1229794039675603
1547,Surf2,0.1071127687275595,0.653825722634404,0.9208741720308576
1548,Dnajb9,0.3762609543062637,0.0324557127119523,0.2561403961153848
1549,Naf1,-0.1713285036795802,0.5662362359443783,0.8931503244425995
1550,Yes1,-0.1657659154860557,0.3770073012988161,0.7986398702110002
1551,Ppp1cb,0.142535088678863,0.4015554003134123,0.8153852643608692
1552,Gorasp2,-0.4589997650024904,0.007548809537565,0.0998581148355499
1553,Tsen15,-0.0502577268106793,0.857880611748047,0.9743259634158064
1554,Oc90,0.2479700434295983,0.7654484025832469,
1555,Efr3a,0.0221372293663546,0.8926271434430326,0.9800821901055776
1556,Trappc2l,0.2668736523407616,0.4440346671034217,0.8409311478840706
1557,Acsf3,0.1359118921194093,0.7107401908028239,0.9360123979202118
1558,Ddx19a,-0.0366356013406709,0.8467986221354822,0.9721944429773656
1559,Galns,-0.5556846611202897,0.1267753496963184,0.5291806376408353
1560,Gata2,0.3979479788420734,0.027374240241292,0.2331246340378897
1561,C8g,0.990141083567302,0.1927844539962273,0.6356442491518741
1562,Entpd2,0.6317605715188552,0.4753985893685248,
1563,Rabl6,0.0658925112091902,0.7271987498804975,0.9409540240080088
1564,Ptgds,-1.2304723131034927,0.0462748895567013,0.3151313844270103
1565,Edf1,0.3855746271888962,0.073428547877775,0.4061763644452228
1566,Clic3,-0.1843624499357149,0.7130396489565676,0.9367124838201292
1567,Npdc1,-0.0576115672681389,0.7902295142439352,0.9584839056438762
1568,Fbxw5,-0.1127324894028877,0.5968222933638159,0.9024791811850478
1569,Slc25a13,-1.5874592522572917,0.0035289800524678,0.0594372804246796
1570,Ube2i,-0.1184385681829971,0.51200878715567,0.8694840130970832
1571,Tsr3,0.339816528994798,0.4476158255967684,0.8424756496146729
1572,Unkl,0.3295283987561661,0.2706829836246206,0.7190423301360157
1573,Lrrk1,0.4343255690963815,0.0315221833783372,0.2517038176391482
1574,Aldh1a3,0.7773069204208383,0.1537488934878421,0.577204433018547
1575,Actn1,-0.2235568882826175,0.2507619275955125,0.7028477781362267
1576,Sirt2,0.1154837050960189,0.5239421327535569,0.8753021400525373
1577,Hnrnpl,0.1016374778178076,0.5456503513491442,0.8849704222025867
1578,Nolc1,-0.5290493621506995,0.005700927229887,0.0818035284355585
1579,Casd1,0.2184055181351796,0.1864439283374399,0.6258521846238917
1580,Cnksr3,-0.2624105516352095,0.291171660466278,0.7406242756689398
1581,Mtmr1,0.0106402752039581,0.9520430430331228,0.9916149862248888
1582,Hmgb3,0.2918777177330621,0.4784668447891376,0.8552213755276356
1583,Map2,-0.562350466919898,0.4766179054524677,0.8545483510561027
1584,Cyp2j9,0.6716021893956778,0.193359614190781,0.6361784390880109
1585,Nipsnap3a,-0.2605084830578252,0.7166057299963439,0.9380729769245978
1586,Abca1,-0.3148240516376352,0.1319153771965556,0.5402465793186603
1587,Nipsnap3b,-0.4563219064133803,0.0467703692437204,0.3174896585854727
1588,Lage3,0.3592797145096358,0.1903920812984628,0.6322198588430535
1589,Ubl4a,0.031999679997966,0.8637561551468922,0.9746852031666212
1590,Gdi1,0.1018181763099851,0.557076406297068,0.890201627690182
1591,Sash1,-0.0654712817817492,0.77822713310594,0.953943644550075
1592,Gadd45b,0.1449332583603027,0.4897595601528507,0.8619119625242361
1593,Slamf6,0.2415054429364474,0.8037330086778796,
1594,Slamf1,-0.1370314155025024,0.8636587162360283,0.9746852031666212
1595,Zdhhc12,0.2109396847238797,0.5521814032209826,0.8866780359299679
1596,Endog,0.8171815268378523,0.3365390459375103,0.7745960950159986
1597,Cybb,0.1099549964353336,0.8336828899362516,0.9685527273672628
1598,Golga7,-0.1731634402216552,0.2840068812808415,0.7325078416548589
1599,Xk,0.0443363950757882,0.88464422672119,0.978923928084974
1600,Pcolce2,0.1907014978934524,0.8966757350389083,
1601,Cd48,-0.8907841202338861,0.3158030103237613,
1602,Clpx,0.1244140744278977,0.5018780053570815,0.8650388624359701
1603,Trabd,-0.0864327118956201,0.6702795898220654,0.9243560410512618
1604,Mov10l1,-1.869735335825255,0.6653277746772029,
1605,Dennd6b,0.7959116555427389,0.0366119824559204,0.2763110977611115
1606,Cd83,0.914247657364761,0.0006247692175504,0.0160471973527836
1607,Cltrn,0.9635763729606592,0.8276551787794901,
1608,Ace2,-0.3675871770202136,0.7651406693535007,0.9506516173889866
1609,Gzmb,-0.1371543239526862,0.9155001239195136,
1610,Gzmf,,,
1611,Gzmn,,,
1612,C4a,-0.4205683452228775,0.7380018459207915,
1613,Ager,0.4972968172605697,0.4792829863140573,0.8556274229864135
1614,Atf6b,-0.0129308666667001,0.961449543257204,0.9946717541075362
1615,Egfl8,0.7203454213066114,0.0097826031204153,0.1192166400096355
1616,Notch4,-0.0694003036350638,0.7006226822279533,0.9332303700254042
1617,Ppt2,0.4589149425466547,0.0525978859834227,0.3408380323689936
1618,Prrt1,-0.6051323459023853,0.4651632520442816,0.8500542756192833
1619,Rnf5,-0.2356569885741146,0.7413585029195328,0.9458114825904166
1620,Fam163a,-0.5580009567117442,0.3548110603267016,0.7855813072340354
1621,Cacfd1,-0.3435361032858388,0.0769353554255175,0.4145508515107929
1622,Hivep2,-0.3781554816687449,0.0763444165585272,0.4134026013996709
1623,2310057J18Rik,,,
1624,Arnt,-0.1723870137920084,0.3160037399662643,0.7612922360453962
1625,Itga2,-0.7074002299566847,0.1564889573654617,0.5826652142930978
1626,Mocs2,0.2318255187187242,0.1888812153934674,0.63054827042941
1627,Nat9,0.4752669190843396,0.0897327402175698,0.4479660704544767
1628,Lpl,-0.3710935949611813,0.3006891816087441,0.7495828174979546
1629,Atp6v0e,0.1260882751390205,0.4946080341613194,0.8622677797470696
1630,Nkx2-5,,,
1631,Zfp318,0.0078374496504104,0.966470994693135,0.9949791072074052
1632,Ttbk1,0.6522845321699066,0.7632226217356102,
1633,Srf,0.3020927900120087,0.1759912795576758,0.610932266812699
1634,Gata3,0.5216323500150812,0.2825819018191472,0.7320195505512391
1635,Gata5,,,
1636,Lama5,-0.0084254853808206,0.967895826385517,0.9952502479290882
1637,Steap1,-1.5300629441664202,0.6187202487673149,
1638,Steap2,-1.2510985494022675,0.0218393520499598,0.2042270961419487
1639,Hspa8,0.4096484094597197,0.1106810384394176,0.4983071818258444
1640,Serac1,0.0979007310006209,0.7456818541932753,0.9470327124151364
1641,Awat1,0.9635763729606592,0.8276551787794901,
1642,Pdzd11,0.0154379449571262,0.9381964982069688,0.9878025554290942
1643,Psma2,0.038222254793263,0.8585343470017868,0.9743259634158064
1644,Mrpl32,-0.225333606170264,0.4017956267808059,0.8155821065037928
1645,Setdb1,0.0718697507464413,0.7130996853925422,0.9367124838201292
1646,Anxa9,0.4863070891553709,0.1552248764811467,0.5804830311698499
1647,Arnt2,-1.5313978132564514,0.0036636457705666,0.0610383188867047
1648,Prune1,0.5387453317961882,0.0261418054925557,0.2256982433869898
1649,Cers2,0.0174846874358457,0.910667702436918,0.9821955485181746
1650,Nlrp5,,,
1651,Capza2,-0.1385785782524752,0.4380760513136712,0.8373927773120272
1652,Plekho1,-1.3947665223889332,0.0005785729633455,0.01533747905061
1653,Vps45,-0.3434352210996597,0.2056274092187038,0.6539257126433027
1654,Prpf3,0.1366580236831396,0.5018281907095496,0.8650388624359701
1655,Anp32e,-0.2694819304601382,0.1162802372788531,0.5115488656394801
1656,Aph1a,0.4016458971066313,0.1545057516635962,0.5791992553849868
1657,Tab2,0.1605003800379101,0.3898234679063722,0.8072701064096433
1658,Ppil4,0.0966425516124315,0.6048786653286354,0.9051743157326064
1659,Cnih1,-0.1862991285333485,0.328261247285914,0.7678861690836704
1660,Eps8,-0.1416708562621625,0.6330614658181659,0.91381143343315
1661,Med22,0.0264825414044184,0.8895971947254798,0.9794775388251772
1662,Abo,,,
1663,Surf1,0.2977975038412196,0.2839889759392447,0.7325078416548589
1664,Med28,0.2142241608465533,0.2748791179022294,0.7237052043623415
1665,Qdpr,0.3617738383103971,0.0962679486304195,0.4657856398787846
1666,Gnrh1,0.2392882333356726,0.5457970361299327,0.8849704222025867
1667,Tnr,1.5680647118444009,0.6047666690813289,
1668,Sqstm1,0.2036618525251506,0.2856937104638012,0.7339958476733137
1669,Nfe2l2,-0.039844652120741,0.8383125246756159,0.9691768043451694
1670,Rxrg,,,
1671,Rxra,0.3575782443029314,0.0551410698032366,0.3481274177540678
1672,Adamtsl4,0.5392013269626711,0.0861980248281473,0.4402349080105159
1673,Fcrl2,-0.6495263702179435,0.5830516110489437,0.8975711417071568
1674,Cd5l,-1.770464348796162,0.6826867931897983,
1675,Prpsap1,0.1358626076750989,0.4806227520819582,0.8562863852410473
1676,Fam184b,-0.8728911440171183,0.0585550762809596,0.3605230385717292
1677,Ncapg,-0.4886090127123553,0.1360864635334924,0.5453012193225826
1678,Lcorl,0.1695201412061348,0.4066311095728232,0.8178805571077484
1679,Lta4h,0.1216253112741982,0.6162370125818448,0.9098385194319528
1680,Amdhd1,-2.5417992834629106,0.3270019698414952,
1681,Dstn,-0.2630477804440138,0.1293845055164397,0.5355747017227647
1682,Macroh2a1,-0.0646692522681769,0.7158228377200215,0.9378767013497378
1683,Gtf2ird2,-0.1568982352507034,0.6499814367633507,0.9188754368198904
1684,Bola1,0.0353237095431816,0.9138628108549623,0.9831104517671454
1685,Castor2,-0.1024742948383544,0.6542380621195378,0.9208837912567022
1686,Fcgr1,-0.5658333127533237,0.4171560762726103,0.8254013932505283
1687,Ncf1,0.0482208591206147,0.9371241267171764,0.9878025554290942
1688,Wnt11,1.0476713409495155,0.0798012894117004,0.4229084151044412
1689,Adss2,-0.1851357570787097,0.3101422685111773,0.7575127963026127
1690,Spmip3,-1.22277712758928,0.0880344575598725,0.4451692789256634
1691,Il17rb,0.0225750915142184,0.9622082815950652,0.9946717541075362
1692,Cacna1d,0.5480659541891338,0.1479623200602829,0.5672257001116967
1693,Chdh,0.7361081274916642,0.6244001812712826,
1694,Actr8,-0.0477954828444123,0.8179614306738634,0.9660828355389436
1695,Lrrc27,-0.8365176601211922,0.0554357554114515,0.3490418572388029
1696,Stk32c,-2.513702998370849,0.2185575139308139,
1697,Fnta,0.1246358374218783,0.5138428426447347,0.8711209642186669
1698,Mtrex,-0.2232531153144997,0.285092297933183,0.7334683010275795
1699,Lbp,-1.5682097086478364,0.001223283529131,0.0269699892238024
1700,Celsr1,-0.1090488878194707,0.9042523962079408,0.9811653499632886
1701,Fli1,0.04576443911304,0.7882055659346444,0.9575371995444472
1702,Stard13,0.1388655956462355,0.4478132405496464,0.8425405750348677
1703,Tenm1,-1.9080872573854464,0.5472532618088508,
1704,Camk1g,-0.9075907192679832,0.8107147450589365,
1705,Utp25,-0.0388306334032824,0.8626268207911387,0.9746852031666212
1706,Hsd11b1,-2.174661763846954,0.0030219030444772,0.0538387836051319
1707,Syt14,0.4358379434750999,0.8607273577020627,
1708,H2-M3,-0.0468495411274088,0.8390269594288099,0.9692620913972844
1709,Lonrf3,0.422769714752683,0.0416917579102652,0.2963614765475539
1710,Atp5f1e,0.1477137279021354,0.5488212667331488,0.8865603677507865
1711,Nelfcd,0.2293512188034729,0.3619998176512556,0.7904698052561248
1712,Tubb1,0.3259880182830675,0.7792589735001323,
1713,Ctsz,-0.1288812459888782,0.5769935068580221,0.8951281691659235
1714,Prelid3b,-0.2198564359534958,0.2263642218436027,0.6770654583149153
1715,Sertad4,-0.4508078898659244,0.2487574767458531,0.7019962413716064
1716,H2-M2,-0.5916445302528194,0.8313535083846542,
1717,Ube2a,0.0796990540177395,0.6941654189197934,0.9319351480840894
1718,Slc25a5,-0.4669432322143993,0.0041199589421376,0.0664149448297943
1719,Atp1b4,-0.8451781238618084,0.4809286840256502,
1720,Ppdpf,0.5650821163083188,0.1176025025660233,0.5128387569453836
1721,Kcnq2,-1.0560117337196069,0.6122910263772507,
1722,Eef1a2,-0.5833281577913755,0.8124262628503105,
1723,Col20a1,-0.3749004617277658,0.4952595969203135,0.8624717243356803
1724,Pls3,0.0615963140252746,0.7079436969981987,0.9351790781336852
1725,Mpped2,-0.0315356084129899,0.9285530765711946,0.9866876827579592
1726,Nkap,0.0917302091869779,0.6087002862115396,0.906258343233121
1727,Ndufa1,0.3724640037356548,0.3245489260616696,0.764962555696086
1728,Wt1,,,
1729,E2f3,-0.0922892900953842,0.675998536516466,0.9268192643365608
1730,Cr1l,-0.0013951519575796,0.9943363504637872,0.9990263644941516
1731,Ppfibp1,-0.3030671827324369,0.2146722604367749,0.6653890196281452
1732,Cd46,0.2176300555370471,0.5209401412173924,0.8742017787513724
1733,Cd34,-0.1861326630559669,0.2600602482088052,0.7101374737549065
1734,Plgrkt,0.5629499665876466,0.0275595868580557,0.2337483726304331
1735,Cd274,-0.3875083657228258,0.1473941884241466,0.5665885050977073
1736,Pdcd1lg2,0.5479626250229994,0.6316596056662158,
1737,Gtf3a,0.1355870404941521,0.812231399275625,0.963563990144787
1738,Mtif3,0.7571715041585034,0.0128916502982711,0.1457617188163295
1739,Lnx2,0.5309731722297993,0.0183492057777753,0.183956783487018
1740,Il19,-1.8454975697020863,0.408536438727121,
1741,Dyrk3,-1.825429828397641,0.1783180932940326,
1742,Mapkapk2,-0.1891464927710349,0.3147208461587094,0.7604631322978426
1743,Il10,-0.2505642967136226,0.6379843668034709,0.9146646212693532
1744,Lamp2,-0.1816522702491613,0.2693773085688603,0.7182652462959029
1745,Atxn10,-0.1732103728807386,0.3322684881364066,0.7710570201280172
1746,Foxred2,-0.3324378963518436,0.6342355218279462,0.9138152928678448
1747,Eif3d,-0.1407301102017729,0.4982846346637898,0.8636957852909883
1748,H3f3b,-0.0467229580527087,0.8290468125409012,0.967403035120866
1749,Nup50,-0.2872654065467233,0.068544144411424,0.3929951655764185
1750,Phf21b,0.4329950449768982,0.3943662289824273,0.8096959705366623
1751,Nlrp14,,,
1752,Ift27,0.0602555724972724,0.902538218413708,0.9811653499632886
1753,Pacsin2,-0.1903966406954707,0.2912290787952807,0.7406242756689398
1754,Cmah,-0.2808547756660972,0.692172530082761,0.9316882256105464
1755,Ttll12,-0.3123440959477268,0.1592888228671631,0.5862947226655122
1756,Bik,0.4338022882225805,0.6474110790012169,
1757,Scube1,-0.1449440391004048,0.8037305779080031,0.9594280592583398
1758,Tox4,-0.1012422991270986,0.564364519558165,0.892241904664441
1759,Mrps18c,0.5070465478334026,0.4139941914151462,0.8225972774495641
1760,Sulf1,-1.4395678930516012,9.086132704545286e-05,0.0036370491197336
1761,Srsf6,-0.2251148694278892,0.1636060487717825,0.5920849617566055
1762,Plcg1,0.5648685872785507,0.0036719533416218,0.0611106619305985
1763,Kctd2,0.6495574884874147,0.0032685534936312,0.0563441587140388
1764,Tmprss6,-0.3735822222420721,0.4661177995191535,0.8506394189852051
1765,Kctd5,-0.1636879976309286,0.4595533489981974,0.8468801388190527
1766,Pom121l2,-4.330071177880149,0.1530196978814067,
1767,Etaa1,0.0412096542399639,0.8622611396249454,0.9746852031666212
1768,Matn4,-1.511215677248941,0.6216402892977951,
1769,Svs4,,,
1770,Svs6,,,
1771,Slpi,0.1426110111684355,0.936910908097632,
1772,Svs3a,,,
1773,Svs5,,,
1774,Rbpjl,-0.0096621501298116,0.993579975144282,
1775,Sdc4,-1.146951335555137,0.0001269272321123,0.0046908287148275
1776,Ccdc70,,,
1777,Il13ra1,-0.7313988597691101,0.0016473755139823,0.0333658155685519
1778,Prl5a1,,,
1779,Nbr1,0.1024007895090278,0.5225083353148288,0.8744811788145674
1780,Cyth1,0.5018099443268172,0.0694578976437964,0.395190975413928
1781,Rnd3,-0.3023853932285499,0.3621068562134806,0.7904698052561248
1782,Brca1,-0.7363255165332278,0.0979538001368361,0.4696568636294033
1783,Gast,0.5784190130306812,0.4271941680254623,0.8316332187424671
1784,Cntnap1,0.4443351505088806,0.1825900770885072,0.6200739704739942
1785,Nt5c3b,-0.071108026157873,0.771165570853759,0.95228493779794
1786,Coa3,0.1267635624321486,0.6023806724932863,0.9040973364847696
1787,Zpbp2,1.0486091725935829,0.6409709015301027,
1788,Gsdma,0.9635763729606592,0.8276551787794901,
1789,Med24,-0.08138480290457,0.7050811081512629,0.9342778720978604
1790,Gsdma2,,,
1791,Psmd3,-0.1556357147888441,0.4361952314313744,0.8364515341496249
1792,Exosc10,0.0164164572022362,0.935353589923752,0.987328263538192
1793,Glod4,0.3301917308585798,0.0829608013644682,0.4301846937509491
1794,Vps53,0.139406138861834,0.545935617667899,0.8849704222025867
1795,Taok1,-0.1525331516857814,0.4172270045156917,0.8254013932505283
1796,Dnttip1,0.0766277527662179,0.7954093632055179,0.959112958242754
1797,Tnnc2,,,
1798,Acot8,0.5726736378086419,0.045546807469412,0.312690974415198
1799,Cd300lg,0.7987153504108581,0.0092051341638726,0.1145883058153803
1800,Spint4,,,
1801,Pyy,,,
1802,Mpp2,-0.7680712102478932,0.0160039559460485,0.1675793922462332
1803,Ppy,-0.8105663955114968,0.8337272965909855,
1804,Vtn,-0.5245749820754809,0.6744255708352513,0.9259896068136536
1805,Nlk,-0.0166053928143022,0.9267119393184212,0.9863910921555644
1806,Traf4,-0.2102728884240841,0.5332033424850899,0.8800604553549969
1807,Aldoc,0.2594969562967972,0.6590603047320668,0.9220264455081328
1808,Stac2,-0.0643928625299872,0.9597151532318188,
1809,Rpl19,0.2690129620482628,0.4020748462344926,0.8158148764189231
1810,Nek8,0.0152010180485276,0.9667651126678142,0.9949791072074052
1811,Cacnb4,0.5085225128147621,0.2240703806217437,0.6749704135577977
1812,Plxdc1,0.0501774511261144,0.9719466234195108,0.9958637242169384
1813,Arl5b,-0.0740564723865236,0.7264416789954873,0.9409156988959104
1814,Zfp207,-0.1464931036531765,0.4457772772031064,0.8414004312685087
1815,Psmd11,-0.1541071922092932,0.3815761679563286,0.8019187678133071
1816,C1qtnf1,-0.8028688674025081,0.3635243537078948,0.7918408219070484
1817,Pipox,-0.0824523255452306,0.9377522051096728,
1818,Timp2,-0.2453034641660891,0.2954045849004664,0.7439134036735102
1819,Zc3h18,0.0195941135162859,0.9323886749361958,0.9870577051746168
1820,Top2b,0.1286993096840702,0.4285401236824252,0.8319384652354868
1821,Rarb,-0.5940101869299099,0.1641673213050037,0.5933756885612582
1822,Igfbp4,-1.8783137442725724,2.8608605399255595e-14,2.4214108716554892e-11
1823,Cdc6,-0.6668492856021218,0.0926726993104916,0.4558502933526929
1824,Suz12,-0.2618505202072466,0.220448896221035,0.6715433760945584
1825,Atad5,0.1325447523297322,0.5692509800063996,0.8931952870245832
1826,Crlf3,-0.051646296722727,0.7958121191105095,0.959112958242754
1827,Krt27,,,
1828,Tns4,-1.140544350965386,0.6096533213436748,
1829,Tnfaip1,-0.579970922652559,0.0029780217553597,0.0533034765062125
1830,Abr,0.2071859928736334,0.3246544179902054,0.764962555696086
1831,Rab11fip4,-0.6040816425308951,0.255421886168571,0.7065011466107474
1832,Cd40,-0.0400269815938776,0.8221215665319177,0.9671531508152544
1833,Slc35c2,-0.4937313332543758,0.0895821038945319,0.4475039880449376
1834,Zfp334,-0.3390024053276148,0.1867041032364437,0.6264526311728356
1835,Elmo2,0.3089570782419857,0.1434417964154691,0.5590747406572573
1836,Wsb1,-0.1002359797248955,0.583807766937286,0.8975711417071568
1837,Ttpal,-0.1297854234825221,0.5254218509486569,0.8757156393085498
1838,Rhot1,-0.0784464208716423,0.6214612908489591,0.9109997101943602
1839,Hnf4g,,,
1840,Rhbdl3,-0.7940858787364256,0.2410674897794054,0.6945393690391506
1841,Ada,-0.4028119337062577,0.2081866190170163,0.6582609736707505
1842,Serinc3,0.0953505073445808,0.6252078559718275,0.9117800078045336
1843,Tha1,-0.7885905311296144,0.2643671861488148,0.7143906531897521
1844,Pgs1,-0.9587531227946016,0.0006695486415314,0.0169432087268322
1845,Birc5,0.3315187622465911,0.5535199915550855,0.8876029323644004
1846,Afmid,-0.1061610016403145,0.7818005736402163,0.9553067299256228
1847,Trp53tg5,0.0087950009922631,0.9907112264722494,0.9982455515659228
1848,Pigt,-0.0268315464179051,0.8837115661171098,0.9787198879636873
1849,Wfdc2,-2.1715616340059607,0.4233319913627557,
1850,Etv4,0.0230862992656607,0.9823144728030532,
1851,Eppin,0.9635763729606592,0.8276551787794901,
1852,Dbndd2,-0.4121406340709042,0.120730208021237,0.5194961490913683
1853,Mmp9,-0.4404799342181498,0.7175768653179315,
1854,Slc12a5,0.1716926936909636,0.671346936633632,0.9250843663314224
1855,Ghdc,-0.0552435755688852,0.8221810076287831,0.9671531508152544
1856,Pltp,1.3117591606037744,5.811822186125459e-07,6.134656966464345e-05
1857,Slc12a7,-0.2417046830599032,0.2643193672062428,0.7143906531897521
1858,Ctsa,0.3690928769089718,0.0774985102487255,0.4161426973669369
1859,Zswim1,0.1359552739585227,0.6136176372609632,0.90833247662322
1860,Slc12a4,-0.4523558610594334,0.066324830170063,0.3861473206463323
1861,Spata25,0.0864358119665056,0.8996319314152784,0.9803781330913036
1862,Myo1c,-0.0698003354345599,0.65826216511104,0.9220264455081328
1863,Crk,-0.3470753453666784,0.0780165436606273,0.4180504013748009
1864,Cox7c,-0.0470844587489904,0.8532423232866203,0.973091112964797
1865,Pitpna,-0.3162371373556957,0.0498303620936886,0.3295295745936809
1866,Mlx,-0.0521986144034308,0.8511354051888937,0.9725132961762966
1867,Retreg3,0.5972627222907857,0.0020337223400231,0.0391771187276212
1868,Jph2,-0.3174797241951433,0.5643345486901168,0.892241904664441
1869,Dhx58,0.207522747201672,0.4940325561420466,0.8622677797470696
1870,Rab5a,-0.1601970488928035,0.3907377593141115,0.8072701064096433
1871,Hspb9,-0.4090265481107085,0.6336074868702981,0.91381143343315
1872,Nkiras2,-0.5136454670721605,0.1830072379972737,0.6205334531960364
1873,Ppp2r5c,0.0796579879045742,0.6179650743472754,0.9104250807293852
1874,Ift52,0.3630875305013871,0.1984900566822118,0.6442565845681482
1875,Mybl2,0.9453394748552926,0.3318929995314544,
1876,Sgk2,-0.9599977791574664,0.8282856423440546,
1877,Eya2,-1.0157309984725726,0.0786003949070201,0.4194289078642962
1879,Prl3c1,,,
1880,B4galt5,0.0892507298303195,0.6537956141318231,0.9208741720308576
1881,Gdap1l1,-1.9506331016892016,0.4928929372660016,
1882,Hnf4a,0.3968884414064051,0.758089237688332,
1883,Ptgis,-0.2989221370002783,0.2777150725317457,0.726481568189891
1884,Cadps2,0.9070447823232352,0.0138196325668512,0.1536611525885604
1885,Ddx27,-0.1372938893840728,0.5758533494261167,0.8951281691659235
1886,Cyth3,0.1993667603520116,0.3638500676764926,0.7920327440779149
